Element 1: (2, (7, 5), ['G', '.', '.', '.'], [(5, 2), (6, 5), (11, 2)], [False, False, False, False], 98, False, [False, True, True, True], 1009, 'East', (8, 5))
Element 33: (2, (13, 1), ['.', '%', '%', ''], [(1, 1), (17, 10), (12, 9)], [False, True, True, False], 34, False, [True, False, False, False], 2717, 'West', (12, 1))
Element 34: (2, (12, 1), ['.', '%', '%', ''], [(2, 1), (16, 10), (13, 9)], [False, True, True, False], 32, False, [True, False, False, False], 2736, 'West', (11, 1))
Element 35: (2, (11, 1), ['F', '%', '', ''], [(2, 2), (16, 11), (14, 9)], [False, True, False, False], 30, False, [False, False, False, False], 2755, 'West', (10, 1))
Element 36: (2, (10, 1), ['.', '%', '.', ''], [(1, 2), (16, 12), (15, 9)], [False, True, False, False], 28, False, [True, False, True, False], 3764, 'North', (10, 2))
Element 37: (2, (10, 2), ['%', '', '%', ''], [(2, 2), (16, 13), (15, 10)], [True, False, True, False], 26, False, [False, False, False, False], 3793, 'East', (11, 2))
Element 38: (2, (11, 2), ['', '', '', '%'], [(3, 2), (16, 12), (15, 11)], [False, False, False, True], 24, False, [False, False, False, False], 3802, 'North', (11, 3))
Element 39: (2, (11, 3), ['%', '', '', ''], [(3, 1), (16, 11), (15, 12)], [True, False, False, False], 22, False, [False, False, False, False], 3811, 'East', (12, 3))
Element 40: (2, (12, 3), ['', '%', '', ''], [(2, 1), (16, 12), (14, 12)], [False, True, False, False], 20, False, [False, False, False, False], 3820, 'East', (13, 3))
Element 41: (2, (13, 3), ['', '%', '', ''], [(3, 1), (16, 11), (14, 13)], [False, True, False, False], 18, False, [False, False, False, False], 3829, 'West', (12, 3))
Element 42: (2, (12, 3), ['', '%', '', ''], [(4, 1), (15, 11), (13, 13)], [False, True, False, False], 16, False, [False, False, False, False], 3838, 'North', (12, 4))
Element 43: (2, (12, 4), ['', '', '%', ''], [(4, 2), (15, 12), (12, 13)], [False, False, True, False], 14, False, [False, False, False, False], 3847, 'West', (11, 4))
Element 44: (2, (11, 4), ['', '', '%', ''], [(3, 2), (14, 12), (11, 13)], [False, False, True, False], 12, False, [False, False, False, False], 3856, 'West', (10, 4))
Element 45: (2, (10, 4), ['', '%', '', ''], [(4, 2), (14, 13), (11, 12)], [False, True, False, False], 10, False, [False, False, False, False], 3865, 'West', (9, 4))
Element 46: (2, (9, 4), ['', '.', '', ''], [(4, 2), (13, 13), (11, 11)], [False, False, False, False], 8, False, [False, True, False, False], 3874, 'South', (9, 3))
Element 47: (2, (9, 3), ['.', '%', '', '%'], [(5, 2), (12, 13), (12, 11)], [False, True, False, True], 6, False, [True, False, False, False], 3893, 'West', (8, 3))
Element 48: (2, (8, 3), ['.', '%', '', ''], [(4, 2), (11, 13), (13, 11)], [False, True, False, False], 4, False, [True, False, False, False], 3912, 'West', (7, 3))
Element 49: (2, (7, 3), ['.', '%', '', ''], [(4, 1), (11, 12), (12, 11)], [False, True, False, False], 2, False, [True, False, False, False], 3921, 'West', (6, 3))
Element 50: (2, (6, 3), ['%', '%', '', ''], [(4, 1), (11, 12), (11, 11)], [True, True, False, False], 0, False, [False, False, False, False], 3930, 'Stop', (6, 3))
Element 51: #0#
