Element 1: (2, (17, 12), ['.', '.', '.', 'G'], [(17, 6), (8, 7), (18, 12)], [False, False, False, False], 98, False, [True, True, True, False], 1009, 'North', (17, 13))
Element 2: (2, (17, 13), ['.', '', '%', 'G'], [(17, 5), (8, 8), (18, 13)], [False, False, True, False], 96, False, [True, False, False, False], 1048, 'West', (16, 13))
Element 3: (2, (16, 13), ['%', '.', '%', 'G'], [(17, 4), (9, 8), (17, 13)], [True, False, True, False], 94, False, [False, True, False, False], 1077, 'South', (16, 12))
Element 4: (2, (16, 12), ['.', '.', '', 'G'], [(18, 4), (10, 8), (17, 12)], [False, False, False, False], 92, False, [True, True, False, False], 1106, 'South', (16, 11))
Element 5: (2, (16, 11), ['.', '.', '', 'G'], [(17, 4), (9, 8), (17, 11)], [False, False, False, False], 90, False, [True, True, False, False], 1125, 'South', (16, 10))
Element 6: (2, (16, 10), ['.', '.', '', '.'], [(17, 3), (8, 8), (18, 11)], [False, False, False, False], 88, False, [True, True, False, True], 1154, 'East', (17, 10))
Element 7: (2, (17, 10), ['', '.', '', 'G'], [(17, 2), (8, 7), (18, 10)], [False, False, False, False], 86, False, [False, True, False, False], 1183, 'South', (17, 9))
Element 8: (2, (17, 9), ['.', '.', '', 'G'], [(17, 1), (8, 6), (18, 9)], [False, False, False, False], 84, False, [True, True, False, False], 1222, 'South', (17, 8))
Element 9: (2, (17, 8), ['%', '%', '', 'G'], [(18, 1), (9, 6), (18, 8)], [True, True, False, False], 82, False, [False, False, False, False], 1261, 'North', (17, 9))
Element 10: (2, (17, 9), ['.', 'G', '', ''], [(17, 1), (10, 6), (17, 8)], [False, False, False, False], 80, False, [True, False, False, False], 1270, 'West', (16, 9))
Element 11: (2, (16, 9), ['.', '%', '', 'G'], [(16, 1), (11, 6), (17, 9)], [False, True, False, False], 78, False, [True, False, False, False], 1299, 'West', (15, 9))
Element 12: (2, (15, 9), ['.', '%', '.', ''], [(16, 2), (12, 6), (17, 10)], [False, True, False, False], 76, False, [True, False, True, False], 2318, 'North', (15, 10))
Element 13: (2, (15, 10), ['%', '', '.', 'G'], [(16, 3), (13, 6), (16, 10)], [True, False, False, False], 74, False, [False, False, True, False], 2347, 'North', (15, 11))
Element 14: (2, (15, 11), ['%', '', '.', 'G'], [(16, 4), (14, 6), (16, 11)], [True, False, False, False], 72, False, [False, False, True, False], 2376, 'North', (15, 12))
Element 15: (2, (15, 12), ['.', '', '%', 'G'], [(16, 5), (15, 6), (16, 12)], [False, False, True, False], 70, False, [True, False, False, False], 2405, 'West', (14, 12))
Element 16: (2, (14, 12), ['%', '%', '.', ''], [(16, 6), (15, 7), (16, 13)], [True, True, False, False], 68, False, [False, False, True, False], 2434, 'North', (14, 13))
Element 17: (2, (14, 13), ['.', '', '%', '%'], [(16, 7), (14, 7), (16, 12)], [False, False, True, True], 66, False, [True, False, False, False], 2463, 'West', (13, 13))
Element 18: (2, (13, 13), ['.', '%', '%', ''], [(15, 7), (13, 7), (15, 12)], [False, True, True, False], 64, False, [True, False, False, False], 2482, 'West', (12, 13))
Element 19: (2, (12, 13), ['.', '%', '%', ''], [(15, 6), (13, 8), (15, 11)], [False, True, True, False], 62, False, [True, False, False, False], 2501, 'West', (11, 13))
Element 20: (2, (11, 13), ['%', '.', '%', ''], [(15, 5), (13, 9), (15, 10)], [True, False, True, False], 60, False, [False, True, False, False], 2530, 'South', (11, 12))
Element 21: (2, (11, 12), ['.', '.', '', '%'], [(14, 5), (14, 9), (15, 9)], [False, False, False, True], 58, False, [True, True, False, False], 2559, 'South', (11, 11))
Element 22: (2, (11, 11), ['.', '%', '', '.'], [(14, 4), (15, 9), (16, 9)], [False, True, False, False], 56, False, [True, False, False, True], 2578, 'East', (12, 11))
Element 23: (2, (12, 11), ['', '%', '%', '.'], [(14, 3), (16, 9), (16, 10)], [False, True, True, False], 54, False, [False, False, False, True], 2597, 'East', (13, 11))
Element 24: (2, (13, 11), ['', '%', '%', '%'], [(15, 3), (17, 9), (15, 10)], [False, True, True, True], 52, False, [False, False, False, False], 2616, 'West', (12, 11))
Element 25: (2, (12, 11), ['', '%', '%', ''], [(15, 2), (18, 9), (15, 11)], [False, True, True, False], 50, False, [False, False, False, False], 2625, 'West', (11, 11))
Element 26: (2, (11, 11), ['.', '%', '', ''], [(15, 1), (18, 10), (15, 12)], [False, True, False, False], 48, False, [True, False, False, False], 2634, 'West', (10, 11))
