Element 1: (0, (7, 7), ['.', '.', '%', 'F'], [(2, 13), (15, 7), (17, 5)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 7))
Element 2: (0, (8, 7), ['', '.', '.', '%'], [(3, 13), (16, 7), (17, 6)], [False, False, False, True], 96, False, [False, True, True, False], 1029, 'North', (8, 8))
Element 3: (0, (8, 8), ['%', '', '%', '.'], [(3, 12), (16, 6), (18, 6)], [True, False, True, False], 94, False, [False, False, False, True], 1068, 'East', (9, 8))
Element 4: (0, (9, 8), ['', '%', '%', '.'], [(4, 12), (16, 5), (17, 6)], [False, True, True, False], 92, False, [False, False, False, True], 1097, 'East', (10, 8))
Element 5: (0, (10, 8), ['', '%', '%', '%'], [(5, 12), (16, 4), (17, 5)], [False, True, True, True], 90, False, [False, False, False, False], 1126, 'West', (9, 8))
Element 6: (0, (9, 8), ['', '%', '%', ''], [(6, 12), (17, 4), (16, 5)], [False, True, True, False], 88, False, [False, False, False, False], 1145, 'West', (8, 8))
Element 7: (0, (8, 8), ['%', '', '%', ''], [(6, 13), (18, 4), (15, 5)], [True, False, True, False], 86, False, [False, False, False, False], 1174, 'South', (8, 7))
Element 8: (0, (8, 7), ['', '.', '', '%'], [(7, 13), (17, 4), (15, 6)], [False, False, False, True], 84, False, [False, True, False, False], 1193, 'South', (8, 6))
Element 9: (0, (8, 6), ['.', '.', '', '.'], [(6, 13), (17, 3), (14, 6)], [False, False, False, False], 82, False, [True, True, False, True], 1222, 'East', (9, 6))
Element 10: (0, (9, 6), ['', '.', '%', '.'], [(5, 13), (17, 2), (14, 7)], [False, False, True, False], 80, False, [False, True, False, True], 1261, 'East', (10, 6))
Element 11: (0, (10, 6), ['', '.', '%', '.'], [(6, 13), (17, 1), (13, 7)], [False, False, True, False], 78, False, [False, True, False, True], 1290, 'East', (11, 6))
Element 12: (0, (11, 6), ['', '%', '.', 'F'], [(6, 12), (18, 1), (13, 8)], [False, True, False, False], 76, False, [False, False, True, False], 1319, 'East', (12, 6))
Element 13: (0, (12, 6), ['', '%', '.', '.'], [(6, 11), (17, 1), (13, 9)], [False, True, False, False], 74, False, [False, False, True, True], 2338, 'East', (13, 6))
Element 14: (0, (13, 6), ['', '.', '', ''], [(7, 11), (16, 1), (14, 9)], [False, False, False, False], 72, False, [False, True, False, False], 2377, 'South', (13, 5))
Element 15: (0, (13, 5), ['%', '.', '', '.'], [(7, 10), (16, 2), (15, 9)], [True, False, False, False], 70, False, [False, True, False, True], 2416, 'East', (14, 5))
Element 16: (0, (14, 5), ['', '.', '', ''], [(8, 10), (16, 3), (16, 9)], [False, False, False, False], 68, False, [False, True, False, False], 2455, 'South', (14, 4))
Element 17: (0, (14, 4), ['.', '.', '', '%'], [(9, 10), (15, 3), (17, 9)], [False, False, False, True], 66, False, [True, True, False, False], 2494, 'South', (14, 3))
Element 18: (0, (14, 3), ['.', '%', '', ''], [(9, 11), (15, 2), (18, 9)], [False, True, False, False], 64, False, [True, False, False, False], 2533, 'West', (13, 3))
Element 19: (0, (13, 3), ['.', '%', '.', ''], [(10, 11), (15, 1), (18, 10)], [False, True, False, False], 62, False, [True, False, True, False], 2572, 'North', (13, 4))
Element 20: (0, (13, 4), ['.', '', '', ''], [(11, 11), (14, 1), (18, 11)], [False, False, False, False], 60, False, [True, False, False, False], 2611, 'West', (12, 4))
Element 21: (0, (12, 4), ['.', '.', '%', ''], [(12, 11), (13, 1), (18, 12)], [False, False, True, False], 58, False, [True, True, False, False], 2650, 'South', (12, 3))
Element 22: (0, (12, 3), ['.', '%', '', ''], [(13, 11), (12, 1), (18, 13)], [False, True, False, False], 56, False, [True, False, False, False], 2689, 'West', (11, 3))
Element 23: (0, (11, 3), ['%', '.', '.', ''], [(12, 11), (11, 1), (17, 13)], [True, False, False, False], 54, False, [False, True, True, False], 2718, 'North', (11, 4))
Element 24: (0, (11, 4), ['.', '', '%', ''], [(11, 11), (10, 1), (17, 12)], [False, False, True, False], 52, False, [True, False, False, False], 3737, 'West', (10, 4))
Element 25: (0, (10, 4), ['.', '%', '.', ''], [(11, 12), (10, 2), (17, 11)], [False, True, False, False], 50, False, [True, False, True, False], 3776, 'North', (10, 5))
Element 26: (0, (10, 5), ['.', '', '', '%'], [(11, 13), (11, 2), (17, 10)], [False, False, False, True], 48, False, [True, False, False, False], 3815, 'West', (9, 5))
Element 27: (0, (9, 5), ['.', '.', '', ''], [(12, 13), (11, 3), (16, 10)], [False, False, False, False], 46, False, [True, True, False, False], 3844, 'South', (9, 4))
Element 28: (0, (9, 4), ['.', '.', '', ''], [(13, 13), (12, 3), (16, 11)], [False, False, False, False], 44, False, [True, True, False, False], 3873, 'South', (9, 3))
Element 29: (0, (9, 3), ['.', '%', '', '%'], [(14, 13), (13, 3), (16, 12)], [False, True, False, True], 42, False, [True, False, False, False], 3902, 'West', (8, 3))
Element 30: (0, (8, 3), ['.', '%', '.', ''], [(14, 12), (14, 3), (16, 13)], [False, True, False, False], 40, False, [True, False, True, False], 3931, 'North', (8, 4))
Element 31: (0, (8, 4), ['.', '', '.', ''], [(15, 12), (14, 4), (16, 12)], [False, False, False, False], 38, False, [True, False, True, False], 3950, 'North', (8, 5))
Element 32: (0, (8, 5), ['.', '', '', ''], [(15, 11), (14, 5), (15, 12)], [False, False, False, False], 36, False, [True, False, False, False], 3969, 'West', (7, 5))
Element 33: (0, (7, 5), ['F', '.', '.', ''], [(15, 10), (15, 5), (15, 11)], [False, False, False, False], 34, False, [False, True, True, False], 3988, 'West', (6, 5))
Element 34: #1#
