Element 1: (1, (6, 4), ['%', '.', 'F', '.'], [(17, 4), (9, 6), (13, 9)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['%', '', '.', '.'], [(18, 4), (10, 6), (14, 9)], [True, False, False, False], 96, False, [False, False, True, True], 1038, 'East', (7, 5))
Element 3: (1, (7, 5), ['', '.', '.', '.'], [(17, 4), (11, 6), (15, 9)], [False, False, False, False], 94, False, [False, True, True, True], 1067, 'East', (8, 5))
Element 4: (1, (8, 5), ['', '.', '.', '.'], [(17, 5), (12, 6), (16, 9)], [False, False, False, False], 92, False, [False, True, True, True], 2096, 'East', (9, 5))
Element 5: (1, (9, 5), ['', '.', '', '.'], [(17, 6), (13, 6), (17, 9)], [False, False, False, False], 90, False, [False, True, False, True], 2135, 'East', (10, 5))
Element 6: (1, (10, 5), ['', '.', '', '%'], [(18, 6), (14, 6), (18, 9)], [False, False, False, True], 88, False, [False, True, False, False], 2174, 'South', (10, 4))
Element 7: (1, (10, 4), ['.', '%', '', '.'], [(17, 6), (15, 6), (18, 10)], [False, True, False, False], 86, False, [True, False, False, True], 2203, 'East', (11, 4))
Element 8: (1, (11, 4), ['', '.', '%', '.'], [(17, 5), (16, 6), (18, 11)], [False, False, True, False], 84, False, [False, True, False, True], 2232, 'East', (12, 4))
Element 9: (1, (12, 4), ['', '.', '%', '.'], [(17, 6), (16, 7), (18, 12)], [False, False, True, False], 82, False, [False, True, False, True], 2261, 'East', (13, 4))
Element 10: (1, (13, 4), ['', '.', '.', '.'], [(17, 5), (15, 7), (18, 13)], [False, False, False, False], 80, False, [False, True, True, True], 2290, 'East', (14, 4))
Element 11: (1, (14, 4), ['', '.', '.', '%'], [(16, 5), (14, 7), (17, 13)], [False, False, False, True], 78, False, [False, True, True, False], 2329, 'North', (14, 5))
Element 12: (1, (14, 5), ['.', '', '', 'G'], [(15, 5), (13, 7), (17, 12)], [False, False, False, False], 76, False, [True, False, False, False], 2368, 'West', (13, 5))
Element 13: (1, (13, 5), ['%', '', '', ''], [(15, 6), (13, 8), (17, 11)], [True, False, False, False], 74, False, [False, False, False, False], 2397, 'North', (13, 6))
Element 14: (1, (13, 6), ['', '', '', ''], [(16, 6), (12, 8), (17, 10)], [False, False, False, False], 72, False, [False, False, False, False], 2416, 'East', (14, 6))
Element 15: (1, (14, 6), ['', '', '', ''], [(16, 7), (12, 9), (16, 10)], [False, False, False, False], 70, False, [False, False, False, False], 2435, 'East', (15, 6))
Element 16: (1, (15, 6), ['', '', 'G', ''], [(15, 7), (11, 9), (16, 11)], [False, False, False, False], 68, False, [False, False, False, False], 2454, 'East', (16, 6))
Element 17: (1, (16, 6), ['', '', '', ''], [(14, 7), (12, 9), (16, 12)], [False, False, False, False], 66, False, [False, False, False, False], 2463, 'East', (17, 6))
Element 18: (1, (17, 6), ['', '', '%', ''], [(14, 6), (13, 9), (16, 13)], [False, False, True, False], 64, False, [False, False, False, False], 2472, 'East', (18, 6))
Element 19: (1, (18, 6), ['', '%', '%', '%'], [(14, 5), (14, 9), (16, 12)], [False, True, True, True], 62, False, [False, False, False, False], 2471, 'West', (17, 6))
Element 20: (1, (17, 6), ['', '', '%', ''], [(14, 4), (15, 9), (15, 12)], [False, False, True, False], 60, False, [False, False, False, False], 2480, 'South', (17, 5))
Element 21: (1, (17, 5), ['', '', '', '%'], [(14, 3), (15, 10), (15, 11)], [False, False, False, True], 58, False, [False, False, False, False], 2509, 'South', (17, 4))
Element 22: (1, (17, 4), ['', '.', '', ''], [(15, 3), (16, 10), (15, 10)], [False, False, False, False], 56, False, [False, True, False, False], 2518, 'South', (17, 3))
Element 23: (1, (17, 3), ['G', '.', '', '%'], [(16, 3), (17, 10), (15, 11)], [False, False, False, True], 54, False, [False, True, False, False], 2537, 'South', (17, 2))
Element 24: (1, (17, 2), ['G', '.', '', '%'], [(16, 2), (18, 10), (15, 12)], [False, False, False, True], 52, False, [False, True, False, False], 2556, 'South', (17, 1))
Element 25: (1, (17, 1), ['G', '%', '', '.'], [(16, 1), (18, 11), (14, 12)], [False, True, False, False], 50, False, [False, False, False, True], 2585, 'East', (18, 1))
Element 26: (1, (18, 1), ['', '%', '%', '%'], [(15, 1), (18, 12), (14, 13)], [False, True, True, True], 48, False, [False, False, False, False], 2614, 'West', (17, 1))
Element 27: (1, (17, 1), ['', '%', '', ''], [(15, 2), (18, 13), (13, 13)], [False, True, False, False], 46, False, [False, False, False, False], 2633, 'North', (17, 2))
Element 28: (1, (17, 2), ['', '', '', '%'], [(15, 1), (17, 13), (12, 13)], [False, False, False, True], 44, False, [False, False, False, False], 2642, 'North', (17, 3))
Element 29: (1, (17, 3), ['', '', '', '%'], [(14, 1), (17, 12), (11, 13)], [False, False, False, True], 42, False, [False, False, False, False], 2661, 'North', (17, 4))
Element 30: (1, (17, 4), ['', '', '', ''], [(13, 1), (17, 11), (11, 12)], [False, False, False, False], 40, False, [False, False, False, False], 2680, 'East', (18, 4))
Element 31: (1, (18, 4), ['', '%', '%', '%'], [(12, 1), (16, 11), (11, 11)], [False, True, True, True], 38, False, [False, False, False, False], 2699, 'West', (17, 4))
Element 32: (1, (17, 4), ['', '', '', ''], [(11, 1), (16, 12), (12, 11)], [False, False, False, False], 36, False, [False, False, False, False], 2718, 'West', (16, 4))
Element 33: (1, (16, 4), ['%', '', '', ''], [(10, 1), (16, 13), (13, 11)], [True, False, False, False], 34, False, [False, False, False, False], 3727, 'North', (16, 5))
Element 34: (1, (16, 5), ['', '', '', ''], [(10, 2), (16, 12), (12, 11)], [False, False, False, False], 32, False, [False, False, False, False], 3736, 'West', (15, 5))
Element 35: (1, (15, 5), ['', '%', '', ''], [(11, 2), (15, 12), (11, 11)], [False, True, False, False], 30, False, [False, False, False, False], 3745, 'East', (16, 5))
Element 36: (1, (16, 5), ['', '', '', ''], [(11, 3), (15, 11), (10, 11)], [False, False, False, False], 28, False, [False, False, False, False], 3764, 'South', (16, 4))
Element 37: (1, (16, 4), ['%', '', '', ''], [(12, 3), (15, 12), (10, 12)], [True, False, False, False], 26, False, [False, False, False, False], 3783, 'South', (16, 3))
Element 38: (1, (16, 3), ['', '', '', ''], [(13, 3), (14, 12), (9, 12)], [False, False, False, False], 24, False, [False, False, False, False], 3802, 'South', (16, 2))
Element 39: (1, (16, 2), ['', '', '', ''], [(13, 4), (14, 13), (9, 13)], [False, False, False, False], 22, False, [False, False, False, False], 3811, 'South', (16, 1))
Element 40: (1, (16, 1), ['', '%', '', ''], [(13, 5), (13, 13), (9, 12)], [False, True, False, False], 20, False, [False, False, False, False], 3810, 'West', (15, 1))
Element 41: (1, (15, 1), ['', '%', '', ''], [(13, 6), (12, 13), (9, 11)], [False, True, False, False], 18, False, [False, False, False, False], 3819, 'North', (15, 2))
Element 42: (1, (15, 2), ['%', '', '', ''], [(13, 7), (11, 13), (9, 10)], [True, False, False, False], 16, False, [False, False, False, False], 3828, 'North', (15, 3))
Element 43: (1, (15, 3), ['', '', '%', ''], [(12, 7), (11, 12), (8, 10)], [False, False, True, False], 14, False, [False, False, False, False], 3847, 'West', (14, 3))
Element 44: (1, (14, 3), ['', '%', '', ''], [(11, 7), (11, 11), (7, 10)], [False, True, False, False], 12, False, [False, False, False, False], 3866, 'West', (13, 3))
Element 45: (1, (13, 3), ['', '%', '', ''], [(11, 6), (12, 11), (7, 11)], [False, True, False, False], 10, False, [False, False, False, False], 3875, 'West', (12, 3))
Element 46: (1, (12, 3), ['', '%', '', ''], [(12, 6), (13, 11), (6, 11)], [False, True, False, False], 8, False, [False, False, False, False], 3884, 'West', (11, 3))
Element 47: (1, (11, 3), ['%', '', '', ''], [(11, 6), (12, 11), (6, 12)], [True, False, False, False], 6, False, [False, False, False, False], 3893, 'South', (11, 2))
Element 48: (1, (11, 2), ['', '', '', '%'], [(10, 6), (11, 11), (6, 13)], [False, False, False, True], 4, False, [False, False, False, False], 3902, 'South', (11, 1))
Element 49: (1, (11, 1), ['', '%', '', ''], [(10, 5), (10, 11), (7, 13)], [False, True, False, False], 2, False, [False, False, False, False], 3911, 'East', (12, 1))
Element 50: (1, (12, 1), ['', '%', '%', ''], [(10, 5), (10, 12), (6, 13)], [False, True, True, False], 0, False, [False, False, False, False], 3910, 'Stop', (12, 1))
Element 51: #0#
