Element 1: (0, (6, 1), ['%', '%', '%', '.'], [(2, 11), (4, 12), (13, 6)], [True, True, True, False], 98, False, [False, False, False, True], 0, 'East', (7, 1))
Element 2: (0, (7, 1), ['', '%', '%', '.'], [(1, 11), (5, 12), (12, 6)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (8, 1))
Element 3: (0, (8, 1), ['', '%', '%', '.'], [(2, 11), (6, 12), (12, 7)], [False, True, True, False], 94, False, [False, False, False, True], 1058, 'East', (9, 1))
Element 4: (0, (9, 1), ['', '%', '%', 'F'], [(2, 11), (6, 13), (13, 7)], [False, True, True, False], 92, False, [False, False, False, False], 1087, 'East', (10, 1))
Element 5: (0, (10, 1), ['', '%', '.', '.'], [(1, 11), (7, 13), (14, 7)], [False, True, False, False], 90, False, [False, False, True, True], 2106, 'East', (11, 1))
Element 6: (0, (11, 1), ['', '%', '.', '.'], [(2, 11), (6, 13), (15, 7)], [False, True, False, False], 88, False, [False, False, True, True], 2125, 'East', (12, 1))
Element 7: (0, (12, 1), ['', '%', '%', '.'], [(2, 11), (5, 13), (16, 7)], [False, True, True, False], 86, False, [False, False, False, True], 2154, 'East', (13, 1))
Element 8: (0, (13, 1), ['', '%', '%', '.'], [(1, 11), (6, 13), (16, 6)], [False, True, True, False], 84, False, [False, False, False, True], 2173, 'East', (14, 1))
Element 9: (0, (14, 1), ['', '%', '%', '.'], [(2, 11), (6, 12), (17, 6)], [False, True, True, False], 82, False, [False, False, False, True], 2192, 'East', (15, 1))
Element 10: (0, (15, 1), ['', '%', '.', '.'], [(2, 11), (6, 11), (18, 6)], [False, True, False, False], 80, False, [False, False, True, True], 2221, 'East', (16, 1))
Element 11: (0, (16, 1), ['', '%', '.', '.'], [(1, 11), (7, 11), (17, 6)], [False, True, False, False], 78, False, [False, False, True, True], 2240, 'East', (17, 1))
Element 12: (0, (17, 1), ['', '%', '.', '.'], [(2, 11), (7, 10), (17, 5)], [False, True, False, False], 76, False, [False, False, True, True], 2269, 'East', (18, 1))
Element 13: (0, (18, 1), ['', '%', '%', '%'], [(2, 11), (8, 10), (17, 4)], [False, True, True, True], 74, False, [False, False, False, False], 2298, 'West', (17, 1))
Element 14: (0, (17, 1), ['', '%', '.', ''], [(1, 11), (9, 10), (18, 4)], [False, True, False, False], 72, False, [False, False, True, False], 2317, 'North', (17, 2))
Element 15: (0, (17, 2), ['.', '', '.', '%'], [(2, 11), (9, 11), (17, 4)], [False, False, False, True], 70, False, [True, False, True, False], 2336, 'North', (17, 3))
Element 16: (0, (17, 3), ['.', '', '', '%'], [(2, 11), (10, 11), (17, 5)], [False, False, False, True], 68, False, [True, False, False, False], 2355, 'West', (16, 3))
Element 17: (0, (16, 3), ['.', '.', '.', ''], [(1, 11), (11, 11), (17, 4)], [False, False, False, False], 66, False, [True, True, True, False], 2374, 'North', (16, 4))
Element 18: (0, (16, 4), ['%', '', '.', ''], [(2, 11), (12, 11), (17, 3)], [True, False, False, False], 64, False, [False, False, True, False], 2393, 'North', (16, 5))
Element 19: (0, (16, 5), ['.', '', '', ''], [(2, 11), (13, 11), (17, 2)], [False, False, False, False], 62, False, [True, False, False, False], 2412, 'West', (15, 5))
Element 20: (0, (15, 5), ['.', '%', '.', ''], [(1, 11), (12, 11), (16, 2)], [False, True, False, False], 60, False, [True, False, True, False], 2431, 'North', (15, 6))
Element 21: (0, (15, 6), ['.', '', '', ''], [(2, 11), (11, 11), (15, 2)], [False, False, False, False], 58, False, [True, False, False, False], 2450, 'West', (14, 6))
Element 22: (0, (14, 6), ['', '.', '', ''], [(2, 11), (11, 12), (15, 3)], [False, False, False, False], 56, False, [False, True, False, False], 2479, 'South', (14, 5))
Element 23: (0, (14, 5), ['.', '.', '', ''], [(1, 11), (11, 13), (14, 3)], [False, False, False, False], 54, False, [True, True, False, False], 2508, 'South', (14, 4))
Element 24: (0, (14, 4), ['.', '', '', '%'], [(2, 11), (12, 13), (13, 3)], [False, False, False, True], 52, False, [True, False, False, False], 2537, 'West', (13, 4))
Element 25: (0, (13, 4), ['.', '', '.', ''], [(2, 11), (13, 13), (12, 3)], [False, False, False, False], 50, False, [True, False, True, False], 2566, 'North', (13, 5))
Element 26: (0, (13, 5), ['%', '', '', ''], [(1, 11), (14, 13), (12, 4)], [True, False, False, False], 48, False, [False, False, False, False], 2595, 'North', (13, 6))
Element 27: (0, (13, 6), ['', '', '', ''], [(2, 11), (14, 12), (11, 4)], [False, False, False, False], 46, False, [False, False, False, False], 2614, 'North', (13, 7))
Element 28: (0, (13, 7), ['', '', '.', ''], [(2, 11), (15, 12), (11, 3)], [False, False, False, False], 44, False, [False, False, True, False], 2633, 'North', (13, 8))
Element 29: (0, (13, 8), ['.', '', '.', '%'], [(1, 11), (16, 12), (11, 2)], [False, False, False, True], 42, False, [True, False, True, False], 2662, 'North', (13, 9))
Element 30: (0, (13, 9), ['.', '', '%', '.'], [(2, 11), (17, 12), (10, 2)], [False, False, True, False], 40, False, [True, False, False, True], 2691, 'East', (14, 9))
Element 31: (0, (14, 9), ['', '%', '%', '.'], [(2, 11), (18, 12), (10, 1)], [False, True, True, False], 38, False, [False, False, False, True], 2710, 'East', (15, 9))
Element 32: (0, (15, 9), ['', '%', '.', '.'], [(1, 11), (18, 13), (11, 1)], [False, True, False, False], 36, False, [False, False, True, True], 2729, 'East', (16, 9))
Element 33: (0, (16, 9), ['', '%', '.', '.'], [(2, 11), (17, 13), (12, 1)], [False, True, False, False], 34, False, [False, False, True, True], 2748, 'East', (17, 9))
Element 34: (0, (17, 9), ['', '.', '.', '.'], [(2, 11), (16, 13), (13, 1)], [False, False, False, False], 32, False, [False, True, True, True], 2767, 'East', (18, 9))
Element 35: (0, (18, 9), ['', '.', '.', '%'], [(1, 11), (17, 13), (14, 1)], [False, False, False, True], 30, False, [False, True, True, False], 2776, 'North', (18, 10))
Element 36: (0, (18, 10), ['.', '', '.', '%'], [(2, 11), (18, 13), (15, 1)], [False, False, False, True], 28, False, [True, False, True, False], 2785, 'North', (18, 11))
Element 37: (0, (18, 11), ['.', '', 'G', '%'], [(2, 11), (18, 12), (16, 1)], [False, False, False, True], 26, False, [True, False, False, False], 2794, 'West', (17, 11))
Element 38: (0, (17, 11), ['.', '.', '', 'G'], [(1, 11), (18, 11), (17, 1)], [False, False, False, False], 24, False, [True, True, False, False], 2803, 'South', (17, 10))
