Element 1: (0, (13, 6), ['F', '.', '.', '.'], [(11, 3), (12, 7), (13, 13)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (12, 6))
Element 2: (0, (12, 6), ['.', '%', '', ''], [(12, 3), (13, 7), (14, 13)], [False, True, False, False], 96, False, [True, False, False, False], 1029, 'West', (11, 6))
Element 3: (0, (11, 6), ['.', '%', '.', ''], [(13, 3), (14, 7), (14, 12)], [False, True, False, False], 94, False, [True, False, True, False], 1068, 'North', (11, 7))
Element 4: (0, (11, 7), ['%', '', '%', ''], [(14, 3), (15, 7), (15, 12)], [True, False, True, False], 92, False, [False, False, False, False], 1107, 'East', (12, 7))
Element 5: (0, (12, 7), ['', '', '.', ''], [(15, 3), (16, 7), (16, 12)], [False, False, False, False], 90, False, [False, False, True, False], 1136, 'North', (12, 8))
Element 6: (0, (12, 8), ['%', '', '.', '.'], [(16, 3), (16, 6), (17, 12)], [True, False, False, False], 88, False, [False, False, True, True], 1175, 'East', (13, 8))
Element 7: (0, (13, 8), ['', '', '.', '%'], [(17, 3), (17, 6), (18, 12)], [False, False, False, True], 86, False, [False, False, True, False], 1214, 'North', (13, 9))
Element 8: (0, (13, 9), ['.', '', '%', '.'], [(17, 4), (18, 6), (18, 13)], [False, False, True, False], 84, False, [True, False, False, True], 1253, 'East', (14, 9))
Element 9: (0, (14, 9), ['', '%', '%', '.'], [(18, 4), (17, 6), (17, 13)], [False, True, True, False], 82, False, [False, False, False, True], 1282, 'East', (15, 9))
Element 10: (0, (15, 9), ['', '%', '.', '.'], [(17, 4), (17, 5), (16, 13)], [False, True, False, False], 80, False, [False, False, True, True], 1311, 'East', (16, 9))
Element 11: (0, (16, 9), ['', '%', '.', '.'], [(17, 3), (16, 5), (17, 13)], [False, True, False, False], 78, False, [False, False, True, True], 1330, 'East', (17, 9))
Element 12: (0, (17, 9), ['', '.', '.', '.'], [(17, 4), (16, 4), (18, 13)], [False, False, False, False], 76, False, [False, True, True, True], 1349, 'East', (18, 9))
Element 13: (0, (18, 9), ['', '.', '.', '%'], [(17, 3), (17, 4), (18, 12)], [False, False, False, True], 74, False, [False, True, True, False], 1358, 'North', (18, 10))
Element 14: (0, (18, 10), ['.', '', 'G', '%'], [(16, 3), (18, 4), (18, 11)], [False, False, False, True], 72, False, [True, False, False, False], 1377, 'West', (17, 10))
Element 15: (0, (17, 10), ['.', '', 'G', ''], [(17, 3), (17, 4), (17, 11)], [False, False, False, False], 70, False, [True, False, False, False], 1396, 'West', (16, 10))
Element 16: (0, (16, 10), ['.', '', 'G', ''], [(17, 2), (17, 3), (16, 11)], [False, False, False, False], 68, False, [True, False, False, False], 1425, 'West', (15, 10))
Element 17: (0, (15, 10), ['%', '', 'G', ''], [(17, 1), (17, 2), (15, 11)], [True, False, False, False], 66, False, [False, False, False, False], 1454, 'East', (16, 10))
Element 18: (0, (16, 10), ['G', '', '', ''], [(18, 1), (16, 2), (15, 10)], [False, False, False, False], 64, False, [False, False, False, False], 1473, 'East', (17, 10))
Element 19: (0, (17, 10), ['G', '', '', ''], [(17, 1), (16, 1), (16, 10)], [False, False, False, False], 62, False, [False, False, False, False], 1482, 'East', (18, 10))
