Element 1: (0, (13, 6), ['F', '.', '.', '.'], [(11, 3), (12, 7), (13, 13)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (12, 6))
Element 20: (0, (18, 10), ['G', '', '', '%'], [(17, 2), (15, 1), (17, 10)], [False, False, False, True], 60, False, [False, False, False, False], 1491, 'South', (18, 9))
Element 21: (0, (18, 9), ['', '.', 'G', '%'], [(17, 1), (15, 2), (18, 10)], [False, False, False, True], 58, False, [False, True, False, False], 1500, 'South', (18, 8))
Element 22: (0, (18, 8), ['.', '%', 'G', '%'], [(17, 2), (15, 3), (18, 9)], [False, True, False, True], 56, False, [True, False, False, False], 1509, 'West', (17, 8))
Element 23: (0, (17, 8), ['%', '%', '', 'G'], [(16, 2), (16, 3), (18, 8)], [True, True, False, False], 54, False, [False, False, False, False], 1518, 'North', (17, 9))
Element 24: (0, (17, 9), ['', 'G', '', ''], [(16, 1), (15, 3), (17, 8)], [False, False, False, False], 52, False, [False, False, False, False], 1517, 'East', (18, 9))
Element 25: (0, (18, 9), ['G', '', '', '%'], [(15, 1), (14, 3), (17, 9)], [False, False, False, True], 50, False, [False, False, False, False], 1516, 'South', (18, 8))
Element 26: (0, (18, 8), ['', '%', '', '%'], [(14, 1), (14, 4), (16, 9)], [False, True, False, True], 48, False, [False, False, False, False], 1535, 'North', (18, 9))
Element 27: (0, (18, 9), ['', '', '', '%'], [(13, 1), (14, 5), (15, 9)], [False, False, False, True], 46, False, [False, False, False, False], 1554, 'West', (17, 9))
Element 28: (0, (17, 9), ['', '', '', ''], [(12, 1), (15, 5), (14, 9)], [False, False, False, False], 44, False, [False, False, False, False], 1573, 'South', (17, 8))
Element 29: (0, (17, 8), ['%', '%', '', ''], [(11, 1), (15, 6), (13, 9)], [True, True, False, False], 42, False, [False, False, False, False], 1592, 'North', (17, 9))
Element 30: (0, (17, 9), ['', '', '', ''], [(10, 1), (14, 6), (12, 9)], [False, False, False, False], 40, False, [False, False, False, False], 2611, 'West', (16, 9))
Element 31: (0, (16, 9), ['', '%', '', ''], [(10, 2), (13, 6), (11, 9)], [False, True, False, False], 38, False, [False, False, False, False], 2630, 'North', (16, 10))
Element 32: (0, (16, 10), ['', '', '', ''], [(11, 2), (13, 5), (12, 9)], [False, False, False, False], 36, False, [False, False, False, False], 2649, 'South', (16, 9))
Element 33: (0, (16, 9), ['', '%', '', ''], [(10, 2), (13, 4), (12, 8)], [False, True, False, False], 34, False, [False, False, False, False], 2658, 'West', (15, 9))
Element 34: (0, (15, 9), ['', '%', '', ''], [(10, 1), (12, 4), (13, 8)], [False, True, False, False], 32, False, [False, False, False, False], 2667, 'North', (15, 10))
Element 35: (0, (15, 10), ['%', '', '', ''], [(9, 1), (11, 4), (13, 7)], [True, False, False, False], 30, False, [False, False, False, False], 2686, 'South', (15, 9))
Element 36: (0, (15, 9), ['', '%', '', ''], [(8, 1), (10, 4), (14, 7)], [False, True, False, False], 28, False, [False, False, False, False], 2705, 'West', (14, 9))
Element 37: (0, (14, 9), ['', '%', '%', ''], [(7, 1), (10, 5), (15, 7)], [False, True, True, False], 26, False, [False, False, False, False], 2724, 'West', (13, 9))
Element 38: (0, (13, 9), ['', '', '%', ''], [(6, 1), (10, 6), (16, 7)], [False, False, True, False], 24, False, [False, False, False, False], 2743, 'West', (12, 9))
Element 39: (0, (12, 9), ['', '', '%', ''], [(7, 1), (9, 6), (16, 6)], [False, False, True, False], 22, False, [False, False, False, False], 2752, 'West', (11, 9))
Element 40: (0, (11, 9), ['%', '%', '%', ''], [(8, 1), (9, 5), (17, 6)], [True, True, True, False], 20, False, [False, False, False, False], 2761, 'East', (12, 9))
Element 41: (0, (12, 9), ['', '', '%', ''], [(9, 1), (9, 4), (18, 6)], [False, False, True, False], 18, False, [False, False, False, False], 2770, 'East', (13, 9))
Element 42: (0, (13, 9), ['', '', '%', ''], [(10, 1), (9, 3), (17, 6)], [False, False, True, False], 16, False, [False, False, False, False], 2779, 'South', (13, 8))
Element 43: (0, (13, 8), ['', '', '', '%'], [(11, 1), (8, 3), (17, 5)], [False, False, False, True], 14, False, [False, False, False, False], 2788, 'South', (13, 7))
Element 44: (0, (13, 7), ['', '', '', ''], [(11, 2), (8, 4), (17, 4)], [False, False, False, False], 12, False, [False, False, False, False], 2797, 'East', (14, 7))
Element 45: (0, (14, 7), ['', '', '%', ''], [(11, 1), (8, 5), (18, 4)], [False, False, True, False], 10, False, [False, False, False, False], 2806, 'East', (15, 7))
Element 46: (0, (15, 7), ['', '', '%', ''], [(12, 1), (8, 6), (17, 4)], [False, False, True, False], 8, False, [False, False, False, False], 2815, 'East', (16, 7))
Element 47: (0, (16, 7), ['', '', '%', '%'], [(13, 1), (8, 7), (17, 3)], [False, False, True, True], 6, False, [False, False, False, False], 3814, 'South', (16, 6))
Element 48: (0, (16, 6), ['', '', '', ''], [(14, 1), (8, 8), (17, 2)], [False, False, False, False], 4, False, [False, False, False, False], 3823, 'East', (17, 6))
Element 49: (0, (17, 6), ['', '', '%', ''], [(15, 1), (9, 8), (17, 1)], [False, False, True, False], 2, False, [False, False, False, False], 3832, 'East', (18, 6))
Element 50: (0, (18, 6), ['', '%', '%', '%'], [(15, 2), (10, 8), (18, 1)], [False, True, True, True], 0, False, [False, False, False, False], 3841, 'Stop', (18, 6))
Element 51: #0#
