Element 1: (2, (7, 5), ['F', '.', '.', '.'], [(13, 3), (3, 2), (9, 6)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (6, 5))
Element 2: (2, (6, 5), ['%', '.', '.', ''], [(14, 3), (4, 2), (10, 6)], [True, False, False, False], 96, False, [False, True, True, False], 1048, 'North', (6, 6))
Element 3: (2, (6, 6), ['%', '', '.', '.'], [(15, 3), (5, 2), (11, 6)], [True, False, False, False], 94, False, [False, False, True, True], 1087, 'East', (7, 6))
Element 4: (2, (7, 6), ['', '', '.', '.'], [(16, 3), (4, 2), (12, 6)], [False, False, False, False], 92, False, [False, False, True, True], 2106, 'East', (8, 6))
Element 5: (2, (8, 6), ['', '.', 'F', ''], [(17, 3), (4, 1), (13, 6)], [False, False, False, False], 90, False, [False, True, False, False], 2145, 'North', (8, 7))
Element 6: (2, (8, 7), ['.', '', '.', '%'], [(17, 4), (3, 1), (14, 6)], [False, False, False, True], 88, False, [True, False, True, False], 3174, 'North', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', '.'], [(18, 4), (2, 1), (15, 6)], [True, False, True, False], 86, False, [False, False, False, True], 3213, 'East', (9, 8))
Element 8: (2, (9, 8), ['', '%', '%', '.'], [(17, 4), (1, 1), (16, 6)], [False, True, True, False], 84, False, [False, False, False, True], 3242, 'East', (10, 8))
Element 9: (2, (10, 8), ['', '%', '%', '%'], [(17, 5), (1, 2), (17, 6)], [False, True, True, True], 82, False, [False, False, False, False], 3281, 'West', (9, 8))
Element 10: (2, (9, 8), ['', '%', '%', ''], [(16, 5), (1, 1), (18, 6)], [False, True, True, False], 80, False, [False, False, False, False], 3300, 'West', (8, 8))
Element 11: (2, (8, 8), ['%', '', '%', ''], [(16, 4), (2, 1), (17, 6)], [True, False, True, False], 78, False, [False, False, False, False], 3309, 'South', (8, 7))
Element 12: (2, (8, 7), ['.', '', '', '%'], [(16, 5), (3, 1), (16, 6)], [False, False, False, True], 76, False, [True, False, False, False], 3308, 'West', (7, 7))
