Element 1: (2, (7, 5), ['F', '.', '.', '.'], [(13, 3), (3, 2), (9, 6)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (6, 5))
Element 13: (2, (7, 7), ['.', '', '%', ''], [(15, 5), (4, 1), (16, 7)], [False, False, True, False], 74, False, [True, False, False, False], 3337, 'West', (6, 7))
Element 14: (2, (6, 7), ['.', '', '%', ''], [(14, 5), (4, 2), (15, 7)], [False, False, True, False], 72, False, [True, False, False, False], 3366, 'West', (5, 7))
Element 15: (2, (5, 7), ['.', '%', '.', ''], [(14, 4), (3, 2), (14, 7)], [False, True, False, False], 70, False, [True, False, True, False], 3395, 'North', (5, 8))
Element 16: (2, (5, 8), ['.', '', '%', '%'], [(13, 4), (3, 1), (13, 7)], [False, False, True, True], 68, False, [True, False, False, False], 3424, 'West', (4, 8))
Element 17: (2, (4, 8), ['.', '.', '%', ''], [(13, 5), (3, 2), (13, 8)], [False, False, True, False], 66, False, [True, True, False, False], 3453, 'South', (4, 7))
Element 18: (2, (4, 7), ['%', '%', '', ''], [(13, 6), (2, 2), (13, 9)], [True, True, False, False], 64, False, [False, False, False, False], 3472, 'North', (4, 8))
Element 19: (2, (4, 8), ['.', '', '%', ''], [(14, 6), (2, 1), (14, 9)], [False, False, True, False], 62, False, [True, False, False, False], 3481, 'West', (3, 8))
Element 20: (2, (3, 8), ['.', '%', '%', ''], [(15, 6), (2, 2), (15, 9)], [False, True, True, False], 60, False, [True, False, False, False], 3500, 'West', (2, 8))
Element 21: (2, (2, 8), ['%', '%', '.', ''], [(16, 6), (1, 2), (16, 9)], [True, True, False, False], 58, False, [False, False, True, False], 3519, 'North', (2, 9))
Element 22: (2, (2, 9), ['.', '', '%', '%'], [(17, 6), (2, 2), (17, 9)], [False, False, True, True], 56, False, [True, False, False, False], 3538, 'West', (1, 9))
Element 23: (2, (1, 9), ['%', '%', '%', ''], [(18, 6), (2, 2), (18, 9)], [True, True, True, False], 54, False, [False, False, False, False], 3557, 'East', (2, 9))
Element 24: (2, (2, 9), ['', '', '%', '%'], [(17, 6), (3, 2), (18, 10)], [False, False, True, True], 52, False, [False, False, False, False], 3566, 'South', (2, 8))
Element 25: (2, (2, 8), ['%', '%', '', ''], [(16, 6), (4, 2), (18, 11)], [True, True, False, False], 50, False, [False, False, False, False], 3575, 'East', (3, 8))
Element 26: (2, (3, 8), ['', '%', '%', ''], [(16, 7), (5, 2), (18, 12)], [False, True, True, False], 48, False, [False, False, False, False], 3584, 'East', (4, 8))
Element 27: (2, (4, 8), ['', '', '%', ''], [(15, 7), (4, 2), (18, 13)], [False, False, True, False], 46, False, [False, False, False, False], 3593, 'East', (5, 8))
Element 28: (2, (5, 8), ['', '', '%', '%'], [(14, 7), (4, 1), (17, 13)], [False, False, True, True], 44, False, [False, False, False, False], 3602, 'South', (5, 7))
Element 29: (2, (5, 7), ['', '%', '', ''], [(13, 7), (3, 1), (17, 12)], [False, True, False, False], 42, False, [False, False, False, False], 3611, 'West', (4, 7))
Element 30: (2, (4, 7), ['%', '%', '', ''], [(12, 7), (2, 1), (17, 11)], [True, True, False, False], 40, False, [False, False, False, False], 3630, 'East', (5, 7))
Element 31: (2, (5, 7), ['', '%', '', ''], [(12, 8), (1, 1), (17, 10)], [False, True, False, False], 38, False, [False, False, False, False], 3649, 'East', (6, 7))
Element 32: (2, (6, 7), ['', '', '%', ''], [(12, 9), (1, 2), (16, 10)], [False, False, True, False], 36, False, [False, False, False, False], 3668, 'East', (7, 7))
Element 33: (2, (7, 7), ['', '', '%', ''], [(11, 9), (1, 1), (16, 11)], [False, False, True, False], 34, False, [False, False, False, False], 3687, 'East', (8, 7))
Element 34: (2, (8, 7), ['', '', '', '%'], [(12, 9), (2, 1), (16, 12)], [False, False, False, True], 32, False, [False, False, False, False], 3696, 'South', (8, 6))
Element 35: (2, (8, 6), ['', '.', '', ''], [(13, 9), (3, 1), (16, 13)], [False, False, False, False], 30, False, [False, True, False, False], 3705, 'South', (8, 5))
Element 36: (2, (8, 5), ['', '.', '', '.'], [(14, 9), (4, 1), (16, 12)], [False, False, False, False], 28, False, [False, True, False, True], 3714, 'East', (9, 5))
Element 37: (2, (9, 5), ['', '.', '', '.'], [(15, 9), (4, 2), (15, 12)], [False, False, False, False], 26, False, [False, True, False, True], 3733, 'East', (10, 5))
Element 38: (2, (10, 5), ['', '.', '', '%'], [(15, 10), (3, 2), (15, 11)], [False, False, False, True], 24, False, [False, True, False, False], 3762, 'South', (10, 4))
Element 39: (2, (10, 4), ['.', '%', '', '.'], [(16, 10), (3, 1), (15, 12)], [False, True, False, False], 22, False, [True, False, False, True], 3771, 'East', (11, 4))
Element 40: (2, (11, 4), ['', '.', '%', '.'], [(17, 10), (3, 2), (14, 12)], [False, False, True, False], 20, False, [False, True, False, True], 3790, 'East', (12, 4))
Element 41: (2, (12, 4), ['', '', '%', ''], [(18, 10), (2, 2), (14, 13)], [False, False, True, False], 18, False, [False, False, False, False], 3809, 'East', (13, 4))
Element 42: (2, (13, 4), ['', '', '', ''], [(18, 11), (2, 1), (13, 13)], [False, False, False, False], 16, False, [False, False, False, False], 3818, 'East', (14, 4))
Element 43: (2, (14, 4), ['', '', '', '%'], [(18, 12), (2, 2), (12, 13)], [False, False, False, True], 14, False, [False, False, False, False], 3827, 'North', (14, 5))
Element 44: (2, (14, 5), ['', '', '', ''], [(18, 13), (1, 2), (11, 13)], [False, False, False, False], 12, False, [False, False, False, False], 3836, 'East', (15, 5))
Element 45: (2, (15, 5), ['', '%', '', ''], [(17, 13), (2, 2), (11, 12)], [False, True, False, False], 10, False, [False, False, False, False], 3845, 'East', (16, 5))
Element 46: (2, (16, 5), ['', '', '', ''], [(17, 12), (2, 2), (11, 11)], [False, False, False, False], 8, False, [False, False, False, False], 3854, 'East', (17, 5))
Element 47: (2, (17, 5), ['', '', '', '%'], [(17, 11), (3, 2), (12, 11)], [False, False, False, True], 6, False, [False, False, False, False], 3863, 'North', (17, 6))
Element 48: (2, (17, 6), ['', '', '%', ''], [(16, 11), (4, 2), (13, 11)], [False, False, True, False], 4, False, [False, False, False, False], 3872, 'East', (18, 6))
Element 49: (2, (18, 6), ['', '%', '%', '%'], [(16, 12), (5, 2), (12, 11)], [False, True, True, True], 2, False, [False, False, False, False], 3871, 'West', (17, 6))
Element 50: (2, (17, 6), ['', '', '%', ''], [(16, 12), (5, 2), (11, 11)], [False, False, True, False], 0, False, [False, False, False, False], 3870, 'Stop', (17, 6))
Element 51: #0#
