Element 1: (0, (12, 7), ['.', 'F', '.', '.'], [(15, 7), (15, 11), (16, 1)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (12, 6))
Element 2: (0, (12, 6), ['.', '%', '', '.'], [(16, 7), (16, 11), (17, 1)], [False, True, False, False], 96, False, [True, False, False, True], 1029, 'East', (13, 6))
Element 3: (0, (13, 6), ['', '.', '.', '.'], [(16, 6), (17, 11), (18, 1)], [False, False, False, False], 94, False, [False, True, True, True], 1068, 'East', (14, 6))
Element 4: (0, (14, 6), ['', '.', '.', '.'], [(17, 6), (18, 11), (17, 1)], [False, False, False, False], 92, False, [False, True, True, True], 1097, 'East', (15, 6))
Element 5: (0, (15, 6), ['', '.', '', ''], [(18, 6), (18, 12), (17, 2)], [False, False, False, False], 90, False, [False, True, False, False], 1136, 'South', (15, 5))
Element 6: (0, (15, 5), ['.', '%', '', '.'], [(17, 6), (18, 13), (17, 3)], [False, True, False, False], 88, False, [True, False, False, True], 1165, 'East', (16, 5))
Element 7: (0, (16, 5), ['', '.', '', 'G'], [(17, 5), (17, 13), (17, 4)], [False, False, False, False], 86, False, [False, True, False, False], 1204, 'South', (16, 4))
Element 8: (0, (16, 4), ['%', '.', 'G', ''], [(16, 5), (17, 12), (18, 4)], [True, False, False, False], 84, False, [False, True, False, False], 1233, 'South', (16, 3))
Element 9: (0, (16, 3), ['.', '.', 'G', ''], [(16, 4), (16, 12), (17, 4)], [False, False, False, False], 82, False, [True, True, False, False], 1252, 'South', (16, 2))
Element 10: (0, (16, 2), ['.', '', 'G', ''], [(16, 3), (16, 13), (17, 5)], [False, False, False, False], 80, False, [True, False, False, False], 1271, 'West', (15, 2))
Element 11: (0, (15, 2), ['%', '.', 'G', ''], [(15, 3), (16, 12), (17, 6)], [True, False, False, False], 78, False, [False, True, False, False], 1290, 'South', (15, 1))
Element 12: (0, (15, 1), ['.', '%', '', ''], [(14, 3), (15, 12), (18, 6)], [False, True, False, False], 76, False, [True, False, False, False], 1319, 'West', (14, 1))
Element 13: (0, (14, 1), ['.', '%', '%', ''], [(14, 4), (14, 12), (17, 6)], [False, True, True, False], 74, False, [True, False, False, False], 1348, 'West', (13, 1))
