Element 1: (1, (1, 13), ['%', '%', '%', '.'], [(12, 7), (3, 2), (17, 11)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 13))
Element 2: (1, (2, 13), ['', '%', '%', '.'], [(12, 6), (4, 2), (18, 11)], [False, True, True, False], 96, False, [False, False, False, True], 1038, 'East', (3, 13))
Element 3: (1, (3, 13), ['', '.', '%', '%'], [(13, 6), (5, 2), (18, 12)], [False, False, True, True], 94, False, [False, True, False, False], 1077, 'South', (3, 12))
Element 4: (1, (3, 12), ['%', '%', '', '.'], [(14, 6), (4, 2), (18, 13)], [True, True, False, False], 92, False, [False, False, False, True], 1106, 'East', (4, 12))
Element 5: (1, (4, 12), ['', '%', '%', '.'], [(15, 6), (4, 1), (17, 13)], [False, True, True, False], 90, False, [False, False, False, True], 1145, 'East', (5, 12))
Element 6: (1, (5, 12), ['', '.', '.', '.'], [(16, 6), (3, 1), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 1184, 'East', (6, 12))
Element 7: (1, (6, 12), ['', '.', '.', '%'], [(17, 6), (2, 1), (16, 12)], [False, False, False, True], 86, False, [False, True, True, False], 1223, 'North', (6, 13))
Element 8: (1, (6, 13), ['.', '', '%', '.'], [(18, 6), (2, 2), (16, 13)], [False, False, True, False], 84, False, [True, False, False, True], 1262, 'East', (7, 13))
Element 9: (1, (7, 13), ['', '%', '%', '%'], [(17, 6), (1, 2), (16, 12)], [False, True, True, True], 82, False, [False, False, False, False], 1281, 'West', (6, 13))
Element 10: (1, (6, 13), ['.', '', '%', ''], [(17, 5), (1, 1), (16, 11)], [False, False, True, False], 80, False, [True, False, False, False], 1310, 'West', (5, 13))
Element 11: (1, (5, 13), ['%', '', '%', ''], [(17, 4), (1, 2), (16, 10)], [True, False, True, False], 78, False, [False, False, False, False], 1339, 'East', (6, 13))
Element 12: (1, (6, 13), ['', '', '%', ''], [(18, 4), (2, 2), (17, 10)], [False, False, True, False], 76, False, [False, False, False, False], 1358, 'South', (6, 12))
Element 13: (1, (6, 12), ['', '.', '', '%'], [(17, 4), (2, 1), (18, 10)], [False, False, False, True], 74, False, [False, True, False, False], 1367, 'South', (6, 11))
Element 14: (1, (6, 11), ['.', '.', '', '.'], [(17, 3), (1, 1), (18, 9)], [False, False, False, False], 72, False, [True, True, False, True], 1396, 'East', (7, 11))
Element 15: (1, (7, 11), ['', '.', '%', '%'], [(17, 2), (2, 1), (18, 8)], [False, False, True, True], 70, False, [False, True, False, False], 1425, 'South', (7, 10))
Element 16: (1, (7, 10), ['.', '%', '', '.'], [(17, 1), (3, 1), (17, 8)], [False, True, False, False], 68, False, [True, False, False, True], 1454, 'East', (8, 10))
Element 17: (1, (8, 10), ['', '%', '%', '.'], [(18, 1), (4, 1), (17, 9)], [False, True, True, False], 66, False, [False, False, False, True], 1483, 'East', (9, 10))
Element 18: (1, (9, 10), ['', '%', '.', '%'], [(17, 1), (4, 2), (16, 9)], [False, True, False, True], 64, False, [False, False, True, False], 1502, 'North', (9, 11))
Element 19: (1, (9, 11), ['%', '', '.', '.'], [(16, 1), (3, 2), (15, 9)], [True, False, False, False], 62, False, [False, False, True, True], 1531, 'East', (10, 11))
Element 20: (1, (10, 11), ['', '%', '.', '.'], [(16, 2), (3, 1), (15, 10)], [False, True, False, False], 60, False, [False, False, True, True], 1560, 'East', (11, 11))
Element 21: (1, (11, 11), ['', '%', '.', '.'], [(16, 3), (3, 2), (15, 11)], [False, True, False, False], 58, False, [False, False, True, True], 1589, 'East', (12, 11))
Element 22: (1, (12, 11), ['', '%', '%', '.'], [(16, 4), (2, 2), (15, 12)], [False, True, True, False], 56, False, [False, False, False, True], 1618, 'East', (13, 11))
Element 23: (1, (13, 11), ['', '%', '%', '%'], [(16, 5), (3, 2), (14, 12)], [False, True, True, True], 54, False, [False, False, False, False], 1647, 'West', (12, 11))
Element 24: (1, (12, 11), ['', '%', '%', ''], [(15, 5), (3, 2), (14, 13)], [False, True, True, False], 52, False, [False, False, False, False], 1666, 'West', (11, 11))
Element 25: (1, (11, 11), ['', '%', '.', ''], [(14, 5), (4, 2), (13, 13)], [False, True, False, False], 50, False, [False, False, True, False], 1685, 'North', (11, 12))
Element 26: (1, (11, 12), ['.', '', '.', '%'], [(14, 4), (5, 2), (12, 13)], [False, False, False, True], 48, False, [True, False, True, False], 1714, 'North', (11, 13))
Element 27: (1, (11, 13), ['%', '', '%', ''], [(14, 3), (4, 2), (13, 13)], [True, False, True, False], 46, False, [False, False, False, False], 1733, 'East', (12, 13))
Element 28: (1, (12, 13), ['', '%', '%', ''], [(15, 3), (4, 1), (14, 13)], [False, True, True, False], 44, False, [False, False, False, False], 1742, 'East', (13, 13))
Element 29: (1, (13, 13), ['', '%', '%', ''], [(15, 2), (3, 1), (14, 12)], [False, True, True, False], 42, False, [False, False, False, False], 1751, 'East', (14, 13))
Element 30: (1, (14, 13), ['', '', '%', '%'], [(15, 1), (2, 1), (15, 12)], [False, False, True, True], 40, False, [False, False, False, False], 1760, 'South', (14, 12))
Element 31: (1, (14, 12), ['%', '%', '', ''], [(14, 1), (2, 2), (15, 11)], [True, True, False, False], 38, False, [False, False, False, False], 1769, 'East', (15, 12))
Element 32: (1, (15, 12), ['', '', '%', ''], [(13, 1), (1, 2), (15, 10)], [False, False, True, False], 36, False, [False, False, False, False], 1778, 'East', (16, 12))
Element 33: (1, (16, 12), ['', '', '', ''], [(12, 1), (1, 1), (15, 9)], [False, False, False, False], 34, False, [False, False, False, False], 1787, 'East', (17, 12))
Element 34: (1, (17, 12), ['', '', '', ''], [(11, 1), (1, 2), (14, 9)], [False, False, False, False], 32, False, [False, False, False, False], 1806, 'East', (18, 12))
Element 35: (1, (18, 12), ['', '', '', '%'], [(10, 1), (2, 2), (13, 9)], [False, False, False, True], 30, False, [False, False, False, False], 2815, 'North', (18, 13))
Element 36: (1, (18, 13), ['', '', '%', '%'], [(10, 2), (2, 1), (13, 8)], [False, False, True, True], 28, False, [False, False, False, False], 2834, 'West', (17, 13))
Element 37: (1, (17, 13), ['', '', '%', ''], [(11, 2), (1, 1), (13, 7)], [False, False, True, False], 26, False, [False, False, False, False], 2853, 'West', (16, 13))
Element 38: (1, (16, 13), ['%', '', '%', ''], [(11, 3), (2, 1), (14, 7)], [True, False, True, False], 24, False, [False, False, False, False], 2872, 'East', (17, 13))
Element 39: (1, (17, 13), ['', '', '%', ''], [(12, 3), (3, 1), (15, 7)], [False, False, True, False], 22, False, [False, False, False, False], 2891, 'East', (18, 13))
Element 40: (1, (18, 13), ['', '', '%', '%'], [(13, 3), (4, 1), (16, 7)], [False, False, True, True], 20, False, [False, False, False, False], 2910, 'South', (18, 12))
Element 41: (1, (18, 12), ['', '', '', '%'], [(13, 4), (4, 2), (16, 6)], [False, False, False, True], 18, False, [False, False, False, False], 2919, 'South', (18, 11))
Element 42: (1, (18, 11), ['', '', '', '%'], [(13, 5), (3, 2), (17, 6)], [False, False, False, True], 16, False, [False, False, False, False], 2928, 'South', (18, 10))
Element 43: (1, (18, 10), ['', '', '', '%'], [(13, 4), (3, 1), (18, 6)], [False, False, False, True], 14, False, [False, False, False, False], 2927, 'South', (18, 9))
Element 44: (1, (18, 9), ['', '', '', '%'], [(12, 4), (3, 2), (17, 6)], [False, False, False, True], 12, False, [False, False, False, False], 2936, 'South', (18, 8))
Element 45: (1, (18, 8), ['', '%', '', '%'], [(11, 4), (2, 2), (17, 5)], [False, True, False, True], 10, False, [False, False, False, False], 2945, 'West', (17, 8))
Element 46: (1, (17, 8), ['%', '%', '', ''], [(10, 4), (3, 2), (17, 4)], [True, True, False, False], 8, False, [False, False, False, False], 2954, 'North', (17, 9))
Element 47: (1, (17, 9), ['', '', '', ''], [(10, 5), (3, 2), (18, 4)], [False, False, False, False], 6, False, [False, False, False, False], 2963, 'North', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(10, 6), (4, 2), (17, 4)], [False, False, False, False], 4, False, [False, False, False, False], 2972, 'North', (17, 11))
Element 49: (1, (17, 11), ['', '', '', ''], [(11, 6), (5, 2), (17, 3)], [False, False, False, False], 2, False, [False, False, False, False], 2981, 'West', (16, 11))
Element 50: (1, (16, 11), ['', '', '', ''], [(11, 6), (4, 2), (17, 2)], [False, False, False, False], 0, False, [False, False, False, False], 2980, 'Stop', (16, 11))
Element 51: #0#
