Element 1: (2, (7, 5), ['F', '.', '.', '.'], [(17, 3), (2, 2), (8, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (6, 5))
Element 2: (2, (6, 5), ['%', '.', '.', ''], [(17, 4), (3, 2), (9, 1)], [True, False, False, False], 96, False, [False, True, True, False], 1048, 'North', (6, 6))
Element 3: (2, (6, 6), ['%', '', '.', '.'], [(18, 4), (4, 2), (10, 1)], [True, False, False, False], 94, False, [False, False, True, True], 2077, 'East', (7, 6))
Element 4: (2, (7, 6), ['', '', '.', '.'], [(17, 4), (5, 2), (11, 1)], [False, False, False, False], 92, False, [False, False, True, True], 2106, 'East', (8, 6))
Element 5: (2, (8, 6), ['', '.', 'F', '.'], [(17, 5), (4, 2), (12, 1)], [False, False, False, False], 90, False, [False, True, False, True], 2135, 'North', (8, 7))
Element 6: (2, (8, 7), ['.', '', '.', '%'], [(17, 6), (4, 1), (13, 1)], [False, False, False, True], 88, False, [True, False, True, False], 3164, 'North', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', '.'], [(18, 6), (3, 1), (14, 1)], [True, False, True, False], 86, False, [False, False, False, True], 3203, 'East', (9, 8))
Element 8: (2, (9, 8), ['', '%', '%', '.'], [(17, 6), (2, 1), (15, 1)], [False, True, True, False], 84, False, [False, False, False, True], 3232, 'East', (10, 8))
Element 9: (2, (10, 8), ['', '%', '%', '%'], [(16, 6), (1, 1), (16, 1)], [False, True, True, True], 82, False, [False, False, False, False], 3271, 'West', (9, 8))
Element 10: (2, (9, 8), ['', '%', '%', ''], [(16, 7), (2, 1), (17, 1)], [False, True, True, False], 80, False, [False, False, False, False], 3290, 'West', (8, 8))
Element 11: (2, (8, 8), ['%', '', '%', ''], [(15, 7), (3, 1), (18, 1)], [True, False, True, False], 78, False, [False, False, False, False], 3309, 'South', (8, 7))
Element 12: (2, (8, 7), ['.', '', '', '%'], [(15, 6), (4, 1), (17, 1)], [False, False, False, True], 76, False, [True, False, False, False], 3318, 'West', (7, 7))
Element 13: (2, (7, 7), ['.', '', '%', ''], [(15, 5), (4, 2), (17, 2)], [False, False, True, False], 74, False, [True, False, False, False], 3337, 'West', (6, 7))
Element 14: (2, (6, 7), ['.', '', '%', ''], [(16, 5), (3, 2), (16, 2)], [False, False, True, False], 72, False, [True, False, False, False], 3366, 'West', (5, 7))
Element 15: (2, (5, 7), ['.', '%', '.', ''], [(16, 4), (3, 1), (16, 3)], [False, True, False, False], 70, False, [True, False, True, False], 3395, 'North', (5, 8))
Element 16: (2, (5, 8), ['.', '', '%', '%'], [(16, 3), (3, 2), (15, 3)], [False, False, True, True], 68, False, [True, False, False, False], 3414, 'West', (4, 8))
Element 17: (2, (4, 8), ['.', '.', '%', ''], [(16, 2), (2, 2), (15, 2)], [False, False, True, False], 66, False, [True, True, False, False], 3433, 'South', (4, 7))
Element 18: (2, (4, 7), ['%', '%', '', ''], [(16, 1), (2, 1), (15, 3)], [True, True, False, False], 64, False, [False, False, False, False], 3442, 'North', (4, 8))
Element 19: (2, (4, 8), ['.', '', '%', ''], [(17, 1), (2, 2), (14, 3)], [False, False, True, False], 62, False, [True, False, False, False], 3451, 'West', (3, 8))
Element 20: (2, (3, 8), ['.', '%', '%', ''], [(18, 1), (1, 2), (14, 4)], [False, True, True, False], 60, False, [True, False, False, False], 3470, 'West', (2, 8))
Element 21: (2, (2, 8), ['%', '%', '.', ''], [(17, 1), (1, 1), (14, 5)], [True, True, False, False], 58, False, [False, False, True, False], 3489, 'North', (2, 9))
Element 22: (2, (2, 9), ['.', '', '%', '%'], [(16, 1), (1, 2), (14, 6)], [False, False, True, True], 56, False, [True, False, False, False], 3508, 'West', (1, 9))
Element 23: (2, (1, 9), ['%', '%', '%', ''], [(15, 1), (1, 2), (14, 7)], [True, True, True, False], 54, False, [False, False, False, False], 3527, 'East', (2, 9))
Element 24: (2, (2, 9), ['', '', '%', '%'], [(15, 2), (2, 2), (13, 7)], [False, False, True, True], 52, False, [False, False, False, False], 3536, 'South', (2, 8))
Element 25: (2, (2, 8), ['%', '%', '', ''], [(15, 3), (3, 2), (13, 8)], [True, True, False, False], 50, False, [False, False, False, False], 3545, 'East', (3, 8))
Element 26: (2, (3, 8), ['', '%', '%', ''], [(14, 3), (4, 2), (13, 9)], [False, True, True, False], 48, False, [False, False, False, False], 3554, 'East', (4, 8))
Element 27: (2, (4, 8), ['', '', '%', ''], [(13, 3), (5, 2), (14, 9)], [False, False, True, False], 46, False, [False, False, False, False], 3573, 'East', (5, 8))
Element 28: (2, (5, 8), ['', '', '%', '%'], [(13, 4), (4, 2), (15, 9)], [False, False, True, True], 44, False, [False, False, False, False], 3592, 'South', (5, 7))
Element 29: (2, (5, 7), ['', '%', '', ''], [(13, 5), (4, 1), (16, 9)], [False, True, False, False], 42, False, [False, False, False, False], 3611, 'West', (4, 7))
Element 30: (2, (4, 7), ['%', '%', '', ''], [(13, 6), (3, 1), (17, 9)], [True, True, False, False], 40, False, [False, False, False, False], 3630, 'East', (5, 7))
Element 31: #1#
