Element 1: (3, (6, 1), ['%', '%', '%', '.'], [(17, 10), (2, 5), (6, 11)], [True, True, True, False], 98, False, [False, False, False, True], 29, 'East', (7, 1))
Element 2: (3, (7, 1), ['', '%', '%', '.'], [(18, 10), (3, 5), (7, 11)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (8, 1))
Element 3: (3, (8, 1), ['', '%', '%', '.'], [(18, 11), (4, 5), (7, 10)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (9, 1))
Element 4: (3, (9, 1), ['', '%', '%', 'F'], [(18, 12), (3, 5), (8, 10)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'East', (10, 1))
Element 5: (3, (10, 1), ['', '%', '.', '.'], [(18, 13), (2, 5), (9, 10)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (11, 1))
Element 6: (3, (11, 1), ['', '%', '.', '.'], [(17, 13), (1, 5), (9, 11)], [False, True, False, False], 88, False, [False, False, True, True], 1184, 'East', (12, 1))
Element 7: (3, (12, 1), ['', '%', '%', '.'], [(17, 12), (1, 5), (10, 11)], [False, True, True, False], 86, False, [False, False, False, True], 1213, 'East', (13, 1))
Element 8: (3, (13, 1), ['', '%', '%', '.'], [(17, 11), (2, 5), (11, 11)], [False, True, True, False], 84, False, [False, False, False, True], 1242, 'East', (14, 1))
Element 9: (3, (14, 1), ['', '%', '%', '.'], [(16, 11), (3, 5), (12, 11)], [False, True, True, False], 82, False, [False, False, False, True], 1271, 'East', (15, 1))
Element 10: (3, (15, 1), ['', '%', '.', '.'], [(16, 12), (4, 5), (13, 11)], [False, True, False, False], 80, False, [False, False, True, True], 1300, 'East', (16, 1))
Element 11: (3, (16, 1), ['', '%', '.', '.'], [(16, 13), (3, 5), (12, 11)], [False, True, False, False], 78, False, [False, False, True, True], 1319, 'East', (17, 1))
Element 12: (3, (17, 1), ['', '%', '.', '.'], [(16, 12), (2, 5), (11, 11)], [False, True, False, False], 76, False, [False, False, True, True], 1328, 'East', (18, 1))
Element 13: (3, (18, 1), ['', '%', '%', '%'], [(15, 12), (1, 5), (11, 12)], [False, True, True, True], 74, False, [False, False, False, False], 1357, 'West', (17, 1))
Element 14: (3, (17, 1), ['', '%', '.', ''], [(15, 11), (1, 5), (11, 13)], [False, True, False, False], 72, False, [False, False, True, False], 1376, 'North', (17, 2))
Element 15: (3, (17, 2), ['.', '', '.', '%'], [(15, 10), (2, 5), (12, 13)], [False, False, False, True], 70, False, [True, False, True, False], 1405, 'North', (17, 3))
Element 16: (3, (17, 3), ['.', '', '.', '%'], [(15, 9), (3, 5), (13, 13)], [False, False, False, True], 68, False, [True, False, True, False], 1434, 'North', (17, 4))
Element 17: (3, (17, 4), ['.', '', '.', '.'], [(16, 9), (4, 5), (14, 13)], [False, False, False, False], 66, False, [True, False, True, True], 1463, 'East', (18, 4))
Element 18: (3, (18, 4), ['', '%', '%', '%'], [(17, 9), (3, 5), (14, 12)], [False, True, True, True], 64, False, [False, False, False, False], 1492, 'West', (17, 4))
Element 19: (3, (17, 4), ['.', '', '.', ''], [(18, 9), (2, 5), (15, 12)], [False, False, False, False], 62, False, [True, False, True, False], 1501, 'North', (17, 5))
Element 20: (3, (17, 5), ['.', '', '.', '%'], [(18, 8), (1, 5), (16, 12)], [False, False, False, True], 60, False, [True, False, True, False], 1520, 'North', (17, 6))
Element 21: (3, (17, 6), ['.', '', '%', '.'], [(17, 8), (1, 5), (17, 12)], [False, False, True, False], 58, False, [True, False, False, True], 1539, 'East', (18, 6))
Element 22: (3, (18, 6), ['', '%', '%', '%'], [(18, 8), (2, 5), (18, 12)], [False, True, True, True], 56, False, [False, False, False, False], 1548, 'West', (17, 6))
Element 23: (3, (17, 6), ['.', '', '%', ''], [(18, 9), (3, 5), (18, 13)], [False, False, True, False], 54, False, [True, False, False, False], 1547, 'West', (16, 6))
Element 24: (3, (16, 6), ['.', '.', '.', ''], [(17, 9), (4, 5), (17, 13)], [False, False, False, False], 52, False, [True, True, True, False], 1556, 'North', (16, 7))
Element 25: (3, (16, 7), ['.', '', '%', '%'], [(17, 8), (3, 5), (16, 13)], [False, False, True, True], 50, False, [True, False, False, False], 1565, 'West', (15, 7))
Element 26: (3, (15, 7), ['.', '.', '%', ''], [(17, 9), (2, 5), (17, 13)], [False, False, True, False], 48, False, [True, True, False, False], 1574, 'South', (15, 6))
Element 27: (3, (15, 6), ['.', '.', '', ''], [(16, 9), (1, 5), (18, 13)], [False, False, False, False], 46, False, [True, True, False, False], 1583, 'South', (15, 5))
Element 28: (3, (15, 5), ['.', '%', '', '.'], [(15, 9), (1, 5), (18, 12)], [False, True, False, False], 44, False, [True, False, False, True], 1592, 'East', (16, 5))
Element 29: (3, (16, 5), ['', '.', '', ''], [(14, 9), (2, 5), (18, 11)], [False, False, False, False], 42, False, [False, True, False, False], 1611, 'South', (16, 4))
Element 30: (3, (16, 4), ['%', '.', '', ''], [(13, 9), (3, 5), (18, 10)], [True, False, False, False], 40, False, [False, True, False, False], 1630, 'South', (16, 3))
Element 31: (3, (16, 3), ['.', '.', '', ''], [(13, 8), (4, 5), (18, 9)], [False, False, False, False], 38, False, [True, True, False, False], 1649, 'South', (16, 2))
Element 32: (3, (16, 2), ['.', '', '', ''], [(13, 7), (3, 5), (18, 8)], [False, False, False, False], 36, False, [True, False, False, False], 1668, 'West', (15, 2))
Element 33: (3, (15, 2), ['%', '', '.', ''], [(14, 7), (2, 5), (17, 8)], [True, False, False, False], 34, False, [False, False, True, False], 1687, 'North', (15, 3))
Element 34: (3, (15, 3), ['.', '', '%', ''], [(14, 6), (1, 5), (17, 9)], [False, False, True, False], 32, False, [True, False, False, False], 1706, 'West', (14, 3))
Element 35: (3, (14, 3), ['.', '%', '.', ''], [(14, 5), (1, 5), (17, 10)], [False, True, False, False], 30, False, [True, False, True, False], 1725, 'North', (14, 4))
Element 36: (3, (14, 4), ['.', '', '', '%'], [(13, 5), (2, 5), (17, 11)], [False, False, False, True], 28, False, [True, False, False, False], 1744, 'West', (13, 4))
Element 37: (3, (13, 4), ['.', '.', '', ''], [(13, 6), (3, 5), (16, 11)], [False, False, False, False], 26, False, [True, True, False, False], 1763, 'South', (13, 3))
Element 38: (3, (13, 3), ['.', '%', '', ''], [(12, 6), (4, 5), (16, 10)], [False, True, False, False], 24, False, [True, False, False, False], 2772, 'West', (12, 3))
Element 39: (3, (12, 3), ['.', '%', '.', ''], [(12, 7), (3, 5), (16, 9)], [False, True, False, False], 22, False, [True, False, True, False], 2791, 'North', (12, 4))
Element 40: (3, (12, 4), ['.', '', '%', ''], [(12, 8), (2, 5), (15, 9)], [False, False, True, False], 20, False, [True, False, False, False], 2810, 'West', (11, 4))
Element 41: (3, (11, 4), ['.', '.', '%', ''], [(12, 9), (1, 5), (15, 10)], [False, False, True, False], 18, False, [True, True, False, False], 2829, 'South', (11, 3))
Element 42: (3, (11, 3), ['%', '.', '', ''], [(11, 9), (1, 5), (15, 11)], [True, False, False, False], 16, False, [False, True, False, False], 2848, 'South', (11, 2))
Element 43: (3, (11, 2), ['.', '', '', '%'], [(12, 9), (2, 5), (15, 10)], [False, False, False, True], 14, False, [True, False, False, False], 2857, 'West', (10, 2))
Element 44: (3, (10, 2), ['%', '', '%', ''], [(12, 8), (3, 5), (15, 9)], [True, False, True, False], 12, False, [False, False, False, False], 2866, 'East', (11, 2))
Element 45: (3, (11, 2), ['', '', '', '%'], [(12, 7), (4, 5), (14, 9)], [False, False, False, True], 10, False, [False, False, False, False], 2865, 'North', (11, 3))
Element 46: (3, (11, 3), ['%', '', '', ''], [(11, 7), (3, 5), (13, 9)], [True, False, False, False], 8, False, [False, False, False, False], 2874, 'North', (11, 4))
Element 47: (3, (11, 4), ['.', '', '%', ''], [(11, 6), (2, 5), (13, 8)], [False, False, True, False], 6, False, [True, False, False, False], 2883, 'West', (10, 4))
Element 48: (3, (10, 4), ['.', '%', '.', ''], [(10, 6), (1, 5), (13, 7)], [False, True, False, False], 4, False, [True, False, True, False], 2902, 'North', (10, 5))
Element 49: (3, (10, 5), ['.', '', '', '%'], [(9, 6), (1, 5), (14, 7)], [False, False, False, True], 2, False, [True, False, False, False], 2921, 'West', (9, 5))
Element 50: (3, (9, 5), ['.', '.', 'G', ''], [(9, 6), (1, 5), (14, 7)], [False, False, False, False], 0, False, [True, True, False, False], 2930, 'Stop', (9, 5))
Element 51: #0#
