Element 1: (3, (12, 7), ['.', 'F', '.', '.'], [(11, 4), (3, 12), (11, 11)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'South', (12, 6))
Element 2: (3, (12, 6), ['.', '%', '', '.'], [(12, 4), (4, 12), (12, 11)], [False, True, False, False], 96, False, [True, False, False, True], 1058, 'East', (13, 6))
Element 3: (3, (13, 6), ['', '.', '.', '.'], [(13, 4), (5, 12), (13, 11)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (14, 6))
Element 4: (3, (14, 6), ['', '.', '.', '.'], [(14, 4), (6, 12), (12, 11)], [False, False, False, False], 92, False, [False, True, True, True], 1126, 'East', (15, 6))
Element 5: (3, (15, 6), ['', '.', '.', '.'], [(14, 5), (6, 13), (11, 11)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (16, 6))
Element 6: (3, (16, 6), ['', '.', '.', '.'], [(15, 5), (7, 13), (11, 12)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (17, 6))
Element 7: (3, (17, 6), ['', '.', '%', '.'], [(16, 5), (6, 13), (11, 13)], [False, False, True, False], 86, False, [False, True, False, True], 1223, 'East', (18, 6))
Element 8: (3, (18, 6), ['', '%', '%', '%'], [(17, 5), (5, 13), (12, 13)], [False, True, True, True], 84, False, [False, False, False, False], 1262, 'West', (17, 6))
Element 9: (3, (17, 6), ['', '', '%', ''], [(17, 4), (6, 13), (13, 13)], [False, False, True, False], 82, False, [False, False, False, False], 1281, 'South', (17, 5))
Element 10: (3, (17, 5), ['', '', '', '%'], [(18, 4), (6, 12), (14, 13)], [False, False, False, True], 80, False, [False, False, False, False], 1300, 'South', (17, 4))
Element 11: (3, (17, 4), ['.', '.', '', 'G'], [(18, 4), (6, 11), (14, 12)], [False, False, False, False], 78, False, [True, True, False, False], 1319, 'South', (17, 3))
Element 12: (3, (17, 3), ['.', '.', 'G', '%'], [(17, 4), (7, 11), (15, 12)], [False, False, False, True], 76, False, [True, True, False, False], 1348, 'South', (17, 2))
Element 13: (3, (17, 2), ['.', '.', '', '%'], [(17, 4), (7, 10), (16, 12)], [False, False, False, True], 74, False, [True, True, False, False], 1377, 'South', (17, 1))
Element 14: (3, (17, 1), ['.', '%', '', '.'], [(16, 4), (8, 10), (17, 12)], [False, True, False, False], 72, False, [True, False, False, True], 1416, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(16, 3), (9, 10), (18, 12)], [False, True, True, True], 70, False, [False, False, False, False], 1455, 'West', (17, 1))
Element 16: (3, (17, 1), ['.', '%', '', ''], [(16, 2), (9, 11), (18, 13)], [False, True, False, False], 68, False, [True, False, False, False], 1484, 'West', (16, 1))
Element 17: (3, (16, 1), ['.', '%', '', ''], [(15, 2), (9, 12), (17, 13)], [False, True, False, False], 66, False, [True, False, False, False], 1523, 'West', (15, 1))
Element 18: (3, (15, 1), ['.', '%', '', ''], [(15, 3), (10, 12), (16, 13)], [False, True, False, False], 64, False, [True, False, False, False], 1562, 'West', (14, 1))
Element 19: (3, (14, 1), ['.', '%', '%', ''], [(14, 3), (11, 12), (17, 13)], [False, True, True, False], 62, False, [True, False, False, False], 1581, 'West', (13, 1))
Element 20: (3, (13, 1), ['.', '%', '%', ''], [(13, 3), (11, 13), (18, 13)], [False, True, True, False], 60, False, [True, False, False, False], 1600, 'West', (12, 1))
Element 21: (3, (12, 1), ['.', '%', '%', ''], [(12, 3), (12, 13), (18, 12)], [False, True, True, False], 58, False, [True, False, False, False], 1619, 'West', (11, 1))
Element 22: (3, (11, 1), ['F', '%', '.', ''], [(11, 3), (13, 13), (18, 11)], [False, True, False, False], 56, False, [False, False, True, False], 1648, 'West', (10, 1))
Element 23: (3, (10, 1), ['.', '%', '.', ''], [(11, 2), (14, 13), (18, 10)], [False, True, False, False], 54, False, [True, False, True, False], 2667, 'North', (10, 2))
Element 24: (3, (10, 2), ['%', '', '%', ''], [(11, 1), (14, 12), (18, 9)], [True, False, True, False], 52, False, [False, False, False, False], 2686, 'East', (11, 2))
Element 25: (3, (11, 2), ['', '', '', '%'], [(12, 1), (15, 12), (18, 8)], [False, False, False, True], 50, False, [False, False, False, False], 2695, 'North', (11, 3))
Element 26: (3, (11, 3), ['%', '', '', ''], [(13, 1), (15, 11), (17, 8)], [True, False, False, False], 48, False, [False, False, False, False], 2714, 'East', (12, 3))
