Element 1: (2, (13, 6), ['F', '.', '.', '.'], [(18, 9), (13, 3), (17, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (12, 6))
Element 2: (2, (12, 6), ['.', '%', '.', ''], [(18, 10), (14, 3), (17, 9)], [False, True, False, False], 96, False, [True, False, True, False], 1048, 'North', (12, 7))
Element 3: (2, (12, 7), ['.', '', '.', '.'], [(18, 11), (15, 3), (17, 10)], [False, False, False, False], 94, False, [True, False, True, True], 1087, 'East', (13, 7))
Element 4: (2, (13, 7), ['', '', '.', '.'], [(18, 12), (16, 3), (17, 11)], [False, False, False, False], 92, False, [False, False, True, True], 1126, 'East', (14, 7))
Element 5: (2, (14, 7), ['', '.', '%', '.'], [(18, 13), (17, 3), (17, 12)], [False, False, True, False], 90, False, [False, True, False, True], 1165, 'East', (15, 7))
Element 6: (2, (15, 7), ['', '.', '%', '.'], [(18, 12), (17, 4), (17, 13)], [False, False, True, False], 88, False, [False, True, False, True], 1194, 'East', (16, 7))
Element 7: (2, (16, 7), ['', '.', '%', '%'], [(18, 11), (18, 4), (16, 13)], [False, False, True, True], 86, False, [False, True, False, False], 1223, 'South', (16, 6))
Element 8: (2, (16, 6), ['.', '.', '', '.'], [(18, 10), (17, 4), (16, 12)], [False, False, False, False], 84, False, [True, True, False, True], 1242, 'East', (17, 6))
Element 9: (2, (17, 6), ['', 'G', '%', '.'], [(18, 9), (17, 5), (16, 11)], [False, False, True, False], 82, False, [False, False, False, True], 1271, 'East', (18, 6))
Element 10: (2, (18, 6), ['', '%', '%', '%'], [(18, 8), (16, 5), (16, 10)], [False, True, True, True], 80, False, [False, False, False, False], 1300, 'West', (17, 6))
Element 11: (2, (17, 6), ['', '', '%', ''], [(18, 8), (16, 4), (16, 9)], [False, False, True, False], 78, False, [False, False, False, False], 1319, 'West', (16, 6))
Element 12: (2, (16, 6), ['.', 'G', '', ''], [(18, 9), (16, 5), (15, 9)], [False, False, False, False], 76, False, [True, False, False, False], 1328, 'North', (16, 7))
Element 13: (2, (16, 7), ['', '', '%', '%'], [(18, 10), (15, 5), (15, 10)], [False, False, True, True], 74, False, [False, False, False, False], 1347, 'South', (16, 6))
Element 14: (2, (16, 6), ['G', '', '', ''], [(18, 11), (15, 6), (15, 11)], [False, False, False, False], 72, False, [False, False, False, False], 1366, 'South', (16, 5))
Element 15: (2, (16, 5), ['', '', '', ''], [(18, 12), (14, 6), (15, 12)], [False, False, False, False], 70, False, [False, False, False, False], 1385, 'East', (17, 5))
Element 16: (2, (17, 5), ['', '', '', '%'], [(18, 13), (14, 5), (14, 12)], [False, False, False, True], 68, False, [False, False, False, False], 1404, 'South', (17, 4))
Element 17: (2, (17, 4), ['', '', '', ''], [(17, 13), (14, 4), (14, 13)], [False, False, False, False], 66, False, [False, False, False, False], 1423, 'East', (18, 4))
Element 18: (2, (18, 4), ['', '%', '%', '%'], [(17, 12), (13, 4), (13, 13)], [False, True, True, True], 64, False, [False, False, False, False], 1442, 'West', (17, 4))
Element 19: (2, (17, 4), ['', '', '', ''], [(17, 11), (13, 5), (12, 13)], [False, False, False, False], 62, False, [False, False, False, False], 1461, 'South', (17, 3))
Element 20: (2, (17, 3), ['', '.', '', '%'], [(17, 10), (13, 6), (11, 13)], [False, False, False, True], 60, False, [False, True, False, False], 1470, 'South', (17, 2))
Element 21: (2, (17, 2), ['.', '.', '', '%'], [(17, 9), (13, 7), (11, 12)], [False, False, False, True], 58, False, [True, True, False, False], 1489, 'South', (17, 1))
