Element 1: (1, (6, 3), ['%', '%', '.', '.'], [(17, 4), (14, 3), (14, 4)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 3))
Element 2: (1, (7, 3), ['', '%', '.', '.'], [(17, 5), (15, 3), (14, 5)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (8, 3))
Element 3: (1, (8, 3), ['', '%', '.', '.'], [(17, 6), (16, 3), (15, 5)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (9, 3))
Element 4: (1, (9, 3), ['', '%', '.', '%'], [(18, 6), (17, 3), (16, 5)], [False, True, False, True], 92, False, [False, False, True, False], 126, 'North', (9, 4))
Element 5: (1, (9, 4), ['.', '', '.', '.'], [(17, 6), (17, 2), (16, 6)], [False, False, False, False], 90, False, [True, False, True, True], 155, 'East', (10, 4))
Element 6: (1, (10, 4), ['', '%', '.', '.'], [(16, 6), (17, 1), (16, 7)], [False, True, False, False], 88, False, [False, False, True, True], 184, 'East', (11, 4))
Element 7: (1, (11, 4), ['', '.', '%', '.'], [(15, 6), (18, 1), (15, 7)], [False, False, True, False], 86, False, [False, True, False, True], 223, 'East', (12, 4))
Element 8: (1, (12, 4), ['', '.', '%', '.'], [(14, 6), (17, 1), (14, 7)], [False, False, True, False], 84, False, [False, True, False, True], 252, 'East', (13, 4))
Element 9: (1, (13, 4), ['', '.', '.', ''], [(13, 6), (16, 1), (13, 7)], [False, False, False, False], 82, False, [False, True, True, False], 291, 'North', (13, 5))
Element 10: (1, (13, 5), ['%', '', '', ''], [(12, 6), (16, 2), (13, 8)], [True, False, False, False], 80, False, [False, False, False, False], 1320, 'East', (14, 5))
Element 11: (1, (14, 5), ['', '', '', ''], [(12, 7), (15, 2), (13, 9)], [False, False, False, False], 78, False, [False, False, False, False], 1349, 'East', (15, 5))
Element 12: (1, (15, 5), ['', '%', '', ''], [(12, 8), (15, 1), (14, 9)], [False, True, False, False], 76, False, [False, False, False, False], 1378, 'East', (16, 5))
Element 13: (1, (16, 5), ['', '.', '', ''], [(12, 9), (14, 1), (15, 9)], [False, False, False, False], 74, False, [False, True, False, False], 1407, 'South', (16, 4))
Element 14: (1, (16, 4), ['%', '', '', ''], [(11, 9), (13, 1), (16, 9)], [True, False, False, False], 72, False, [False, False, False, False], 1446, 'East', (17, 4))
Element 15: (1, (17, 4), ['', '', '', ''], [(12, 9), (12, 1), (17, 9)], [False, False, False, False], 70, False, [False, False, False, False], 1465, 'East', (18, 4))
Element 16: (1, (18, 4), ['', '%', '%', '%'], [(13, 9), (11, 1), (18, 9)], [False, True, True, True], 68, False, [False, False, False, False], 1484, 'West', (17, 4))
Element 17: (1, (17, 4), ['', '', '', ''], [(14, 9), (10, 1), (18, 10)], [False, False, False, False], 66, False, [False, False, False, False], 2493, 'North', (17, 5))
Element 18: (1, (17, 5), ['', '', '', '%'], [(15, 9), (10, 2), (18, 11)], [False, False, False, True], 64, False, [False, False, False, False], 2512, 'North', (17, 6))
Element 19: (1, (17, 6), ['', '', '%', ''], [(15, 10), (11, 2), (18, 12)], [False, False, True, False], 62, False, [False, False, False, False], 2541, 'East', (18, 6))
Element 20: (1, (18, 6), ['', '%', '%', '%'], [(16, 10), (11, 3), (18, 13)], [False, True, True, True], 60, False, [False, False, False, False], 2570, 'West', (17, 6))
Element 21: (1, (17, 6), ['', '', '%', ''], [(17, 10), (12, 3), (17, 13)], [False, False, True, False], 58, False, [False, False, False, False], 2599, 'West', (16, 6))
Element 22: (1, (16, 6), ['', '', '', ''], [(17, 11), (13, 3), (17, 12)], [False, False, False, False], 56, False, [False, False, False, False], 2628, 'North', (16, 7))
Element 23: (1, (16, 7), ['', '', '%', '%'], [(16, 11), (13, 4), (16, 12)], [False, False, True, True], 54, False, [False, False, False, False], 2647, 'West', (15, 7))
Element 24: (1, (15, 7), ['', '', '%', ''], [(15, 11), (14, 4), (16, 13)], [False, False, True, False], 52, False, [False, False, False, False], 2666, 'South', (15, 6))
Element 25: (1, (15, 6), ['', '', '', ''], [(15, 12), (14, 5), (16, 12)], [False, False, False, False], 50, False, [False, False, False, False], 2675, 'West', (14, 6))
Element 26: (1, (14, 6), ['', '', '', ''], [(14, 12), (15, 5), (16, 11)], [False, False, False, False], 48, False, [False, False, False, False], 2684, 'North', (14, 7))
Element 27: (1, (14, 7), ['', '', '%', ''], [(14, 13), (16, 5), (17, 11)], [False, False, True, False], 46, False, [False, False, False, False], 2693, 'West', (13, 7))
Element 28: (1, (13, 7), ['', '', '', ''], [(13, 13), (17, 5), (17, 10)], [False, False, False, False], 44, False, [False, False, False, False], 2702, 'North', (13, 8))
Element 29: (1, (13, 8), ['', '', '', '%'], [(12, 13), (17, 6), (16, 10)], [False, False, False, True], 42, False, [False, False, False, False], 2711, 'North', (13, 9))
Element 30: (1, (13, 9), ['', '', '%', ''], [(11, 13), (18, 6), (15, 10)], [False, False, True, False], 40, False, [False, False, False, False], 2720, 'East', (14, 9))
Element 31: (1, (14, 9), ['', '%', '%', ''], [(11, 12), (17, 6), (15, 11)], [False, True, True, False], 38, False, [False, False, False, False], 2729, 'East', (15, 9))
Element 32: (1, (15, 9), ['', '%', '', ''], [(11, 11), (16, 6), (15, 12)], [False, True, False, False], 36, False, [False, False, False, False], 2738, 'East', (16, 9))
Element 33: (1, (16, 9), ['', '%', '', ''], [(12, 11), (16, 7), (14, 12)], [False, True, False, False], 34, False, [False, False, False, False], 2747, 'East', (17, 9))
Element 34: (1, (17, 9), ['', '.', '', ''], [(13, 11), (15, 7), (14, 13)], [False, False, False, False], 32, False, [False, True, False, False], 2756, 'South', (17, 8))
Element 35: (1, (17, 8), ['%', '%', '', '.'], [(12, 11), (15, 6), (13, 13)], [True, True, False, False], 30, False, [False, False, False, True], 2765, 'East', (18, 8))
Element 36: (1, (18, 8), ['', '%', '', '%'], [(11, 11), (14, 6), (12, 13)], [False, True, False, True], 28, False, [False, False, False, False], 2774, 'North', (18, 9))
Element 37: (1, (18, 9), ['', '', '', '%'], [(10, 11), (14, 7), (11, 13)], [False, False, False, True], 26, False, [False, False, False, False], 2783, 'North', (18, 10))
Element 38: (1, (18, 10), ['', '', '', '%'], [(10, 12), (13, 7), (11, 12)], [False, False, False, True], 24, False, [False, False, False, False], 2792, 'North', (18, 11))
Element 39: (1, (18, 11), ['', '', '', '%'], [(9, 12), (13, 8), (11, 11)], [False, False, False, True], 22, False, [False, False, False, False], 2801, 'North', (18, 12))
Element 40: (1, (18, 12), ['', '', '', '%'], [(9, 13), (13, 9), (12, 11)], [False, False, False, True], 20, False, [False, False, False, False], 2810, 'North', (18, 13))
Element 41: (1, (18, 13), ['', '', '%', '%'], [(9, 12), (14, 9), (13, 11)], [False, False, True, True], 18, False, [False, False, False, False], 2809, 'West', (17, 13))
Element 42: (1, (17, 13), ['', '', '%', ''], [(9, 11), (15, 9), (12, 11)], [False, False, True, False], 16, False, [False, False, False, False], 2818, 'South', (17, 12))
Element 43: (1, (17, 12), ['', '', '', ''], [(9, 10), (16, 9), (11, 11)], [False, False, False, False], 14, False, [False, False, False, False], 2827, 'South', (17, 11))
Element 44: (1, (17, 11), ['', '', '', ''], [(8, 10), (17, 9), (10, 11)], [False, False, False, False], 12, False, [False, False, False, False], 2836, 'South', (17, 10))
Element 45: (1, (17, 10), ['', '', '', ''], [(7, 10), (18, 9), (10, 12)], [False, False, False, False], 10, False, [False, False, False, False], 2845, 'West', (16, 10))
Element 46: (1, (16, 10), ['', '', '', ''], [(7, 11), (18, 10), (9, 12)], [False, False, False, False], 8, False, [False, False, False, False], 2854, 'North', (16, 11))
Element 47: (1, (16, 11), ['', '', '', ''], [(6, 11), (18, 11), (8, 12)], [False, False, False, False], 6, False, [False, False, False, False], 2873, 'North', (16, 12))
Element 48: (1, (16, 12), ['', '', '', ''], [(6, 12), (18, 12), (9, 12)], [False, False, False, False], 4, False, [False, False, False, False], 2882, 'North', (16, 13))
Element 49: (1, (16, 13), ['%', '', '%', ''], [(6, 13), (18, 13), (9, 13)], [True, False, True, False], 2, False, [False, False, False, False], 2891, 'South', (16, 12))
Element 50: (1, (16, 12), ['', '', '', ''], [(6, 13), (17, 13), (9, 12)], [False, False, False, False], 0, False, [False, False, False, False], 2890, 'Stop', (16, 12))
Element 51: #0#
