Element 1: (1, (9, 13), ['%', '.', '%', '%'], [(4, 12), (11, 2), (17, 1)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (9, 12))
Element 2: (1, (9, 12), ['.', '.', '', '.'], [(5, 12), (11, 3), (18, 1)], [False, False, False, False], 96, False, [True, True, False, True], 48, 'East', (10, 12))
Element 3: (1, (10, 12), ['', '.', '%', '.'], [(6, 12), (12, 3), (17, 1)], [False, False, True, False], 94, False, [False, True, False, True], 77, 'East', (11, 12))
Element 4: (1, (11, 12), ['', '.', '.', '%'], [(6, 13), (13, 3), (17, 2)], [False, False, False, True], 92, False, [False, True, True, False], 116, 'North', (11, 13))
Element 5: (1, (11, 13), ['%', '', '%', '.'], [(7, 13), (14, 3), (17, 3)], [True, False, True, False], 90, False, [False, False, False, True], 155, 'East', (12, 13))
Element 6: (1, (12, 13), ['', '%', '%', '.'], [(6, 13), (15, 3), (17, 4)], [False, True, True, False], 88, False, [False, False, False, True], 184, 'East', (13, 13))
Element 7: (1, (13, 13), ['', '%', '%', '.'], [(5, 13), (16, 3), (18, 4)], [False, True, True, False], 86, False, [False, False, False, True], 223, 'East', (14, 13))
Element 8: (1, (14, 13), ['', '.', '%', '%'], [(6, 13), (16, 4), (17, 4)], [False, False, True, True], 84, False, [False, True, False, False], 242, 'South', (14, 12))
Element 9: (1, (14, 12), ['%', '%', '', '.'], [(6, 12), (16, 5), (17, 5)], [True, True, False, False], 82, False, [False, False, False, True], 271, 'East', (15, 12))
Element 10: (1, (15, 12), ['', '.', '%', '.'], [(6, 11), (16, 6), (17, 6)], [False, False, True, False], 80, False, [False, True, False, True], 310, 'East', (16, 12))
Element 11: (1, (16, 12), ['', '.', '.', '.'], [(7, 11), (16, 7), (18, 6)], [False, False, False, False], 78, False, [False, True, True, True], 349, 'East', (17, 12))
Element 12: (1, (17, 12), ['', '.', '.', '.'], [(7, 10), (15, 7), (17, 6)], [False, False, False, False], 76, False, [False, True, True, True], 378, 'East', (18, 12))
Element 13: (1, (18, 12), ['', '.', '.', '%'], [(8, 10), (15, 6), (16, 6)], [False, False, False, True], 74, False, [False, True, True, False], 407, 'North', (18, 13))
Element 14: (1, (18, 13), ['.', '', '%', '%'], [(9, 10), (15, 5), (16, 7)], [False, False, True, True], 72, False, [True, False, False, False], 436, 'West', (17, 13))
Element 15: (1, (17, 13), ['.', '', '%', ''], [(9, 11), (14, 5), (15, 7)], [False, False, True, False], 70, False, [True, False, False, False], 465, 'West', (16, 13))
Element 16: (1, (16, 13), ['%', '', '%', ''], [(10, 11), (14, 6), (14, 7)], [True, False, True, False], 68, False, [False, False, False, False], 504, 'East', (17, 13))
