Element 1: (1, (6, 4), ['%', '.', 'F', '.'], [(12, 6), (15, 3), (17, 8)], [True, False, False, False], 98, False, [False, True, False, True], 999, 'North', (6, 5))
Element 2: (1, (6, 5), ['%', '', '.', '.'], [(13, 6), (16, 3), (18, 8)], [True, False, False, False], 96, False, [False, False, True, True], 2028, 'East', (7, 5))
Element 3: (1, (7, 5), ['', '.', '.', '.'], [(14, 6), (17, 3), (18, 9)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (8, 5))
Element 4: (1, (8, 5), ['', '.', '.', '.'], [(15, 6), (17, 4), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (9, 5))
Element 5: (1, (9, 5), ['', '.', '.', '.'], [(16, 6), (18, 4), (18, 11)], [False, False, False, False], 90, False, [False, True, True, True], 2145, 'East', (10, 5))
Element 6: (1, (10, 5), ['', '.', '.', '%'], [(17, 6), (17, 4), (18, 12)], [False, False, False, True], 88, False, [False, True, True, False], 2174, 'North', (10, 6))
Element 7: (1, (10, 6), ['.', '', '%', ''], [(18, 6), (17, 5), (18, 13)], [False, False, True, False], 86, False, [True, False, False, False], 2213, 'West', (9, 6))
Element 8: (1, (9, 6), ['.', '', '%', ''], [(17, 6), (16, 5), (17, 13)], [False, False, True, False], 84, False, [True, False, False, False], 2242, 'West', (8, 6))
Element 9: (1, (8, 6), ['.', '', 'F', ''], [(16, 6), (16, 4), (17, 12)], [False, False, False, False], 82, False, [True, False, False, False], 2271, 'North', (8, 7))
Element 10: (1, (8, 7), ['.', '', '.', '%'], [(16, 7), (16, 5), (17, 11)], [False, False, False, True], 80, False, [True, False, True, False], 3290, 'North', (8, 8))
Element 11: (1, (8, 8), ['%', '', '%', '.'], [(15, 7), (15, 5), (17, 10)], [True, False, True, False], 78, False, [False, False, False, True], 3329, 'East', (9, 8))
Element 12: (1, (9, 8), ['', '%', '%', '.'], [(14, 7), (14, 5), (17, 9)], [False, True, True, False], 76, False, [False, False, False, True], 3368, 'East', (10, 8))
Element 13: (1, (10, 8), ['', '%', '%', '%'], [(13, 7), (14, 4), (16, 9)], [False, True, True, True], 74, False, [False, False, False, False], 3407, 'West', (9, 8))
Element 14: (1, (9, 8), ['', '%', '%', ''], [(13, 8), (14, 3), (16, 10)], [False, True, True, False], 72, False, [False, False, False, False], 3436, 'West', (8, 8))
Element 15: (1, (8, 8), ['%', '', '%', ''], [(13, 9), (13, 3), (16, 11)], [True, False, True, False], 70, False, [False, False, False, False], 3465, 'South', (8, 7))
Element 16: (1, (8, 7), ['.', '', '', '%'], [(14, 9), (13, 4), (16, 12)], [False, False, False, True], 68, False, [True, False, False, False], 3494, 'West', (7, 7))
Element 17: (1, (7, 7), ['.', '.', '%', ''], [(15, 9), (13, 5), (16, 13)], [False, False, True, False], 66, False, [True, True, False, False], 3533, 'South', (7, 6))
Element 18: (1, (7, 6), ['.', '', '', ''], [(15, 10), (13, 6), (16, 12)], [False, False, False, False], 64, False, [True, False, False, False], 3552, 'West', (6, 6))
Element 19: (1, (6, 6), ['%', '', '.', ''], [(15, 11), (14, 6), (15, 12)], [True, False, False, False], 62, False, [False, False, True, False], 3581, 'North', (6, 7))
Element 20: (1, (6, 7), ['.', '', '%', ''], [(16, 11), (15, 6), (14, 12)], [False, False, True, False], 60, False, [True, False, False, False], 3600, 'West', (5, 7))
Element 21: (1, (5, 7), ['.', '%', '.', ''], [(17, 11), (16, 6), (14, 13)], [False, True, False, False], 58, False, [True, False, True, False], 3619, 'North', (5, 8))
Element 22: (1, (5, 8), ['.', '', '%', '%'], [(18, 11), (17, 6), (13, 13)], [False, False, True, True], 56, False, [True, False, False, False], 3638, 'West', (4, 8))
Element 23: (1, (4, 8), ['.', '.', '%', ''], [(18, 12), (18, 6), (12, 13)], [False, False, True, False], 54, False, [True, True, False, False], 3657, 'South', (4, 7))
Element 24: (1, (4, 7), ['%', '%', '', ''], [(18, 13), (17, 6), (11, 13)], [True, True, False, False], 52, False, [False, False, False, False], 3676, 'North', (4, 8))
Element 25: (1, (4, 8), ['.', '', '%', ''], [(17, 13), (16, 6), (11, 12)], [False, False, True, False], 50, False, [True, False, False, False], 3685, 'West', (3, 8))
