Element 1: (3, (13, 8), ['.', '.', '.', '%'], [(6, 5), (10, 5), (13, 3)], [False, False, False, True], 98, False, [True, True, True, False], 1019, 'North', (13, 9))
Element 2: (3, (13, 9), ['.', '', '%', '.'], [(6, 6), (10, 6), (14, 3)], [False, False, True, False], 96, False, [True, False, False, True], 1058, 'East', (14, 9))
Element 3: (3, (14, 9), ['', '%', '%', '.'], [(7, 6), (11, 6), (15, 3)], [False, True, True, False], 94, False, [False, False, False, True], 1097, 'East', (15, 9))
Element 4: (3, (15, 9), ['', '%', '.', '.'], [(8, 6), (12, 6), (16, 3)], [False, True, False, False], 92, False, [False, False, True, True], 2126, 'East', (16, 9))
Element 5: (3, (16, 9), ['', '%', '.', '.'], [(8, 7), (13, 6), (17, 3)], [False, True, False, False], 90, False, [False, False, True, True], 3155, 'East', (17, 9))
Element 6: (3, (17, 9), ['', '.', '.', '.'], [(8, 8), (14, 6), (17, 4)], [False, False, False, False], 88, False, [False, True, True, True], 3194, 'East', (18, 9))
Element 7: (3, (18, 9), ['', '.', '.', '%'], [(9, 8), (15, 6), (18, 4)], [False, False, False, True], 86, False, [False, True, True, False], 3233, 'North', (18, 10))
Element 8: (3, (18, 10), ['.', '', '.', '%'], [(10, 8), (16, 6), (17, 4)], [False, False, False, True], 84, False, [True, False, True, False], 3262, 'North', (18, 11))
Element 9: (3, (18, 11), ['.', '', '.', '%'], [(9, 8), (17, 6), (17, 5)], [False, False, False, True], 82, False, [True, False, True, False], 3291, 'North', (18, 12))
Element 10: (3, (18, 12), ['.', '', '.', '%'], [(8, 8), (18, 6), (16, 5)], [False, False, False, True], 80, False, [True, False, True, False], 3320, 'North', (18, 13))
Element 11: (3, (18, 13), ['.', '', '%', '%'], [(8, 7), (17, 6), (16, 4)], [False, False, True, True], 78, False, [True, False, False, False], 3339, 'West', (17, 13))
Element 12: (3, (17, 13), ['.', '.', '%', ''], [(7, 7), (16, 6), (16, 5)], [False, False, True, False], 76, False, [True, True, False, False], 3358, 'South', (17, 12))
Element 13: (3, (17, 12), ['.', '.', '', ''], [(6, 7), (16, 7), (15, 5)], [False, False, False, False], 74, False, [True, True, False, False], 3397, 'South', (17, 11))
Element 14: (3, (17, 11), ['.', '.', '', ''], [(5, 7), (15, 7), (14, 5)], [False, False, False, False], 72, False, [True, True, False, False], 3436, 'South', (17, 10))
Element 15: (3, (17, 10), ['.', '', '', ''], [(5, 8), (14, 7), (14, 4)], [False, False, False, False], 70, False, [True, False, False, False], 3475, 'West', (16, 10))
Element 16: (3, (16, 10), ['.', '', '.', ''], [(4, 8), (13, 7), (13, 4)], [False, False, False, False], 68, False, [True, False, True, False], 3514, 'North', (16, 11))
Element 17: (3, (16, 11), ['.', '', '.', ''], [(4, 7), (12, 7), (13, 5)], [False, False, False, False], 66, False, [True, False, True, False], 3553, 'North', (16, 12))
Element 18: (3, (16, 12), ['.', '', '.', ''], [(4, 8), (12, 8), (13, 6)], [False, False, False, False], 64, False, [True, False, True, False], 3572, 'North', (16, 13))
Element 19: (3, (16, 13), ['%', '', '%', ''], [(3, 8), (12, 9), (14, 6)], [True, False, True, False], 62, False, [False, False, False, False], 3601, 'South', (16, 12))
Element 20: (3, (16, 12), ['.', '', '', ''], [(2, 8), (11, 9), (15, 6)], [False, False, False, False], 60, False, [True, False, False, False], 3620, 'West', (15, 12))
Element 21: (3, (15, 12), ['.', '.', '%', ''], [(2, 9), (12, 9), (16, 6)], [False, False, True, False], 58, False, [True, True, False, False], 3639, 'South', (15, 11))
Element 22: (3, (15, 11), ['%', '.', '', ''], [(1, 9), (13, 9), (17, 6)], [True, False, False, False], 56, False, [False, True, False, False], 3658, 'South', (15, 10))
Element 23: (3, (15, 10), ['%', '', '', ''], [(2, 9), (14, 9), (18, 6)], [True, False, False, False], 54, False, [False, False, False, False], 3667, 'North', (15, 11))
