Element 1: (3, (9, 5), ['.', '', '.', '.'], [(10, 1), (8, 3), (10, 4)], [False, False, False, False], 98, False, [True, False, True, True], 1019, 'East', (10, 5))
Element 2: (3, (10, 5), ['', '', '.', '%'], [(11, 1), (9, 3), (11, 4)], [False, False, False, True], 96, False, [False, False, True, False], 1058, 'North', (10, 6))
Element 3: (3, (10, 6), ['.', '', '%', '.'], [(12, 1), (9, 4), (12, 4)], [False, False, True, False], 94, False, [True, False, False, True], 1087, 'East', (11, 6))
Element 4: (3, (11, 6), ['', '%', '.', 'F'], [(13, 1), (8, 4), (13, 4)], [False, True, False, False], 92, False, [False, False, True, False], 1126, 'East', (12, 6))
Element 5: (3, (12, 6), ['', '%', '.', '.'], [(14, 1), (8, 5), (14, 4)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (13, 6))
Element 6: (3, (13, 6), ['', '.', '.', '.'], [(15, 1), (8, 6), (14, 5)], [False, False, False, False], 88, False, [False, True, True, True], 2194, 'East', (14, 6))
Element 7: (3, (14, 6), ['', '', '.', '.'], [(16, 1), (8, 7), (15, 5)], [False, False, False, False], 86, False, [False, False, True, True], 3223, 'East', (15, 6))
Element 8: (3, (15, 6), ['', '', '.', '.'], [(17, 1), (8, 8), (16, 5)], [False, False, False, False], 84, False, [False, False, True, True], 3262, 'East', (16, 6))
Element 9: (3, (16, 6), ['', '', '.', '.'], [(18, 1), (9, 8), (17, 5)], [False, False, False, False], 82, False, [False, False, True, True], 3301, 'East', (17, 6))
Element 10: (3, (17, 6), ['', '', '%', '.'], [(17, 1), (10, 8), (17, 4)], [False, False, True, False], 80, False, [False, False, False, True], 3330, 'East', (18, 6))
Element 11: (3, (18, 6), ['', '%', '%', '%'], [(17, 2), (9, 8), (18, 4)], [False, True, True, True], 78, False, [False, False, False, False], 3359, 'West', (17, 6))
Element 12: (3, (17, 6), ['', '', '%', ''], [(17, 3), (8, 8), (17, 4)], [False, False, True, False], 76, False, [False, False, False, False], 3368, 'South', (17, 5))
Element 13: (3, (17, 5), ['', '', '', '%'], [(16, 3), (8, 7), (17, 3)], [False, False, False, True], 74, False, [False, False, False, False], 3377, 'South', (17, 4))
Element 14: (3, (17, 4), ['G', '', '', ''], [(16, 4), (7, 7), (17, 2)], [False, False, False, False], 72, False, [False, False, False, False], 3396, 'East', (18, 4))
Element 15: (3, (18, 4), ['G', '%', '%', '%'], [(17, 4), (7, 6), (16, 2)], [False, True, True, True], 70, False, [False, False, False, False], 3415, 'Stop', (18, 4))
Element 16: (3, (18, 4), ['', '%', '%', '%'], [(17, 5), (7, 5), (15, 2)], [False, True, True, True], 68, False, [False, False, False, False], 3434, 'Stop', (18, 4))
Element 17: #1#
