Element 1: (1, (16, 6), ['.', '.', '.', 'G'], [(17, 9), (17, 6), (18, 4)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (16, 7))
Element 2: (1, (16, 7), ['.', '', '%', '%'], [(18, 9), (18, 6), (17, 4)], [False, False, True, True], 96, False, [True, False, False, False], 48, 'West', (15, 7))
Element 3: (1, (15, 7), ['.', '.', '%', ''], [(18, 10), (17, 6), (17, 5)], [False, False, True, False], 94, False, [True, True, False, False], 77, 'South', (15, 6))
Element 4: (1, (15, 6), ['.', '.', '', 'G'], [(18, 11), (16, 6), (16, 5)], [False, False, False, False], 92, False, [True, True, False, False], 106, 'South', (15, 5))
Element 5: (1, (15, 5), ['.', '%', '', ''], [(18, 12), (16, 7), (16, 4)], [False, True, False, False], 90, False, [True, False, False, False], 135, 'West', (14, 5))
Element 6: (1, (14, 5), ['.', '.', '.', ''], [(18, 13), (15, 7), (16, 3)], [False, False, False, False], 88, False, [True, True, True, False], 164, 'North', (14, 6))
Element 7: (1, (14, 6), ['.', '', 'G', ''], [(17, 13), (14, 7), (17, 3)], [False, False, False, False], 86, False, [True, False, False, False], 203, 'West', (13, 6))
Element 8: (1, (13, 6), ['F', '.', 'G', ''], [(17, 12), (13, 7), (17, 2)], [False, False, False, False], 84, False, [False, True, False, False], 242, 'West', (12, 6))
Element 9: (1, (12, 6), ['.', '%', '.', ''], [(17, 11), (13, 8), (17, 1)], [False, True, False, False], 82, False, [True, False, True, False], 1271, 'North', (12, 7))
Element 10: (1, (12, 7), ['.', '', '.', ''], [(17, 10), (13, 9), (18, 1)], [False, False, False, False], 80, False, [True, False, True, False], 1310, 'North', (12, 8))
Element 11: (1, (12, 8), ['%', '', '.', ''], [(16, 10), (14, 9), (17, 1)], [True, False, False, False], 78, False, [False, False, True, False], 1339, 'North', (12, 9))
Element 12: (1, (12, 9), ['.', '', '%', ''], [(16, 11), (15, 9), (16, 1)], [False, False, True, False], 76, False, [True, False, False, False], 1378, 'West', (11, 9))
Element 13: (1, (11, 9), ['%', '%', '%', ''], [(16, 12), (15, 10), (16, 2)], [True, True, True, False], 74, False, [False, False, False, False], 1417, 'East', (12, 9))
Element 14: (1, (12, 9), ['', '', '%', ''], [(16, 13), (15, 11), (15, 2)], [False, False, True, False], 72, False, [False, False, False, False], 1446, 'East', (13, 9))
Element 15: (1, (13, 9), ['', '', '%', ''], [(16, 12), (15, 12), (15, 3)], [False, False, True, False], 70, False, [False, False, False, False], 1465, 'East', (14, 9))
Element 16: (1, (14, 9), ['', '%', '%', ''], [(15, 12), (14, 12), (14, 3)], [False, True, True, False], 68, False, [False, False, False, False], 1484, 'East', (15, 9))
Element 17: (1, (15, 9), ['', '%', '', ''], [(15, 11), (14, 13), (14, 4)], [False, True, False, False], 66, False, [False, False, False, False], 1503, 'East', (16, 9))
Element 18: (1, (16, 9), ['', '%', '', ''], [(15, 10), (13, 13), (13, 4)], [False, True, False, False], 64, False, [False, False, False, False], 1522, 'East', (17, 9))
Element 19: (1, (17, 9), ['', '.', '', ''], [(15, 9), (12, 13), (13, 5)], [False, False, False, False], 62, False, [False, True, False, False], 1541, 'South', (17, 8))
Element 20: (1, (17, 8), ['%', '%', '', '.'], [(14, 9), (11, 13), (14, 5)], [True, True, False, False], 60, False, [False, False, False, True], 1560, 'East', (18, 8))
Element 21: (1, (18, 8), ['', '%', '', '%'], [(13, 9), (11, 12), (15, 5)], [False, True, False, True], 58, False, [False, False, False, False], 1579, 'North', (18, 9))
Element 22: (1, (18, 9), ['', '', '', '%'], [(13, 8), (11, 11), (15, 6)], [False, False, False, True], 56, False, [False, False, False, False], 1588, 'North', (18, 10))
Element 23: (1, (18, 10), ['', '', '', '%'], [(13, 7), (12, 11), (16, 6)], [False, False, False, True], 54, False, [False, False, False, False], 1597, 'North', (18, 11))
Element 24: (1, (18, 11), ['', '', '', '%'], [(14, 7), (13, 11), (17, 6)], [False, False, False, True], 52, False, [False, False, False, False], 1606, 'North', (18, 12))
Element 25: (1, (18, 12), ['', '', '', '%'], [(15, 7), (12, 11), (18, 6)], [False, False, False, True], 50, False, [False, False, False, False], 1605, 'North', (18, 13))
Element 26: (1, (18, 13), ['', '', '%', '%'], [(16, 7), (11, 11), (17, 6)], [False, False, True, True], 48, False, [False, False, False, False], 1604, 'West', (17, 13))
Element 27: (1, (17, 13), ['', '', '%', ''], [(15, 7), (10, 11), (16, 6)], [False, False, True, False], 46, False, [False, False, False, False], 1613, 'South', (17, 12))
Element 28: (1, (17, 12), ['', '', '', ''], [(15, 6), (10, 12), (16, 7)], [False, False, False, False], 44, False, [False, False, False, False], 1622, 'South', (17, 11))
Element 29: (1, (17, 11), ['', '', '', ''], [(16, 6), (9, 12), (15, 7)], [False, False, False, False], 42, False, [False, False, False, False], 1631, 'South', (17, 10))
Element 30: (1, (17, 10), ['', '', '', ''], [(17, 6), (9, 13), (14, 7)], [False, False, False, False], 40, False, [False, False, False, False], 1640, 'West', (16, 10))
Element 31: (1, (16, 10), ['', '', '', ''], [(18, 6), (9, 12), (14, 6)], [False, False, False, False], 38, False, [False, False, False, False], 1639, 'North', (16, 11))
Element 32: (1, (16, 11), ['', '', '', ''], [(17, 6), (9, 11), (13, 6)], [False, False, False, False], 36, False, [False, False, False, False], 1648, 'North', (16, 12))
Element 33: (1, (16, 12), ['', '', '', ''], [(17, 5), (9, 10), (13, 7)], [False, False, False, False], 34, False, [False, False, False, False], 1657, 'North', (16, 13))
Element 34: (1, (16, 13), ['%', '', '%', ''], [(17, 4), (8, 10), (13, 8)], [True, False, True, False], 32, False, [False, False, False, False], 1666, 'South', (16, 12))
Element 35: (1, (16, 12), ['', '', '', ''], [(18, 4), (7, 10), (13, 9)], [False, False, False, False], 30, False, [False, False, False, False], 1675, 'West', (15, 12))
Element 36: (1, (15, 12), ['', '', '%', ''], [(17, 4), (7, 11), (14, 9)], [False, False, True, False], 28, False, [False, False, False, False], 1684, 'South', (15, 11))
Element 37: (1, (15, 11), ['%', '', '', ''], [(17, 3), (6, 11), (15, 9)], [True, False, False, False], 26, False, [False, False, False, False], 1693, 'South', (15, 10))
Element 38: (1, (15, 10), ['%', '', '', ''], [(17, 2), (6, 12), (16, 9)], [True, False, False, False], 24, False, [False, False, False, False], 1702, 'North', (15, 11))
Element 39: (1, (15, 11), ['%', '', '', ''], [(17, 1), (6, 13), (17, 9)], [True, False, False, False], 22, False, [False, False, False, False], 1711, 'North', (15, 12))
Element 40: (1, (15, 12), ['', '', '%', ''], [(18, 1), (7, 13), (18, 9)], [False, False, True, False], 20, False, [False, False, False, False], 1720, 'West', (14, 12))
Element 41: (1, (14, 12), ['%', '%', '', ''], [(17, 1), (6, 13), (18, 10)], [True, True, False, False], 18, False, [False, False, False, False], 1719, 'North', (14, 13))
Element 42: (1, (14, 13), ['', '', '%', '%'], [(16, 1), (5, 13), (18, 11)], [False, False, True, True], 16, False, [False, False, False, False], 1728, 'West', (13, 13))
