Element 1: (1, (16, 11), ['.', '.', 'G', '.'], [(16, 12), (17, 4), (18, 9)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (17, 11))
Element 2: (1, (17, 11), ['', '.', 'G', '.'], [(17, 12), (18, 4), (18, 10)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (18, 11))
Element 3: (1, (18, 11), ['', '', 'G', '%'], [(18, 12), (17, 4), (17, 10)], [False, False, False, True], 94, False, [False, False, False, False], 77, 'South', (18, 10))
Element 4: (1, (18, 10), ['', '', '', '%'], [(18, 13), (17, 5), (17, 9)], [False, False, False, True], 92, False, [False, False, False, False], 106, 'South', (18, 9))
Element 5: (1, (18, 9), ['', '.', '', '%'], [(17, 13), (17, 6), (17, 8)], [False, False, False, True], 90, False, [False, True, False, False], 135, 'South', (18, 8))
Element 6: (1, (18, 8), ['', '%', '', '%'], [(16, 13), (18, 6), (17, 9)], [False, True, False, True], 88, False, [False, False, False, False], 164, 'West', (17, 8))
Element 7: (1, (17, 8), ['%', '%', '', ''], [(17, 13), (17, 6), (16, 9)], [True, True, False, False], 86, False, [False, False, False, False], 173, 'North', (17, 9))
Element 8: (1, (17, 9), ['', '', '', ''], [(18, 13), (16, 6), (16, 10)], [False, False, False, False], 84, False, [False, False, False, False], 192, 'North', (17, 10))
Element 9: (1, (17, 10), ['', '', '', ''], [(18, 12), (16, 7), (15, 10)], [False, False, False, False], 82, False, [False, False, False, False], 211, 'West', (16, 10))
Element 10: (1, (16, 10), ['', '', '', ''], [(18, 11), (15, 7), (15, 11)], [False, False, False, False], 80, False, [False, False, False, False], 230, 'South', (16, 9))
Element 11: (1, (16, 9), ['.', '%', '', ''], [(18, 10), (15, 6), (16, 11)], [False, True, False, False], 78, False, [True, False, False, False], 239, 'West', (15, 9))
Element 12: (1, (15, 9), ['.', '%', '', ''], [(18, 9), (15, 5), (17, 11)], [False, True, False, False], 76, False, [True, False, False, False], 258, 'West', (14, 9))
Element 13: (1, (14, 9), ['.', '%', '%', ''], [(18, 8), (16, 5), (18, 11)], [False, True, True, False], 74, False, [True, False, False, False], 277, 'West', (13, 9))
Element 14: (1, (13, 9), ['.', '.', '%', ''], [(17, 8), (16, 4), (18, 12)], [False, False, True, False], 72, False, [True, True, False, False], 296, 'South', (13, 8))
Element 15: (1, (13, 8), ['.', '.', '', '%'], [(17, 9), (16, 3), (18, 13)], [False, False, False, True], 70, False, [True, True, False, False], 315, 'South', (13, 7))
Element 16: (1, (13, 7), ['.', '.', '', '.'], [(17, 10), (17, 3), (17, 13)], [False, False, False, False], 68, False, [True, True, False, True], 334, 'East', (14, 7))
Element 17: (1, (14, 7), ['', '.', '%', ''], [(17, 11), (17, 2), (17, 12)], [False, False, True, False], 66, False, [False, True, False, False], 353, 'South', (14, 6))
Element 18: (1, (14, 6), ['.', '.', '', ''], [(16, 11), (17, 1), (16, 12)], [False, False, False, False], 64, False, [True, True, False, False], 372, 'South', (14, 5))
Element 19: (1, (14, 5), ['.', '.', '', ''], [(16, 10), (18, 1), (16, 13)], [False, False, False, False], 62, False, [True, True, False, False], 391, 'South', (14, 4))
Element 20: (1, (14, 4), ['.', '.', '', '%'], [(16, 9), (17, 1), (16, 12)], [False, False, False, True], 60, False, [True, True, False, False], 400, 'South', (14, 3))
Element 21: (1, (14, 3), ['.', '%', '', '.'], [(15, 9), (16, 1), (15, 12)], [False, True, False, False], 58, False, [True, False, False, True], 419, 'East', (15, 3))
Element 22: (1, (15, 3), ['', '.', '%', ''], [(15, 10), (16, 2), (14, 12)], [False, False, True, False], 56, False, [False, True, False, False], 448, 'South', (15, 2))
Element 23: (1, (15, 2), ['%', '.', '', ''], [(15, 11), (16, 1), (14, 13)], [True, False, False, False], 54, False, [False, True, False, False], 467, 'South', (15, 1))
Element 24: (1, (15, 1), ['.', '%', '', ''], [(15, 10), (16, 2), (13, 13)], [False, True, False, False], 52, False, [True, False, False, False], 486, 'West', (14, 1))
Element 25: (1, (14, 1), ['.', '%', '%', ''], [(15, 9), (16, 1), (12, 13)], [False, True, True, False], 50, False, [True, False, False, False], 505, 'West', (13, 1))
Element 26: (1, (13, 1), ['.', '%', '%', ''], [(14, 9), (17, 1), (11, 13)], [False, True, True, False], 48, False, [True, False, False, False], 524, 'West', (12, 1))
Element 27: (1, (12, 1), ['.', '%', '%', ''], [(13, 9), (17, 2), (11, 12)], [False, True, True, False], 46, False, [True, False, False, False], 543, 'West', (11, 1))
Element 28: (1, (11, 1), ['F', '%', '.', ''], [(12, 9), (16, 2), (11, 11)], [False, True, False, False], 44, False, [False, False, True, False], 572, 'West', (10, 1))
Element 29: (1, (10, 1), ['.', '%', '.', ''], [(12, 8), (17, 2), (12, 11)], [False, True, False, False], 42, False, [True, False, True, False], 1591, 'North', (10, 2))
Element 30: (1, (10, 2), ['%', '', '%', '.'], [(12, 7), (17, 3), (13, 11)], [True, False, True, False], 40, False, [False, False, False, True], 1620, 'East', (11, 2))
Element 31: (1, (11, 2), ['', '', '.', '%'], [(12, 6), (16, 3), (12, 11)], [False, False, False, True], 38, False, [False, False, True, False], 2629, 'North', (11, 3))
Element 32: (1, (11, 3), ['%', '', '.', '.'], [(13, 6), (16, 2), (11, 11)], [True, False, False, False], 36, False, [False, False, True, True], 2648, 'East', (12, 3))
Element 33: (1, (12, 3), ['', '%', '.', '.'], [(13, 5), (16, 3), (10, 11)], [False, True, False, False], 34, False, [False, False, True, True], 2677, 'East', (13, 3))
Element 34: (1, (13, 3), ['', '%', 'G', ''], [(13, 4), (15, 3), (10, 12)], [False, True, False, False], 32, False, [False, False, False, False], 2706, 'West', (12, 3))
Element 35: (1, (12, 3), ['', '%', 'G', ''], [(12, 4), (15, 2), (9, 12)], [False, True, False, False], 30, False, [False, False, False, False], 2725, 'West', (11, 3))
Element 36: (1, (11, 3), ['%', '', 'G', ''], [(11, 4), (15, 1), (9, 13)], [True, False, False, False], 28, False, [False, False, False, False], 2744, 'East', (12, 3))
Element 37: (1, (12, 3), ['', '%', '', ''], [(10, 4), (14, 1), (9, 12)], [False, True, False, False], 26, False, [False, False, False, False], 2753, 'West', (11, 3))
Element 38: (1, (11, 3), ['%', '', '', ''], [(10, 5), (13, 1), (9, 11)], [True, False, False, False], 24, False, [False, False, False, False], 2772, 'North', (11, 4))
Element 39: (1, (11, 4), ['', '', '%', ''], [(10, 6), (12, 1), (9, 10)], [False, False, True, False], 22, False, [False, False, False, False], 2791, 'East', (12, 4))
Element 40: (1, (12, 4), ['', '', '%', ''], [(11, 6), (11, 1), (8, 10)], [False, False, True, False], 20, False, [False, False, False, False], 2810, 'East', (13, 4))
Element 41: (1, (13, 4), ['', '', '', ''], [(11, 7), (11, 2), (7, 10)], [False, False, False, False], 18, False, [False, False, False, False], 2829, 'North', (13, 5))
Element 42: (1, (13, 5), ['%', '', '', ''], [(11, 6), (11, 3), (7, 11)], [True, False, False, False], 16, False, [False, False, False, False], 2838, 'North', (13, 6))
Element 43: (1, (13, 6), ['', '', '', ''], [(10, 6), (12, 3), (6, 11)], [False, False, False, False], 14, False, [False, False, False, False], 2847, 'West', (12, 6))
Element 44: (1, (12, 6), ['', '%', '', ''], [(9, 6), (13, 3), (6, 12)], [False, True, False, False], 12, False, [False, False, False, False], 2866, 'North', (12, 7))
Element 45: (1, (12, 7), ['', '', '', ''], [(9, 5), (14, 3), (6, 13)], [False, False, False, False], 10, False, [False, False, False, False], 2885, 'North', (12, 8))
Element 46: (1, (12, 8), ['%', '', '', ''], [(9, 4), (14, 4), (7, 13)], [True, False, False, False], 8, False, [False, False, False, False], 2904, 'North', (12, 9))
Element 47: (1, (12, 9), ['.', '', '%', ''], [(9, 3), (14, 5), (6, 13)], [False, False, True, False], 6, False, [True, False, False, False], 2913, 'West', (11, 9))
Element 48: (1, (11, 9), ['%', '%', '%', ''], [(8, 3), (14, 6), (5, 13)], [True, True, True, False], 4, False, [False, False, False, False], 2942, 'East', (12, 9))
Element 49: (1, (12, 9), ['', '', '%', ''], [(8, 4), (14, 7), (5, 12)], [False, False, True, False], 2, False, [False, False, False, False], 2961, 'South', (12, 8))
Element 50: (1, (12, 8), ['%', '', '', ''], [(8, 4), (13, 7), (5, 11)], [True, False, False, False], 0, False, [False, False, False, False], 2970, 'Stop', (12, 8))
Element 51: #0#
