Element 1: (0, (8, 6), ['.', '.', 'F', '.'], [(6, 7), (15, 6), (17, 13)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (8, 7))
Element 2: (0, (8, 7), ['G', '', '.', '%'], [(7, 7), (16, 6), (18, 13)], [False, False, False, True], 96, False, [False, False, True, False], 1029, 'North', (8, 8))
Element 3: (0, (8, 8), ['%', '', '%', '.'], [(7, 6), (17, 6), (18, 12)], [True, False, True, False], 94, False, [False, False, False, True], 1068, 'East', (9, 8))
Element 4: (0, (9, 8), ['', '%', '%', '.'], [(7, 5), (18, 6), (18, 11)], [False, True, True, False], 92, False, [False, False, False, True], 1107, 'East', (10, 8))
Element 5: (0, (10, 8), ['', '%', '%', '%'], [(6, 5), (17, 6), (18, 10)], [False, True, True, True], 90, False, [False, False, False, False], 2126, 'West', (9, 8))
Element 6: (0, (9, 8), ['', '%', '%', ''], [(6, 6), (17, 5), (18, 9)], [False, True, True, False], 88, False, [False, False, False, False], 2155, 'West', (8, 8))
Element 7: (0, (8, 8), ['%', '', '%', ''], [(6, 5), (17, 4), (18, 8)], [True, False, True, False], 86, False, [False, False, False, False], 2174, 'South', (8, 7))
Element 8: (0, (8, 7), ['', '', '', '%'], [(6, 4), (18, 4), (17, 8)], [False, False, False, True], 84, False, [False, False, False, False], 2203, 'South', (8, 6))
Element 9: (0, (8, 6), ['', '.', '', '.'], [(7, 4), (17, 4), (17, 9)], [False, False, False, False], 82, False, [False, True, False, True], 2222, 'East', (9, 6))
Element 10: (0, (9, 6), ['', '.', '%', '.'], [(8, 4), (17, 3), (17, 10)], [False, False, True, False], 80, False, [False, True, False, True], 2261, 'East', (10, 6))
Element 11: (0, (10, 6), ['', '.', '%', '.'], [(9, 4), (17, 2), (17, 11)], [False, False, True, False], 78, False, [False, True, False, True], 2300, 'East', (11, 6))
Element 12: (0, (11, 6), ['', '%', '.', 'F'], [(10, 4), (17, 1), (17, 12)], [False, True, False, False], 76, False, [False, False, True, False], 2339, 'East', (12, 6))
Element 13: (0, (12, 6), ['', '%', '.', '.'], [(11, 4), (18, 1), (16, 12)], [False, True, False, False], 74, False, [False, False, True, True], 3368, 'East', (13, 6))
Element 14: (0, (13, 6), ['', '.', '.', '.'], [(12, 4), (17, 1), (16, 13)], [False, False, False, False], 72, False, [False, True, True, True], 3397, 'East', (14, 6))
Element 15: (0, (14, 6), ['', '.', '.', ''], [(13, 4), (16, 1), (16, 12)], [False, False, False, False], 70, False, [False, True, True, False], 3426, 'North', (14, 7))
Element 16: (0, (14, 7), ['.', '', '%', '.'], [(14, 4), (16, 2), (16, 11)], [False, False, True, False], 68, False, [True, False, False, True], 3465, 'East', (15, 7))
Element 17: (0, (15, 7), ['', '', '%', '.'], [(14, 5), (16, 3), (16, 10)], [False, False, True, False], 66, False, [False, False, False, True], 3504, 'East', (16, 7))
Element 18: (0, (16, 7), ['', '', '%', '%'], [(15, 5), (16, 4), (16, 9)], [False, False, True, True], 64, False, [False, False, False, False], 3543, 'South', (16, 6))
Element 19: (0, (16, 6), ['', 'G', '', ''], [(16, 5), (16, 3), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 3562, 'East', (17, 6))
Element 20: (0, (17, 6), ['', 'G', '%', ''], [(17, 5), (15, 3), (15, 10)], [False, False, True, False], 60, False, [False, False, False, False], 3581, 'East', (18, 6))
Element 21: (0, (18, 6), ['G', '%', '%', '%'], [(17, 6), (15, 2), (15, 11)], [False, True, True, True], 58, False, [False, False, False, False], 3600, 'Stop', (18, 6))
Element 22: (0, (18, 6), ['', '%', '%', '%'], [(16, 6), (15, 1), (15, 12)], [False, True, True, True], 56, False, [False, False, False, False], 3619, 'West', (17, 6))
Element 23: (0, (17, 6), ['', '', '%', ''], [(16, 7), (14, 1), (14, 12)], [False, False, True, False], 54, False, [False, False, False, False], 3638, 'West', (16, 6))
Element 24: (0, (16, 6), ['', '', '', ''], [(15, 7), (13, 1), (14, 13)], [False, False, False, False], 52, False, [False, False, False, False], 3657, 'Stop', (16, 6))
Element 25: (0, (16, 6), ['G', '', '', ''], [(15, 6), (12, 1), (13, 13)], [False, False, False, False], 50, False, [False, False, False, False], 3676, 'North', (16, 7))
Element 26: (0, (16, 7), ['', '', '%', '%'], [(14, 6), (11, 1), (12, 13)], [False, False, True, True], 48, False, [False, False, False, False], 3695, 'West', (15, 7))
Element 27: #1#
