Element 1: (2, (7, 7), ['.', '.', '%', 'F'], [(4, 12), (6, 10), (13, 11)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'East', (8, 7))
Element 2: (2, (8, 7), ['', '.', '.', '%'], [(5, 12), (7, 10), (12, 11)], [False, False, False, True], 96, False, [False, True, True, False], 1048, 'North', (8, 8))
Element 3: (2, (8, 8), ['%', '', '%', '.'], [(6, 12), (8, 10), (11, 11)], [True, False, True, False], 94, False, [False, False, False, True], 1087, 'East', (9, 8))
Element 4: (2, (9, 8), ['', '%', '%', '.'], [(6, 13), (9, 10), (11, 12)], [False, True, True, False], 92, False, [False, False, False, True], 1126, 'East', (10, 8))
Element 5: (2, (10, 8), ['', '%', '%', '%'], [(7, 13), (9, 11), (11, 13)], [False, True, True, True], 90, False, [False, False, False, False], 1165, 'West', (9, 8))
Element 6: (2, (9, 8), ['', '%', '%', ''], [(6, 13), (10, 11), (12, 13)], [False, True, True, False], 88, False, [False, False, False, False], 1184, 'West', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', ''], [(5, 13), (10, 12), (13, 13)], [True, False, True, False], 86, False, [False, False, False, False], 1213, 'South', (8, 7))
Element 8: (2, (8, 7), ['', '.', '', '%'], [(6, 13), (9, 12), (14, 13)], [False, False, False, True], 84, False, [False, True, False, False], 1232, 'South', (8, 6))
Element 9: (2, (8, 6), ['.', '.', '', '.'], [(6, 12), (9, 13), (14, 12)], [False, False, False, False], 82, False, [True, True, False, True], 1261, 'East', (9, 6))
Element 10: (2, (9, 6), ['', '.', '%', '.'], [(6, 11), (9, 12), (15, 12)], [False, False, True, False], 80, False, [False, True, False, True], 1290, 'East', (10, 6))
Element 11: (2, (10, 6), ['', '.', '%', '.'], [(7, 11), (8, 12), (16, 12)], [False, False, True, False], 78, False, [False, True, False, True], 1329, 'East', (11, 6))
Element 12: (2, (11, 6), ['', '%', '.', 'F'], [(7, 10), (9, 12), (17, 12)], [False, True, False, False], 76, False, [False, False, True, False], 1348, 'East', (12, 6))
Element 13: (2, (12, 6), ['', '%', '.', '.'], [(8, 10), (10, 12), (18, 12)], [False, True, False, False], 74, False, [False, False, True, True], 2357, 'East', (13, 6))
Element 14: (2, (13, 6), ['', '.', '.', '.'], [(9, 10), (11, 12), (18, 13)], [False, False, False, False], 72, False, [False, True, True, True], 2376, 'East', (14, 6))
Element 15: (2, (14, 6), ['', '.', '.', '.'], [(9, 11), (11, 13), (17, 13)], [False, False, False, False], 70, False, [False, True, True, True], 2395, 'East', (15, 6))
Element 16: (2, (15, 6), ['', '.', '.', '.'], [(10, 11), (12, 13), (16, 13)], [False, False, False, False], 68, False, [False, True, True, True], 2414, 'East', (16, 6))
Element 17: (2, (16, 6), ['', '.', '.', '.'], [(11, 11), (13, 13), (17, 13)], [False, False, False, False], 66, False, [False, True, True, True], 2423, 'East', (17, 6))
Element 18: (2, (17, 6), ['', '.', '%', '.'], [(12, 11), (14, 13), (18, 13)], [False, False, True, False], 64, False, [False, True, False, True], 2432, 'East', (18, 6))
Element 19: (2, (18, 6), ['', '%', '%', '%'], [(13, 11), (14, 12), (18, 12)], [False, True, True, True], 62, False, [False, False, False, False], 2441, 'West', (17, 6))
Element 20: (2, (17, 6), ['', '.', '%', ''], [(12, 11), (15, 12), (18, 11)], [False, False, True, False], 60, False, [False, True, False, False], 2450, 'South', (17, 5))
Element 21: (2, (17, 5), ['.', '.', '', '%'], [(11, 11), (15, 11), (18, 10)], [False, False, False, True], 58, False, [True, True, False, False], 2479, 'South', (17, 4))
Element 22: (2, (17, 4), ['.', '.', '', '.'], [(11, 12), (16, 11), (18, 9)], [False, False, False, False], 56, False, [True, True, False, True], 2508, 'East', (18, 4))
Element 23: (2, (18, 4), ['', '%', '%', '%'], [(11, 13), (17, 11), (18, 8)], [False, True, True, True], 54, False, [False, False, False, False], 2537, 'West', (17, 4))
Element 24: (2, (17, 4), ['.', '.', '', ''], [(12, 13), (17, 10), (17, 8)], [False, False, False, False], 52, False, [True, True, False, False], 2556, 'South', (17, 3))
Element 25: (2, (17, 3), ['.', '.', '', '%'], [(13, 13), (16, 10), (17, 9)], [False, False, False, True], 50, False, [True, True, False, False], 2585, 'South', (17, 2))
Element 26: (2, (17, 2), ['.', '.', '', '%'], [(14, 13), (15, 10), (16, 9)], [False, False, False, True], 48, False, [True, True, False, False], 2614, 'South', (17, 1))
Element 27: (2, (17, 1), ['.', '%', '', '.'], [(14, 12), (16, 10), (15, 9)], [False, True, False, False], 46, False, [True, False, False, True], 2633, 'East', (18, 1))
Element 28: (2, (18, 1), ['', '%', '%', '%'], [(15, 12), (17, 10), (14, 9)], [False, True, True, True], 44, False, [False, False, False, False], 2652, 'West', (17, 1))
Element 29: (2, (17, 1), ['.', '%', '', ''], [(16, 12), (18, 10), (13, 9)], [False, True, False, False], 42, False, [True, False, False, False], 2661, 'West', (16, 1))
Element 30: (2, (16, 1), ['.', '%', '.', ''], [(17, 12), (18, 11), (13, 8)], [False, True, False, False], 40, False, [True, False, True, False], 2680, 'North', (16, 2))
Element 31: (2, (16, 2), ['.', '', '.', ''], [(18, 12), (18, 10), (13, 7)], [False, False, False, False], 38, False, [True, False, True, False], 2699, 'North', (16, 3))
Element 32: (2, (16, 3), ['.', '', '.', ''], [(18, 13), (18, 9), (14, 7)], [False, False, False, False], 36, False, [True, False, True, False], 2718, 'North', (16, 4))
Element 33: (2, (16, 4), ['%', '', '.', ''], [(17, 13), (18, 8), (15, 7)], [True, False, False, False], 34, False, [False, False, True, False], 2737, 'North', (16, 5))
Element 34: (2, (16, 5), ['.', '', '', ''], [(16, 13), (17, 8), (16, 7)], [False, False, False, False], 32, False, [True, False, False, False], 2756, 'West', (15, 5))
Element 35: (2, (15, 5), ['.', '%', '', ''], [(17, 13), (17, 9), (16, 6)], [False, True, False, False], 30, False, [True, False, False, False], 2765, 'West', (14, 5))
Element 36: (2, (14, 5), ['.', '.', '', ''], [(18, 13), (16, 9), (17, 6)], [False, False, False, False], 28, False, [True, True, False, False], 2774, 'South', (14, 4))
Element 37: (2, (14, 4), ['.', '.', '', '%'], [(18, 12), (15, 9), (18, 6)], [False, False, False, True], 26, False, [True, True, False, False], 2783, 'South', (14, 3))
Element 38: (2, (14, 3), ['.', '%', '', '.'], [(18, 11), (14, 9), (17, 6)], [False, True, False, False], 24, False, [True, False, False, True], 2792, 'East', (15, 3))
Element 39: (2, (15, 3), ['', '.', '%', ''], [(18, 10), (13, 9), (17, 5)], [False, False, True, False], 22, False, [False, True, False, False], 2801, 'South', (15, 2))
Element 40: (2, (15, 2), ['%', '.', '', ''], [(18, 9), (12, 9), (17, 4)], [True, False, False, False], 20, False, [False, True, False, False], 2820, 'South', (15, 1))
Element 41: (2, (15, 1), ['.', '%', '', ''], [(18, 8), (12, 8), (18, 4)], [False, True, False, False], 18, False, [True, False, False, False], 2839, 'West', (14, 1))
Element 42: (2, (14, 1), ['.', '%', '%', ''], [(17, 8), (12, 7), (17, 4)], [False, True, True, False], 16, False, [True, False, False, False], 2858, 'West', (13, 1))
Element 43: (2, (13, 1), ['.', '%', '%', ''], [(17, 9), (11, 7), (17, 3)], [False, True, True, False], 14, False, [True, False, False, False], 2877, 'West', (12, 1))
Element 44: (2, (12, 1), ['.', '%', '%', ''], [(17, 10), (11, 6), (17, 2)], [False, True, True, False], 12, False, [True, False, False, False], 2886, 'West', (11, 1))
