Element 1: (0, (9, 13), ['%', '.', '%', '%'], [(1, 1), (3, 10), (12, 3)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (9, 12))
Element 38: (0, (15, 5), ['', '%', '', ''], [(3, 1), (16, 12), (10, 4)], [False, True, False, False], 24, False, [False, False, False, False], 1803, 'East', (16, 5))
Element 39: (0, (16, 5), ['', '', '', ''], [(3, 2), (16, 13), (11, 4)], [False, False, False, False], 22, False, [False, False, False, False], 1812, 'East', (17, 5))
Element 40: (0, (17, 5), ['', '', '', '%'], [(3, 1), (16, 12), (12, 4)], [False, False, False, True], 20, False, [False, False, False, False], 1821, 'North', (17, 6))
Element 41: (0, (17, 6), ['', '', '%', ''], [(2, 1), (17, 12), (13, 4)], [False, False, True, False], 18, False, [False, False, False, False], 1820, 'East', (18, 6))
Element 42: (0, (18, 6), ['', '%', '%', '%'], [(2, 2), (17, 13), (14, 4)], [False, True, True, True], 16, False, [False, False, False, False], 1819, 'West', (17, 6))
Element 43: (0, (17, 6), ['', '', '%', ''], [(2, 1), (16, 13), (13, 4)], [False, False, True, False], 14, False, [False, False, False, False], 1818, 'West', (16, 6))
Element 44: (0, (16, 6), ['', '', '', ''], [(1, 1), (17, 13), (13, 5)], [False, False, False, False], 12, False, [False, False, False, False], 1817, 'North', (16, 7))
Element 45: (0, (16, 7), ['', '', '%', '%'], [(1, 2), (18, 13), (13, 6)], [False, False, True, True], 10, False, [False, False, False, False], 1816, 'West', (15, 7))
Element 46: (0, (15, 7), ['', '', '%', ''], [(1, 1), (18, 12), (13, 5)], [False, False, True, False], 8, False, [False, False, False, False], 1815, 'South', (15, 6))
Element 47: (0, (15, 6), ['', '', '', ''], [(1, 1), (17, 12), (13, 4)], [False, False, False, False], 6, False, [False, False, False, False], 1814, 'West', (14, 6))
Element 48: (0, (14, 6), ['', '', '', ''], [(2, 1), (18, 12), (12, 4)], [False, False, False, False], 4, False, [False, False, False, False], 1813, 'North', (14, 7))
Element 49: (0, (14, 7), ['', '', '%', ''], [(3, 1), (18, 11), (11, 4)], [False, False, True, False], 2, False, [False, False, False, False], 1812, 'South', (14, 6))
Element 50: (0, (14, 6), ['', '', '', ''], [(4, 1), (18, 10), (11, 3)], [False, False, False, False], 0, False, [False, False, False, False], 1821, 'Stop', (14, 6))
Element 51: #0#
