Element 1: (0, (9, 13), ['%', '.', '%', '%'], [(5, 11), (16, 1), (18, 4)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (9, 12))
Element 2: (0, (9, 12), ['.', '.', '', '.'], [(6, 11), (17, 1), (17, 4)], [False, False, False, False], 96, False, [True, True, False, True], 39, 'East', (10, 12))
Element 3: (0, (10, 12), ['', '.', '%', '.'], [(7, 11), (18, 1), (17, 5)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (11, 12))
Element 4: (0, (11, 12), ['', '.', '.', '%'], [(7, 10), (17, 1), (17, 6)], [False, False, False, True], 92, False, [False, True, True, False], 107, 'North', (11, 13))
Element 5: (0, (11, 13), ['%', '', '%', '.'], [(8, 10), (17, 2), (18, 6)], [True, False, True, False], 90, False, [False, False, False, True], 146, 'East', (12, 13))
Element 6: (0, (12, 13), ['', '%', '%', '.'], [(9, 10), (17, 3), (17, 6)], [False, True, True, False], 88, False, [False, False, False, True], 175, 'East', (13, 13))
Element 7: (0, (13, 13), ['', '%', '%', '.'], [(9, 11), (16, 3), (16, 6)], [False, True, True, False], 86, False, [False, False, False, True], 214, 'East', (14, 13))
Element 8: (0, (14, 13), ['', '.', '%', '%'], [(10, 11), (16, 4), (16, 7)], [False, False, True, True], 84, False, [False, True, False, False], 253, 'South', (14, 12))
Element 9: (0, (14, 12), ['%', '%', '', '.'], [(11, 11), (16, 5), (15, 7)], [True, True, False, False], 82, False, [False, False, False, True], 292, 'East', (15, 12))
Element 10: (0, (15, 12), ['', '.', '%', '.'], [(12, 11), (15, 5), (15, 6)], [False, False, True, False], 80, False, [False, True, False, True], 331, 'East', (16, 12))
Element 11: (0, (16, 12), ['', '.', '.', '.'], [(13, 11), (14, 5), (14, 6)], [False, False, False, False], 78, False, [False, True, True, True], 370, 'East', (17, 12))
Element 12: (0, (17, 12), ['', '.', '.', '.'], [(12, 11), (14, 4), (14, 7)], [False, False, False, False], 76, False, [False, True, True, True], 399, 'East', (18, 12))
Element 13: (0, (18, 12), ['', '.', '.', '%'], [(11, 11), (14, 3), (13, 7)], [False, False, False, True], 74, False, [False, True, True, False], 428, 'North', (18, 13))
Element 14: (0, (18, 13), ['.', '', '%', '%'], [(11, 12), (15, 3), (13, 8)], [False, False, True, True], 72, False, [True, False, False, False], 457, 'West', (17, 13))
Element 15: (0, (17, 13), ['.', '', '%', ''], [(11, 13), (15, 2), (13, 9)], [False, False, True, False], 70, False, [True, False, False, False], 486, 'West', (16, 13))
Element 16: (0, (16, 13), ['%', '', '%', ''], [(12, 13), (16, 2), (14, 9)], [True, False, True, False], 68, False, [False, False, False, False], 515, 'East', (17, 13))
Element 17: (0, (17, 13), ['', '', '%', ''], [(13, 13), (15, 2), (15, 9)], [False, False, True, False], 66, False, [False, False, False, False], 524, 'East', (18, 13))
Element 18: (0, (18, 13), ['', '', '%', '%'], [(14, 13), (15, 1), (16, 9)], [False, False, True, True], 64, False, [False, False, False, False], 543, 'South', (18, 12))
Element 19: (0, (18, 12), ['', '.', '', '%'], [(14, 12), (14, 1), (17, 9)], [False, False, False, True], 62, False, [False, True, False, False], 562, 'South', (18, 11))
Element 20: (0, (18, 11), ['.', '.', '', '%'], [(15, 12), (13, 1), (18, 9)], [False, False, False, True], 60, False, [True, True, False, False], 591, 'South', (18, 10))
Element 21: (0, (18, 10), ['.', '', '', '%'], [(15, 11), (12, 1), (18, 8)], [False, False, False, True], 58, False, [True, False, False, False], 630, 'West', (17, 10))
Element 22: (0, (17, 10), ['.', '', '.', ''], [(16, 11), (11, 1), (17, 8)], [False, False, False, False], 56, False, [True, False, True, False], 669, 'North', (17, 11))
Element 23: (0, (17, 11), ['', '', '', ''], [(16, 10), (10, 1), (18, 8)], [False, False, False, False], 54, False, [False, False, False, False], 1688, 'West', (16, 11))
Element 24: (0, (16, 11), ['', '', '', ''], [(15, 10), (10, 2), (18, 9)], [False, False, False, False], 52, False, [False, False, False, False], 1707, 'South', (16, 10))
Element 25: (0, (16, 10), ['', '', '', ''], [(15, 9), (11, 2), (17, 9)], [False, False, False, False], 50, False, [False, False, False, False], 1716, 'South', (16, 9))
Element 26: (0, (16, 9), ['', '%', '', ''], [(14, 9), (11, 3), (17, 10)], [False, True, False, False], 48, False, [False, False, False, False], 1725, 'East', (17, 9))
Element 27: (0, (17, 9), ['', '', '', ''], [(13, 9), (12, 3), (18, 10)], [False, False, False, False], 46, False, [False, False, False, False], 1734, 'East', (18, 9))
Element 28: (0, (18, 9), ['', '', '', '%'], [(12, 9), (13, 3), (18, 11)], [False, False, False, True], 44, False, [False, False, False, False], 1753, 'South', (18, 8))
Element 29: (0, (18, 8), ['', '%', '', '%'], [(12, 8), (13, 4), (18, 12)], [False, True, False, True], 42, False, [False, False, False, False], 1772, 'West', (17, 8))
Element 30: (0, (17, 8), ['%', '%', '', ''], [(12, 7), (13, 5), (18, 13)], [True, True, False, False], 40, False, [False, False, False, False], 1791, 'East', (18, 8))
Element 31: (0, (18, 8), ['', '%', '', '%'], [(12, 6), (13, 6), (17, 13)], [False, True, False, True], 38, False, [False, False, False, False], 2800, 'North', (18, 9))
Element 32: (0, (18, 9), ['', '', '', '%'], [(11, 6), (14, 6), (17, 12)], [False, False, False, True], 36, False, [False, False, False, False], 2809, 'West', (17, 9))
Element 33: (0, (17, 9), ['', '', '', ''], [(11, 7), (15, 6), (17, 11)], [False, False, False, False], 34, False, [False, False, False, False], 2818, 'South', (17, 8))
Element 34: (0, (17, 8), ['%', '%', '', ''], [(11, 6), (16, 6), (16, 11)], [True, True, False, False], 32, False, [False, False, False, False], 2817, 'North', (17, 9))
Element 35: (0, (17, 9), ['', '', '', ''], [(10, 6), (17, 6), (16, 12)], [False, False, False, False], 30, False, [False, False, False, False], 2826, 'West', (16, 9))
Element 36: (0, (16, 9), ['', '%', '', ''], [(10, 5), (18, 6), (16, 13)], [False, True, False, False], 28, False, [False, False, False, False], 2835, 'West', (15, 9))
Element 37: (0, (15, 9), ['', '%', '', ''], [(10, 4), (17, 6), (16, 12)], [False, True, False, False], 26, False, [False, False, False, False], 2844, 'North', (15, 10))
Element 38: (0, (15, 10), ['%', '', '', ''], [(11, 4), (17, 5), (15, 12)], [True, False, False, False], 24, False, [False, False, False, False], 2853, 'North', (15, 11))
Element 39: (0, (15, 11), ['%', '', '', ''], [(12, 4), (17, 4), (14, 12)], [True, False, False, False], 22, False, [False, False, False, False], 2862, 'South', (15, 10))
Element 40: (0, (15, 10), ['%', '', '', ''], [(13, 4), (18, 4), (14, 13)], [True, False, False, False], 20, False, [False, False, False, False], 2861, 'South', (15, 9))
Element 41: (0, (15, 9), ['', '%', '', ''], [(14, 4), (17, 4), (13, 13)], [False, True, False, False], 18, False, [False, False, False, False], 2860, 'West', (14, 9))
Element 42: (0, (14, 9), ['', '%', '%', ''], [(14, 5), (17, 5), (12, 13)], [False, True, True, False], 16, False, [False, False, False, False], 2859, 'West', (13, 9))
Element 43: (0, (13, 9), ['', '', '%', ''], [(15, 5), (17, 6), (11, 13)], [False, False, True, False], 14, False, [False, False, False, False], 2858, 'South', (13, 8))
Element 44: (0, (13, 8), ['', '', '', '%'], [(16, 5), (16, 6), (11, 12)], [False, False, False, True], 12, False, [False, False, False, False], 2857, 'South', (13, 7))
Element 45: (0, (13, 7), ['', '', '', ''], [(17, 5), (16, 7), (11, 11)], [False, False, False, False], 10, False, [False, False, False, False], 2856, 'East', (14, 7))
Element 46: (0, (14, 7), ['', '', '%', 'G'], [(17, 6), (15, 7), (12, 11)], [False, False, True, False], 8, False, [False, False, False, False], 2855, 'South', (14, 6))
Element 47: (0, (14, 6), ['', '', 'G', ''], [(18, 6), (14, 7), (13, 11)], [False, False, False, False], 6, False, [False, False, False, False], 2854, 'East', (15, 6))
