Element 1: (3, (6, 11), ['', '.', '.', '.'], [(5, 12), (3, 1), (4, 2)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (7, 11))
Element 2: (3, (7, 11), ['', '.', '%', '%'], [(6, 12), (4, 1), (5, 2)], [False, False, True, True], 96, False, [False, True, False, False], 68, 'South', (7, 10))
Element 3: (3, (7, 10), ['.', '%', '', '.'], [(6, 13), (4, 2), (5, 2)], [False, True, False, False], 94, False, [True, False, False, True], 87, 'East', (8, 10))
Element 4: (3, (8, 10), ['', '%', '%', '.'], [(7, 13), (3, 2), (4, 2)], [False, True, True, False], 92, False, [False, False, False, True], 106, 'East', (9, 10))
Element 5: (3, (9, 10), ['', '%', '.', '%'], [(6, 13), (2, 2), (3, 2)], [False, True, False, True], 90, False, [False, False, True, False], 125, 'North', (9, 11))
Element 6: (3, (9, 11), ['%', '', '.', '.'], [(5, 13), (1, 2), (3, 2)], [True, False, False, False], 88, False, [False, False, True, True], 154, 'East', (10, 11))
Element 7: (3, (10, 11), ['', '%', '.', '.'], [(6, 13), (1, 1), (3, 2)], [False, True, False, False], 86, False, [False, False, True, True], 173, 'East', (11, 11))
Element 8: (3, (11, 11), ['', '%', '.', '.'], [(6, 12), (1, 2), (4, 2)], [False, True, False, False], 84, False, [False, False, True, True], 182, 'East', (12, 11))
Element 9: (3, (12, 11), ['', '%', '%', '.'], [(6, 11), (2, 2), (5, 2)], [False, True, True, False], 82, False, [False, False, False, True], 191, 'East', (13, 11))
Element 10: (3, (13, 11), ['', '%', '%', '%'], [(6, 10), (3, 2), (4, 2)], [False, True, True, True], 80, False, [False, False, False, False], 210, 'West', (12, 11))
Element 11: (3, (12, 11), ['', '%', '%', ''], [(5, 10), (2, 2), (4, 1)], [False, True, True, False], 78, False, [False, False, False, False], 219, 'West', (11, 11))
Element 12: (3, (11, 11), ['', '%', '.', ''], [(4, 10), (1, 2), (3, 1)], [False, True, False, False], 76, False, [False, False, True, False], 228, 'North', (11, 12))
Element 13: (3, (11, 12), ['.', '', '.', '%'], [(3, 10), (1, 1), (2, 1)], [False, False, False, True], 74, False, [True, False, True, False], 247, 'North', (11, 13))
Element 14: (3, (11, 13), ['%', '', '%', '.'], [(4, 10), (1, 2), (2, 2)], [True, False, True, False], 72, False, [False, False, False, True], 256, 'East', (12, 13))
Element 15: (3, (12, 13), ['', '%', '%', '.'], [(5, 10), (1, 1), (1, 2)], [False, True, True, False], 70, False, [False, False, False, True], 265, 'East', (13, 13))
Element 16: (3, (13, 13), ['', '%', '%', '.'], [(6, 10), (2, 1), (1, 1)], [False, True, True, False], 68, False, [False, False, False, True], 274, 'East', (14, 13))
Element 17: (3, (14, 13), ['', '.', '%', '%'], [(7, 10), (2, 2), (1, 2)], [False, False, True, True], 66, False, [False, True, False, False], 283, 'South', (14, 12))
Element 18: (3, (14, 12), ['%', '%', '', '.'], [(8, 10), (2, 1), (2, 2)], [True, True, False, False], 64, False, [False, False, False, True], 292, 'East', (15, 12))
Element 19: (3, (15, 12), ['', '.', '%', '.'], [(9, 10), (1, 1), (2, 1)], [False, False, True, False], 62, False, [False, True, False, True], 301, 'East', (16, 12))
Element 20: (3, (16, 12), ['', '.', '.', '.'], [(9, 11), (1, 2), (1, 1)], [False, False, False, False], 60, False, [False, True, True, True], 310, 'East', (17, 12))
