Element 1: (0, (8, 6), ['.', '.', 'F', '.'], [(6, 6), (11, 4), (15, 7)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (8, 7))
Element 2: (0, (8, 7), ['.', '', '.', '%'], [(6, 5), (12, 4), (16, 7)], [False, False, False, True], 96, False, [True, False, True, False], 2019, 'North', (8, 8))
Element 3: (0, (8, 8), ['%', '', '%', '.'], [(7, 5), (13, 4), (16, 6)], [True, False, True, False], 94, False, [False, False, False, True], 2058, 'East', (9, 8))
Element 4: (0, (9, 8), ['', '%', '%', '.'], [(8, 5), (14, 4), (17, 6)], [False, True, True, False], 92, False, [False, False, False, True], 2097, 'East', (10, 8))
Element 5: (0, (10, 8), ['', '%', '%', '%'], [(9, 5), (14, 5), (18, 6)], [False, True, True, True], 90, False, [False, False, False, False], 2136, 'West', (9, 8))
Element 6: (0, (9, 8), ['', '%', '%', ''], [(10, 5), (15, 5), (17, 6)], [False, True, True, False], 88, False, [False, False, False, False], 2155, 'West', (8, 8))
Element 7: (0, (8, 8), ['%', '', '%', ''], [(10, 6), (16, 5), (17, 5)], [True, False, True, False], 86, False, [False, False, False, False], 2184, 'South', (8, 7))
Element 8: (0, (8, 7), ['.', '', '', '%'], [(11, 6), (16, 4), (17, 4)], [False, False, False, True], 84, False, [True, False, False, False], 2213, 'West', (7, 7))
Element 9: (0, (7, 7), ['.', '.', '%', ''], [(12, 6), (16, 3), (18, 4)], [False, False, True, False], 82, False, [True, True, False, False], 3242, 'South', (7, 6))
Element 10: (0, (7, 6), ['', '', '', ''], [(13, 6), (17, 3), (17, 4)], [False, False, False, False], 80, False, [False, False, False, False], 3271, 'South', (7, 5))
Element 11: (0, (7, 5), ['', '.', '', ''], [(14, 6), (17, 2), (17, 3)], [False, False, False, False], 78, False, [False, True, False, False], 3290, 'South', (7, 4))
Element 12: (0, (7, 4), ['.', '.', '', '.'], [(15, 6), (17, 1), (17, 2)], [False, False, False, False], 76, False, [True, True, False, True], 3319, 'East', (8, 4))
Element 13: (0, (8, 4), ['', '.', '', '.'], [(16, 6), (18, 1), (16, 2)], [False, False, False, False], 74, False, [False, True, False, True], 3348, 'East', (9, 4))
Element 14: (0, (9, 4), ['', '.', '', '.'], [(17, 6), (17, 1), (16, 1)], [False, False, False, False], 72, False, [False, True, False, True], 3367, 'East', (10, 4))
Element 15: (0, (10, 4), ['', '%', '', ''], [(18, 6), (17, 2), (15, 1)], [False, True, False, False], 70, False, [False, False, False, False], 3386, 'East', (11, 4))
Element 16: (0, (11, 4), ['', '.', '%', ''], [(17, 6), (17, 1), (15, 2)], [False, False, True, False], 68, False, [False, True, False, False], 3395, 'South', (11, 3))
Element 17: (0, (11, 3), ['%', '.', '', '.'], [(17, 5), (17, 2), (15, 3)], [True, False, False, False], 66, False, [False, True, False, True], 3414, 'East', (12, 3))
Element 18: (0, (12, 3), ['', '%', '', '.'], [(17, 4), (16, 2), (14, 3)], [False, True, False, False], 64, False, [False, False, False, True], 3433, 'East', (13, 3))
Element 19: (0, (13, 3), ['', '%', '', ''], [(18, 4), (16, 1), (14, 4)], [False, True, False, False], 62, False, [False, False, False, False], 3442, 'East', (14, 3))
Element 20: (0, (14, 3), ['', '%', '', ''], [(17, 4), (15, 1), (14, 5)], [False, True, False, False], 60, False, [False, False, False, False], 3441, 'East', (15, 3))
Element 21: (0, (15, 3), ['', '', '%', ''], [(17, 3), (14, 1), (13, 5)], [False, False, True, False], 58, False, [False, False, False, False], 3460, 'East', (16, 3))
Element 22: (0, (16, 3), ['', '', '', ''], [(17, 2), (13, 1), (13, 6)], [False, False, False, False], 56, False, [False, False, False, False], 3469, 'East', (17, 3))
Element 23: (0, (17, 3), ['', '', '', '%'], [(17, 1), (12, 1), (13, 7)], [False, False, False, True], 54, False, [False, False, False, False], 3488, 'North', (17, 4))
Element 24: (0, (17, 4), ['', '', '', ''], [(18, 1), (11, 1), (14, 7)], [False, False, False, False], 52, False, [False, False, False, False], 3507, 'East', (18, 4))
Element 25: #1#
