Element 1: (2, (8, 6), ['.', '.', 'F', '.'], [(17, 6), (7, 1), (13, 13)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (8, 7))
Element 2: (2, (8, 7), ['.', '', '.', '%'], [(18, 6), (8, 1), (14, 13)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (8, 8))
Element 3: (2, (8, 8), ['%', '', '%', '.'], [(17, 6), (9, 1), (14, 12)], [True, False, True, False], 94, False, [False, False, False, True], 1077, 'East', (9, 8))
Element 4: (2, (9, 8), ['', '%', '%', '.'], [(16, 6), (10, 1), (15, 12)], [False, True, True, False], 92, False, [False, False, False, True], 2106, 'East', (10, 8))
Element 5: (2, (10, 8), ['', '%', '%', '%'], [(16, 7), (11, 1), (16, 12)], [False, True, True, True], 90, False, [False, False, False, False], 2145, 'West', (9, 8))
Element 6: (2, (9, 8), ['', '%', '%', ''], [(15, 7), (12, 1), (17, 12)], [False, True, True, False], 88, False, [False, False, False, False], 2174, 'West', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', ''], [(15, 6), (13, 1), (18, 12)], [True, False, True, False], 86, False, [False, False, False, False], 2203, 'South', (8, 7))
Element 8: (2, (8, 7), ['.', '', '', '%'], [(15, 5), (14, 1), (18, 13)], [False, False, False, True], 84, False, [True, False, False, False], 2232, 'West', (7, 7))
Element 9: (2, (7, 7), ['.', '.', '%', ''], [(16, 5), (15, 1), (17, 13)], [False, False, True, False], 82, False, [True, True, False, False], 2271, 'South', (7, 6))
Element 10: (2, (7, 6), ['.', '.', '', ''], [(16, 4), (16, 1), (16, 13)], [False, False, False, False], 80, False, [True, True, False, False], 2310, 'South', (7, 5))
Element 11: (2, (7, 5), ['F', '.', '', '.'], [(17, 4), (17, 1), (17, 13)], [False, False, False, False], 78, False, [False, True, False, True], 2339, 'West', (6, 5))
Element 12: (2, (6, 5), ['%', '.', '.', ''], [(18, 4), (18, 1), (18, 13)], [True, False, False, False], 76, False, [False, True, True, False], 3358, 'North', (6, 6))
Element 13: (2, (6, 6), ['%', '', '.', ''], [(17, 4), (17, 1), (18, 12)], [True, False, False, False], 74, False, [False, False, True, False], 3367, 'North', (6, 7))
Element 14: (2, (6, 7), ['.', '', '%', ''], [(17, 3), (17, 2), (18, 11)], [False, False, True, False], 72, False, [True, False, False, False], 3406, 'West', (5, 7))
Element 15: (2, (5, 7), ['.', '%', '.', ''], [(16, 3), (16, 2), (18, 10)], [False, True, False, False], 70, False, [True, False, True, False], 3445, 'North', (5, 8))
Element 16: (2, (5, 8), ['.', '', '%', '%'], [(15, 3), (15, 2), (18, 9)], [False, False, True, True], 68, False, [True, False, False, False], 3484, 'West', (4, 8))
Element 17: (2, (4, 8), ['.', '.', '%', ''], [(14, 3), (15, 3), (18, 8)], [False, False, True, False], 66, False, [True, True, False, False], 3513, 'South', (4, 7))
Element 18: (2, (4, 7), ['%', '%', '', ''], [(14, 4), (16, 3), (17, 8)], [True, True, False, False], 64, False, [False, False, False, False], 3542, 'North', (4, 8))
Element 19: (2, (4, 8), ['.', '', '%', ''], [(14, 5), (17, 3), (17, 9)], [False, False, True, False], 62, False, [True, False, False, False], 3561, 'West', (3, 8))
Element 20: (2, (3, 8), ['.', '%', '%', ''], [(14, 6), (17, 4), (17, 10)], [False, True, True, False], 60, False, [True, False, False, False], 3590, 'West', (2, 8))
Element 21: (2, (2, 8), ['%', '%', '.', ''], [(14, 7), (18, 4), (17, 11)], [True, True, False, False], 58, False, [False, False, True, False], 3619, 'North', (2, 9))
Element 22: (2, (2, 9), ['.', '', '%', '%'], [(13, 7), (17, 4), (16, 11)], [False, False, True, True], 56, False, [True, False, False, False], 3648, 'West', (1, 9))
Element 23: (2, (1, 9), ['%', '%', '%', ''], [(13, 8), (17, 5), (16, 10)], [True, True, True, False], 54, False, [False, False, False, False], 3677, 'East', (2, 9))
Element 24: (2, (2, 9), ['', '', '%', '%'], [(13, 9), (17, 6), (16, 9)], [False, False, True, True], 52, False, [False, False, False, False], 3696, 'South', (2, 8))
Element 25: (2, (2, 8), ['%', '%', '', ''], [(14, 9), (18, 6), (15, 9)], [True, True, False, False], 50, False, [False, False, False, False], 3715, 'East', (3, 8))
Element 26: (2, (3, 8), ['', '%', '%', ''], [(15, 9), (17, 6), (15, 10)], [False, True, True, False], 48, False, [False, False, False, False], 3724, 'East', (4, 8))
Element 27: (2, (4, 8), ['', '', '%', ''], [(16, 9), (16, 6), (15, 11)], [False, False, True, False], 46, False, [False, False, False, False], 3733, 'East', (5, 8))
Element 28: (2, (5, 8), ['', '', '%', '%'], [(17, 9), (16, 7), (15, 10)], [False, False, True, True], 44, False, [False, False, False, False], 3732, 'South', (5, 7))
