Element 1: (0, (10, 8), ['.', '%', '%', '%'], [(3, 10), (5, 10), (9, 3)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (9, 8))
Element 2: (0, (9, 8), ['.', '%', '%', ''], [(4, 10), (6, 10), (9, 4)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (8, 8))
Element 3: (0, (8, 8), ['%', 'F', '%', ''], [(5, 10), (7, 10), (10, 4)], [True, False, True, False], 94, False, [False, False, False, False], 68, 'South', (8, 7))
Element 4: (0, (8, 7), ['.', '.', '', '%'], [(5, 11), (8, 10), (11, 4)], [False, False, False, True], 92, False, [True, True, False, False], 1097, 'South', (8, 6))
Element 5: (0, (8, 6), ['.', '.', '', '.'], [(6, 11), (9, 10), (12, 4)], [False, False, False, False], 90, False, [True, True, False, True], 1136, 'East', (9, 6))
Element 6: (0, (9, 6), ['', '.', '%', '.'], [(7, 11), (9, 11), (13, 4)], [False, False, True, False], 88, False, [False, True, False, True], 1175, 'East', (10, 6))
Element 7: (0, (10, 6), ['', '.', '%', '.'], [(7, 10), (10, 11), (14, 4)], [False, False, True, False], 86, False, [False, True, False, True], 1204, 'East', (11, 6))
Element 8: (0, (11, 6), ['', '%', '.', 'F'], [(8, 10), (11, 11), (14, 5)], [False, True, False, False], 84, False, [False, False, True, False], 1233, 'East', (12, 6))
Element 9: (0, (12, 6), ['', '%', '.', '.'], [(9, 10), (12, 11), (15, 5)], [False, True, False, False], 82, False, [False, False, True, True], 2252, 'East', (13, 6))
Element 10: (0, (13, 6), ['', '.', '.', '.'], [(9, 11), (13, 11), (16, 5)], [False, False, False, False], 80, False, [False, True, True, True], 2281, 'East', (14, 6))
Element 11: (0, (14, 6), ['', '', '.', '.'], [(9, 12), (12, 11), (17, 5)], [False, False, False, False], 78, False, [False, False, True, True], 2310, 'East', (15, 6))
Element 12: (0, (15, 6), ['', '', '.', '.'], [(10, 12), (11, 11), (17, 6)], [False, False, False, False], 76, False, [False, False, True, True], 2339, 'East', (16, 6))
Element 13: (0, (16, 6), ['', '', '.', ''], [(11, 12), (10, 11), (18, 6)], [False, False, False, False], 74, False, [False, False, True, False], 2368, 'North', (16, 7))
Element 14: (0, (16, 7), ['.', '', '%', '%'], [(11, 13), (11, 11), (17, 6)], [False, False, True, True], 72, False, [True, False, False, False], 2387, 'West', (15, 7))
Element 15: (0, (15, 7), ['.', '', '%', ''], [(12, 13), (10, 11), (17, 5)], [False, False, True, False], 70, False, [True, False, False, False], 2406, 'West', (14, 7))
Element 16: (0, (14, 7), ['.', '', '%', ''], [(13, 13), (10, 12), (17, 4)], [False, False, True, False], 68, False, [True, False, False, False], 2435, 'West', (13, 7))
Element 17: (0, (13, 7), ['.', '', '.', ''], [(14, 13), (11, 12), (18, 4)], [False, False, False, False], 66, False, [True, False, True, False], 2464, 'North', (13, 8))
