Element 1: (2, (8, 6), ['.', '.', 'F', '.'], [(2, 8), (4, 2), (18, 9)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (8, 7))
Element 2: (2, (8, 7), ['.', '', '.', '%'], [(3, 8), (5, 2), (18, 10)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (8, 8))
Element 3: (2, (8, 8), ['%', '', '%', '.'], [(4, 8), (4, 2), (18, 11)], [True, False, True, False], 94, False, [False, False, False, True], 1077, 'East', (9, 8))
Element 4: (2, (9, 8), ['', '%', '%', '.'], [(5, 8), (4, 1), (18, 12)], [False, True, True, False], 92, False, [False, False, False, True], 1116, 'East', (10, 8))
Element 5: (2, (10, 8), ['', '%', '%', '%'], [(5, 7), (3, 1), (18, 13)], [False, True, True, True], 90, False, [False, False, False, False], 1155, 'West', (9, 8))
Element 6: (2, (9, 8), ['', '%', '%', ''], [(6, 7), (2, 1), (17, 13)], [False, True, True, False], 88, False, [False, False, False, False], 1184, 'West', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', ''], [(7, 7), (2, 2), (17, 12)], [True, False, True, False], 86, False, [False, False, False, False], 1213, 'South', (8, 7))
Element 8: (2, (8, 7), ['', '', '', '%'], [(7, 6), (1, 2), (17, 11)], [False, False, False, True], 84, False, [False, False, False, False], 1242, 'West', (7, 7))
Element 9: (2, (7, 7), ['', '', '%', ''], [(7, 5), (1, 1), (17, 10)], [False, False, True, False], 82, False, [False, False, False, False], 1271, 'South', (7, 6))
Element 10: (2, (7, 6), ['.', '', '', ''], [(6, 5), (1, 2), (17, 9)], [False, False, False, False], 80, False, [True, False, False, False], 2280, 'West', (6, 6))
Element 11: (2, (6, 6), ['%', '', '', ''], [(6, 4), (2, 2), (17, 8)], [True, False, False, False], 78, False, [False, False, False, False], 2309, 'North', (6, 7))
Element 12: (2, (6, 7), ['', '', '%', ''], [(7, 4), (2, 1), (18, 8)], [False, False, True, False], 76, False, [False, False, False, False], 2328, 'West', (5, 7))
Element 13: (2, (5, 7), ['.', '%', '', ''], [(8, 4), (1, 1), (17, 8)], [False, True, False, False], 74, False, [True, False, False, False], 2337, 'West', (4, 7))
Element 14: (2, (4, 7), ['%', '%', '', ''], [(9, 4), (2, 1), (17, 9)], [True, True, False, False], 72, False, [False, False, False, False], 2356, 'North', (4, 8))
Element 15: (2, (4, 8), ['', '', '%', ''], [(10, 4), (3, 1), (16, 9)], [False, False, True, False], 70, False, [False, False, False, False], 2375, 'East', (5, 8))
Element 16: (2, (5, 8), ['', '', '%', '%'], [(11, 4), (4, 1), (16, 10)], [False, False, True, True], 68, False, [False, False, False, False], 2394, 'West', (4, 8))
Element 17: (2, (4, 8), ['', '', '%', ''], [(12, 4), (4, 2), (16, 11)], [False, False, True, False], 66, False, [False, False, False, False], 2413, 'West', (3, 8))
Element 18: (2, (3, 8), ['', '%', '%', ''], [(13, 4), (3, 2), (16, 12)], [False, True, True, False], 64, False, [False, False, False, False], 2432, 'West', (2, 8))
