Element 1: (0, (7, 7), ['.', '.', '%', 'F'], [(13, 7), (15, 2), (18, 8)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 7))
Element 2: (0, (8, 7), ['', '.', '.', '%'], [(14, 7), (16, 2), (18, 9)], [False, False, False, True], 96, False, [False, True, True, False], 1029, 'North', (8, 8))
Element 3: (0, (8, 8), ['%', '', '%', '.'], [(15, 7), (17, 2), (18, 10)], [True, False, True, False], 94, False, [False, False, False, True], 1068, 'East', (9, 8))
Element 4: (0, (9, 8), ['', '%', '%', '.'], [(16, 7), (17, 3), (18, 11)], [False, True, True, False], 92, False, [False, False, False, True], 1107, 'East', (10, 8))
Element 5: (0, (10, 8), ['', '%', '%', '%'], [(16, 6), (17, 4), (18, 12)], [False, True, True, True], 90, False, [False, False, False, False], 1146, 'West', (9, 8))
Element 6: (0, (9, 8), ['', '%', '%', ''], [(17, 6), (18, 4), (18, 13)], [False, True, True, False], 88, False, [False, False, False, False], 1175, 'West', (8, 8))
Element 7: (0, (8, 8), ['%', '', '%', ''], [(18, 6), (17, 4), (17, 13)], [True, False, True, False], 86, False, [False, False, False, False], 1194, 'South', (8, 7))
Element 8: (0, (8, 7), ['', '.', '', '%'], [(17, 6), (17, 5), (17, 12)], [False, False, False, True], 84, False, [False, True, False, False], 1213, 'South', (8, 6))
Element 9: (0, (8, 6), ['.', '.', '', '.'], [(16, 6), (16, 5), (17, 11)], [False, False, False, False], 82, False, [True, True, False, True], 1242, 'East', (9, 6))
Element 10: (0, (9, 6), ['', '.', '%', '.'], [(17, 6), (16, 4), (17, 10)], [False, False, True, False], 80, False, [False, True, False, True], 1271, 'East', (10, 6))
Element 11: (0, (10, 6), ['', '.', '%', '.'], [(16, 6), (16, 3), (17, 9)], [False, False, True, False], 78, False, [False, True, False, True], 1300, 'East', (11, 6))
Element 12: (0, (11, 6), ['', '%', '.', 'F'], [(16, 5), (15, 3), (17, 8)], [False, True, False, False], 76, False, [False, False, True, False], 1329, 'East', (12, 6))
Element 13: (0, (12, 6), ['', '%', '.', '.'], [(15, 5), (14, 3), (17, 9)], [False, True, False, False], 74, False, [False, False, True, True], 2348, 'East', (13, 6))
Element 14: (0, (13, 6), ['', '.', '', '.'], [(15, 6), (14, 4), (16, 9)], [False, False, False, False], 72, False, [False, True, False, True], 2387, 'East', (14, 6))
Element 15: (0, (14, 6), ['', 'G', '', ''], [(15, 5), (14, 5), (16, 10)], [False, False, False, False], 70, False, [False, False, False, False], 2416, 'East', (15, 6))
Element 16: (0, (15, 6), ['', '', '', ''], [(16, 5), (13, 5), (16, 11)], [False, False, False, False], 68, False, [False, False, False, False], 2435, 'East', (16, 6))
Element 17: (0, (16, 6), ['', '', '', ''], [(15, 5), (13, 4), (16, 12)], [False, False, False, False], 66, False, [False, False, False, False], 2454, 'East', (17, 6))
Element 18: (0, (17, 6), ['', '', '%', ''], [(16, 5), (13, 3), (16, 13)], [False, False, True, False], 64, False, [False, False, False, False], 2473, 'East', (18, 6))
Element 19: (0, (18, 6), ['', '%', '%', '%'], [(17, 5), (12, 3), (16, 12)], [False, True, True, True], 62, False, [False, False, False, False], 2482, 'West', (17, 6))
Element 20: (0, (17, 6), ['', '', '%', ''], [(17, 4), (12, 4), (15, 12)], [False, False, True, False], 60, False, [False, False, False, False], 2501, 'South', (17, 5))
Element 21: (0, (17, 5), ['', '', '', '%'], [(18, 4), (11, 4), (15, 11)], [False, False, False, True], 58, False, [False, False, False, False], 2520, 'South', (17, 4))
