Element 1: (1, (2, 13), ['.', '%', '%', '.'], [(8, 7), (15, 7), (17, 5)], [False, True, True, False], 98, False, [True, False, False, True], 999, 'East', (3, 13))
Element 2: (1, (3, 13), ['', '.', '%', '%'], [(8, 8), (16, 7), (17, 6)], [False, False, True, True], 96, False, [False, True, False, False], 1038, 'South', (3, 12))
Element 3: (1, (3, 12), ['%', '%', '', '.'], [(9, 8), (16, 6), (18, 6)], [True, True, False, False], 94, False, [False, False, False, True], 1077, 'East', (4, 12))
Element 4: (1, (4, 12), ['', '%', '%', '.'], [(10, 8), (16, 5), (17, 6)], [False, True, True, False], 92, False, [False, False, False, True], 1106, 'East', (5, 12))
Element 5: (1, (5, 12), ['', '.', '.', '.'], [(9, 8), (16, 4), (17, 5)], [False, False, False, False], 90, False, [False, True, True, True], 1125, 'East', (6, 12))
Element 6: (1, (6, 12), ['', '.', '.', '%'], [(8, 8), (17, 4), (16, 5)], [False, False, False, True], 88, False, [False, True, True, False], 1144, 'North', (6, 13))
Element 7: (1, (6, 13), ['.', '', '%', '.'], [(8, 7), (18, 4), (15, 5)], [False, False, True, False], 86, False, [True, False, False, True], 1173, 'East', (7, 13))
Element 8: (1, (7, 13), ['', '%', '%', '%'], [(8, 6), (17, 4), (15, 6)], [False, True, True, True], 84, False, [False, False, False, False], 1202, 'West', (6, 13))
Element 9: (1, (6, 13), ['.', '', '%', ''], [(9, 6), (17, 3), (14, 6)], [False, False, True, False], 82, False, [True, False, False, False], 1231, 'West', (5, 13))
Element 10: (1, (5, 13), ['%', '', '%', ''], [(10, 6), (17, 2), (14, 7)], [True, False, True, False], 80, False, [False, False, False, False], 1270, 'East', (6, 13))
Element 11: (1, (6, 13), ['', '', '%', ''], [(11, 6), (17, 1), (13, 7)], [False, False, True, False], 78, False, [False, False, False, False], 1299, 'South', (6, 12))
Element 12: (1, (6, 12), ['', '.', '', '%'], [(12, 6), (18, 1), (13, 8)], [False, False, False, True], 76, False, [False, True, False, False], 2318, 'South', (6, 11))
Element 13: (1, (6, 11), ['.', '.', '', '.'], [(13, 6), (17, 1), (13, 9)], [False, False, False, False], 74, False, [True, True, False, True], 2347, 'East', (7, 11))
Element 14: (1, (7, 11), ['', '.', '%', '%'], [(13, 5), (16, 1), (14, 9)], [False, False, True, True], 72, False, [False, True, False, False], 2386, 'South', (7, 10))
Element 15: (1, (7, 10), ['.', '%', '', '.'], [(14, 5), (16, 2), (15, 9)], [False, True, False, False], 70, False, [True, False, False, True], 2425, 'East', (8, 10))
Element 16: (1, (8, 10), ['', '%', '%', '.'], [(14, 4), (16, 3), (16, 9)], [False, True, True, False], 68, False, [False, False, False, True], 2464, 'East', (9, 10))
Element 17: (1, (9, 10), ['', '%', '.', '%'], [(14, 3), (15, 3), (17, 9)], [False, True, False, True], 66, False, [False, False, True, False], 2503, 'North', (9, 11))
Element 18: (1, (9, 11), ['%', '', '.', '.'], [(13, 3), (15, 2), (18, 9)], [True, False, False, False], 64, False, [False, False, True, True], 2542, 'East', (10, 11))
Element 19: (1, (10, 11), ['', '%', '.', '.'], [(13, 4), (15, 1), (18, 10)], [False, True, False, False], 62, False, [False, False, True, True], 2581, 'East', (11, 11))
Element 20: (1, (11, 11), ['', '%', '.', '.'], [(12, 4), (14, 1), (18, 11)], [False, True, False, False], 60, False, [False, False, True, True], 2620, 'East', (12, 11))
Element 21: (1, (12, 11), ['', '%', '%', '.'], [(12, 3), (13, 1), (18, 12)], [False, True, True, False], 58, False, [False, False, False, True], 2659, 'East', (13, 11))
Element 22: (1, (13, 11), ['', '%', '%', '%'], [(11, 3), (12, 1), (18, 13)], [False, True, True, True], 56, False, [False, False, False, False], 2698, 'West', (12, 11))
Element 23: (1, (12, 11), ['', '%', '%', ''], [(11, 4), (11, 1), (17, 13)], [False, True, True, False], 54, False, [False, False, False, False], 2727, 'West', (11, 11))
Element 24: (1, (11, 11), ['', '%', '.', ''], [(10, 4), (10, 1), (17, 12)], [False, True, False, False], 52, False, [False, False, True, False], 3746, 'North', (11, 12))
Element 25: (1, (11, 12), ['.', '', '.', '%'], [(10, 5), (10, 2), (17, 11)], [False, False, False, True], 50, False, [True, False, True, False], 3785, 'North', (11, 13))
Element 26: (1, (11, 13), ['%', '', '%', '.'], [(9, 5), (11, 2), (17, 10)], [True, False, True, False], 48, False, [False, False, False, True], 3824, 'East', (12, 13))
Element 27: (1, (12, 13), ['', '%', '%', '.'], [(9, 4), (11, 3), (16, 10)], [False, True, True, False], 46, False, [False, False, False, True], 3853, 'East', (13, 13))
Element 28: (1, (13, 13), ['', '%', '%', '.'], [(9, 3), (12, 3), (16, 11)], [False, True, True, False], 44, False, [False, False, False, True], 3882, 'East', (14, 13))
Element 29: (1, (14, 13), ['', '.', '%', '%'], [(8, 3), (13, 3), (16, 12)], [False, False, True, True], 42, False, [False, True, False, False], 3911, 'South', (14, 12))
Element 30: (1, (14, 12), ['%', '%', '', '.'], [(8, 4), (14, 3), (16, 13)], [True, True, False, False], 40, False, [False, False, False, True], 3940, 'East', (15, 12))
Element 31: (1, (15, 12), ['', '.', '%', 'G'], [(8, 5), (14, 4), (16, 12)], [False, False, True, False], 38, False, [False, True, False, False], 3959, 'South', (15, 11))
Element 32: (1, (15, 11), ['%', '.', 'G', ''], [(7, 5), (14, 5), (15, 12)], [True, False, False, False], 36, False, [False, True, False, False], 3978, 'South', (15, 10))
Element 33: #1#
