Element 1: (0, (6, 6), ['%', 'F', '.', '.'], [(14, 6), (15, 12), (16, 3)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'South', (6, 5))
Element 2: (0, (6, 5), ['%', '.', '', '.'], [(15, 6), (16, 12), (17, 3)], [True, False, False, False], 96, False, [False, True, False, True], 1029, 'East', (7, 5))
Element 3: (0, (7, 5), ['', '.', '.', '.'], [(16, 6), (17, 12), (17, 4)], [False, False, False, False], 94, False, [False, True, True, True], 1068, 'East', (8, 5))
Element 4: (0, (8, 5), ['', '.', '.', '.'], [(17, 6), (18, 12), (18, 4)], [False, False, False, False], 92, False, [False, True, True, True], 1107, 'East', (9, 5))
Element 5: (0, (9, 5), ['', '.', '.', '.'], [(18, 6), (18, 13), (17, 4)], [False, False, False, False], 90, False, [False, True, True, True], 1136, 'East', (10, 5))
Element 6: (0, (10, 5), ['', '.', '.', '%'], [(17, 6), (17, 13), (17, 5)], [False, False, False, True], 88, False, [False, True, True, False], 1165, 'North', (10, 6))
Element 7: (0, (10, 6), ['.', '', '%', '.'], [(16, 6), (16, 13), (16, 5)], [False, False, True, False], 86, False, [True, False, False, True], 1194, 'East', (11, 6))
Element 8: (0, (11, 6), ['', '%', '.', 'F'], [(17, 6), (17, 13), (16, 4)], [False, True, False, False], 84, False, [False, False, True, False], 1213, 'East', (12, 6))
Element 9: (0, (12, 6), ['', '%', '.', '.'], [(16, 6), (18, 13), (16, 5)], [False, True, False, False], 82, False, [False, False, True, True], 2212, 'East', (13, 6))
Element 10: (0, (13, 6), ['', '.', '.', ''], [(16, 7), (18, 12), (15, 5)], [False, False, False, False], 80, False, [False, True, True, False], 2241, 'North', (13, 7))
Element 11: (0, (13, 7), ['.', '', '.', '.'], [(15, 7), (18, 11), (14, 5)], [False, False, False, False], 78, False, [True, False, True, True], 2280, 'East', (14, 7))
Element 12: (0, (14, 7), ['', '', '%', ''], [(16, 7), (18, 10), (14, 4)], [False, False, True, False], 76, False, [False, False, False, False], 2309, 'East', (15, 7))
Element 13: (0, (15, 7), ['', '', '%', ''], [(16, 6), (18, 9), (14, 3)], [False, False, True, False], 74, False, [False, False, False, False], 2328, 'East', (16, 7))
Element 14: (0, (16, 7), ['', '', '%', '%'], [(16, 5), (18, 8), (15, 3)], [False, False, True, True], 72, False, [False, False, False, False], 2347, 'South', (16, 6))
Element 15: (0, (16, 6), ['', '', '', ''], [(17, 5), (17, 8), (15, 2)], [False, False, False, False], 70, False, [False, False, False, False], 2366, 'East', (17, 6))
Element 16: (0, (17, 6), ['', '', '%', ''], [(17, 4), (17, 9), (16, 2)], [False, False, True, False], 68, False, [False, False, False, False], 2385, 'East', (18, 6))
Element 17: (0, (18, 6), ['', '%', '%', '%'], [(18, 4), (17, 10), (17, 2)], [False, True, True, True], 66, False, [False, False, False, False], 2404, 'West', (17, 6))
Element 18: (0, (17, 6), ['', '', '%', ''], [(17, 4), (17, 11), (17, 1)], [False, False, True, False], 64, False, [False, False, False, False], 2423, 'South', (17, 5))
Element 19: (0, (17, 5), ['', '', '', '%'], [(17, 3), (16, 11), (18, 1)], [False, False, False, True], 62, False, [False, False, False, False], 2442, 'South', (17, 4))
Element 20: (0, (17, 4), ['', '', '', ''], [(17, 2), (16, 10), (17, 1)], [False, False, False, False], 60, False, [False, False, False, False], 2451, 'East', (18, 4))
Element 21: (0, (18, 4), ['', '%', '%', '%'], [(16, 2), (16, 9), (16, 1)], [False, True, True, True], 58, False, [False, False, False, False], 2470, 'West', (17, 4))
Element 22: (0, (17, 4), ['', '', '', ''], [(16, 3), (15, 9), (15, 1)], [False, False, False, False], 56, False, [False, False, False, False], 2489, 'South', (17, 3))
Element 23: (0, (17, 3), ['', '', '', '%'], [(16, 4), (15, 10), (14, 1)], [False, False, False, True], 54, False, [False, False, False, False], 2508, 'South', (17, 2))
Element 24: (0, (17, 2), ['', '', '', '%'], [(16, 3), (15, 11), (13, 1)], [False, False, False, True], 52, False, [False, False, False, False], 2527, 'South', (17, 1))
Element 25: (0, (17, 1), ['', '%', '', ''], [(15, 3), (15, 10), (12, 1)], [False, True, False, False], 50, False, [False, False, False, False], 2536, 'East', (18, 1))
Element 26: (0, (18, 1), ['', '%', '%', '%'], [(15, 2), (15, 9), (11, 1)], [False, True, True, True], 48, False, [False, False, False, False], 2545, 'West', (17, 1))
Element 27: (0, (17, 1), ['', '%', '', ''], [(15, 1), (14, 9), (10, 1)], [False, True, False, False], 46, False, [False, False, False, False], 3554, 'West', (16, 1))
Element 28: (0, (16, 1), ['', '%', '', ''], [(14, 1), (13, 9), (10, 2)], [False, True, False, False], 44, False, [False, False, False, False], 3573, 'North', (16, 2))
Element 29: (0, (16, 2), ['', '', '', ''], [(13, 1), (13, 8), (11, 2)], [False, False, False, False], 42, False, [False, False, False, False], 3592, 'North', (16, 3))
Element 30: (0, (16, 3), ['', '', '', ''], [(12, 1), (12, 8), (11, 3)], [False, False, False, False], 40, False, [False, False, False, False], 3611, 'North', (16, 4))
Element 31: (0, (16, 4), ['%', '', '', ''], [(11, 1), (12, 9), (12, 3)], [True, False, False, False], 38, False, [False, False, False, False], 3630, 'North', (16, 5))
Element 32: (0, (16, 5), ['', '', '', ''], [(11, 2), (11, 9), (13, 3)], [False, False, False, False], 36, False, [False, False, False, False], 3649, 'West', (15, 5))
Element 33: (0, (15, 5), ['', '%', '', ''], [(11, 3), (12, 9), (13, 4)], [False, True, False, False], 34, False, [False, False, False, False], 3658, 'North', (15, 6))
