Element 1: (0, (6, 6), ['%', 'F', '.', '.'], [(14, 6), (15, 12), (16, 3)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'South', (6, 5))
Element 34: (0, (15, 6), ['', '', '', ''], [(11, 4), (12, 8), (13, 5)], [False, False, False, False], 32, False, [False, False, False, False], 3677, 'West', (14, 6))
Element 35: (0, (14, 6), ['G', '', '', ''], [(12, 4), (12, 7), (13, 6)], [False, False, False, False], 30, False, [False, False, False, False], 3696, 'South', (14, 5))
Element 36: (0, (14, 5), ['', '', 'G', ''], [(13, 4), (11, 7), (14, 6)], [False, False, False, False], 28, False, [False, False, False, False], 3705, 'South', (14, 4))
Element 37: (0, (14, 4), ['', '', '', '%'], [(13, 5), (11, 6), (15, 6)], [False, False, False, True], 26, False, [False, False, False, False], 3704, 'South', (14, 3))
Element 38: (0, (14, 3), ['', '%', '', ''], [(14, 5), (12, 6), (16, 6)], [False, True, False, False], 24, False, [False, False, False, False], 3703, 'East', (15, 3))
Element 39: (0, (15, 3), ['', '', '%', ''], [(15, 5), (13, 6), (17, 6)], [False, False, True, False], 22, False, [False, False, False, False], 3702, 'South', (15, 2))
Element 40: (0, (15, 2), ['%', '', '', ''], [(14, 5), (14, 6), (18, 6)], [True, False, False, False], 20, False, [False, False, False, False], 3701, 'South', (15, 1))
Element 41: (0, (15, 1), ['', '%', '', ''], [(14, 4), (15, 6), (17, 6)], [False, True, False, False], 18, False, [False, False, False, False], 3700, 'West', (14, 1))
Element 42: (0, (14, 1), ['', '%', '%', ''], [(14, 3), (16, 6), (17, 5)], [False, True, True, False], 16, False, [False, False, False, False], 3699, 'West', (13, 1))
Element 43: (0, (13, 1), ['', '%', '%', ''], [(13, 3), (17, 6), (17, 6)], [False, True, True, False], 14, False, [False, False, False, False], 3698, 'West', (12, 1))
Element 44: (0, (12, 1), ['', '%', '%', ''], [(12, 3), (18, 6), (16, 6)], [False, True, True, False], 12, False, [False, False, False, False], 3697, 'West', (11, 1))
Element 45: (0, (11, 1), ['', '%', '', ''], [(13, 3), (17, 6), (15, 6)], [False, True, False, False], 10, False, [False, False, False, False], 3696, 'North', (11, 2))
Element 46: (0, (11, 2), ['', '', '', '%'], [(14, 3), (17, 5), (15, 7)], [False, False, False, True], 8, False, [False, False, False, False], 3695, 'North', (11, 3))
Element 47: (0, (11, 3), ['%', '', '', ''], [(14, 4), (17, 4), (16, 7)], [True, False, False, False], 6, False, [False, False, False, False], 3694, 'East', (12, 3))
Element 48: (0, (12, 3), ['', '%', '', ''], [(14, 5), (18, 4), (15, 7)], [False, True, False, False], 4, False, [False, False, False, False], 3693, 'East', (13, 3))
Element 49: (0, (13, 3), ['', '%', '', ''], [(13, 5), (17, 4), (14, 7)], [False, True, False, False], 2, False, [False, False, False, False], 3692, 'North', (13, 4))
Element 50: (0, (13, 4), ['', '', '', ''], [(13, 6), (17, 3), (13, 7)], [False, False, False, False], 0, False, [False, False, False, False], 3691, 'Stop', (13, 4))
Element 51: #0#
