Element 1: (2, (7, 13), ['.', '%', '%', '%'], [(13, 11), (7, 7), (11, 2)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (6, 13))
Element 2: (2, (6, 13), ['.', '.', '%', ''], [(12, 11), (8, 7), (11, 3)], [False, False, True, False], 96, False, [True, True, False, False], 1038, 'South', (6, 12))
Element 3: (2, (6, 12), ['.', '.', '', '%'], [(11, 11), (8, 8), (12, 3)], [False, False, False, True], 94, False, [True, True, False, False], 1077, 'South', (6, 11))
Element 4: (2, (6, 11), ['.', '.', '', '.'], [(11, 12), (9, 8), (13, 3)], [False, False, False, False], 92, False, [True, True, False, True], 1116, 'East', (7, 11))
Element 5: (2, (7, 11), ['', '.', '%', '%'], [(11, 13), (10, 8), (14, 3)], [False, False, True, True], 90, False, [False, True, False, False], 1155, 'South', (7, 10))
Element 6: (2, (7, 10), ['.', '%', '', '.'], [(12, 13), (9, 8), (15, 3)], [False, True, False, False], 88, False, [True, False, False, True], 1184, 'East', (8, 10))
Element 7: (2, (8, 10), ['', '%', '%', '.'], [(13, 13), (8, 8), (16, 3)], [False, True, True, False], 86, False, [False, False, False, True], 1213, 'East', (9, 10))
Element 8: (2, (9, 10), ['', '%', '.', '%'], [(14, 13), (8, 7), (17, 3)], [False, True, False, True], 84, False, [False, False, True, False], 1242, 'North', (9, 11))
Element 9: (2, (9, 11), ['%', '', '.', '.'], [(14, 12), (8, 6), (17, 4)], [True, False, False, False], 82, False, [False, False, True, True], 1281, 'East', (10, 11))
Element 10: (2, (10, 11), ['', '%', '.', ''], [(15, 12), (9, 6), (18, 4)], [False, True, False, False], 80, False, [False, False, True, False], 1320, 'North', (10, 12))
Element 11: (2, (10, 12), ['.', '', '%', ''], [(16, 12), (10, 6), (17, 4)], [False, False, True, False], 78, False, [True, False, False, False], 1349, 'West', (9, 12))
Element 12: (2, (9, 12), ['.', '', '.', ''], [(17, 12), (11, 6), (17, 5)], [False, False, False, False], 76, False, [True, False, True, False], 1388, 'North', (9, 13))
Element 13: (2, (9, 13), ['%', '', '%', '%'], [(18, 12), (12, 6), (17, 6)], [True, False, True, True], 74, False, [False, False, False, False], 2417, 'South', (9, 12))
Element 14: (2, (9, 12), ['.', '', '', ''], [(18, 13), (13, 6), (18, 6)], [False, False, False, False], 72, False, [True, False, False, False], 2446, 'West', (8, 12))
Element 15: (2, (8, 12), ['%', '%', '%', ''], [(17, 13), (14, 6), (17, 6)], [True, True, True, False], 70, False, [False, False, False, False], 2475, 'East', (9, 12))
Element 16: (2, (9, 12), ['', '', '', ''], [(16, 13), (15, 6), (16, 6)], [False, False, False, False], 68, False, [False, False, False, False], 2504, 'East', (10, 12))
Element 17: (2, (10, 12), ['', '', '%', ''], [(17, 13), (15, 7), (16, 7)], [False, False, True, False], 66, False, [False, False, False, False], 2523, 'East', (11, 12))
Element 18: (2, (11, 12), ['', '', '', '%'], [(18, 13), (14, 7), (16, 6)], [False, False, False, True], 64, False, [False, False, False, False], 2532, 'North', (11, 13))
Element 19: (2, (11, 13), ['%', '', '%', ''], [(18, 12), (13, 7), (16, 5)], [True, False, True, False], 62, False, [False, False, False, False], 2551, 'East', (12, 13))
Element 20: (2, (12, 13), ['', '%', '%', ''], [(18, 11), (13, 8), (16, 4)], [False, True, True, False], 60, False, [False, False, False, False], 2580, 'East', (13, 13))
Element 21: (2, (13, 13), ['', '%', '%', ''], [(18, 10), (13, 9), (16, 5)], [False, True, True, False], 58, False, [False, False, False, False], 2599, 'East', (14, 13))
Element 22: (2, (14, 13), ['', '', '%', '%'], [(18, 9), (14, 9), (15, 5)], [False, False, True, True], 56, False, [False, False, False, False], 2628, 'South', (14, 12))
Element 23: (2, (14, 12), ['%', '%', '', ''], [(18, 8), (15, 9), (14, 5)], [True, True, False, False], 54, False, [False, False, False, False], 2657, 'East', (15, 12))
Element 24: (2, (15, 12), ['', '.', '%', ''], [(17, 8), (16, 9), (14, 4)], [False, False, True, False], 52, False, [False, True, False, False], 2686, 'South', (15, 11))
Element 25: (2, (15, 11), ['%', '.', '', '.'], [(17, 9), (16, 10), (13, 4)], [True, False, False, False], 50, False, [False, True, False, True], 2725, 'East', (16, 11))
Element 26: (2, (16, 11), ['', '', '', '.'], [(17, 10), (15, 10), (13, 5)], [False, False, False, False], 48, False, [False, False, False, True], 2764, 'East', (17, 11))
Element 27: (2, (17, 11), ['', '', '', ''], [(16, 10), (15, 11), (13, 6)], [False, False, False, False], 46, False, [False, False, False, False], 2773, 'East', (18, 11))
