Element 1: (0, (11, 1), ['F', '%', '.', '.'], [(7, 13), (9, 1), (10, 6)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (10, 1))
Element 2: (0, (10, 1), ['', '%', '.', ''], [(6, 13), (8, 1), (11, 6)], [False, True, False, False], 96, False, [False, False, True, False], 1029, 'North', (10, 2))
Element 3: (0, (10, 2), ['%', '', '%', '.'], [(6, 12), (7, 1), (12, 6)], [True, False, True, False], 94, False, [False, False, False, True], 2058, 'East', (11, 2))
Element 4: (0, (11, 2), ['', '', '.', '%'], [(6, 11), (6, 1), (13, 6)], [False, False, False, True], 92, False, [False, False, True, False], 2097, 'North', (11, 3))
Element 5: (0, (11, 3), ['%', '', '.', '.'], [(7, 11), (7, 1), (14, 6)], [True, False, False, False], 90, False, [False, False, True, True], 2126, 'East', (12, 3))
Element 6: (0, (12, 3), ['', '%', '.', '.'], [(7, 10), (8, 1), (15, 6)], [False, True, False, False], 88, False, [False, False, True, True], 2155, 'East', (13, 3))
Element 7: (0, (13, 3), ['', '%', '.', '.'], [(8, 10), (9, 1), (16, 6)], [False, True, False, False], 86, False, [False, False, True, True], 2184, 'East', (14, 3))
Element 8: (0, (14, 3), ['', '%', '.', '.'], [(9, 10), (9, 1), (17, 6)], [False, True, False, False], 84, False, [False, False, True, True], 2213, 'East', (15, 3))
Element 9: (0, (15, 3), ['', '.', '%', '.'], [(9, 11), (10, 1), (18, 6)], [False, False, True, False], 82, False, [False, True, False, True], 2242, 'East', (16, 3))
Element 10: (0, (16, 3), ['', '.', '.', '.'], [(10, 11), (11, 1), (17, 6)], [False, False, False, False], 80, False, [False, True, True, True], 2261, 'East', (17, 3))
Element 11: (0, (17, 3), ['', '.', '.', '%'], [(11, 11), (12, 1), (17, 5)], [False, False, False, True], 78, False, [False, True, True, False], 2300, 'North', (17, 4))
Element 12: (0, (17, 4), ['.', '', '', '.'], [(12, 11), (13, 1), (16, 5)], [False, False, False, False], 76, False, [True, False, False, True], 2339, 'East', (18, 4))
Element 13: (0, (18, 4), ['', '%', '%', '%'], [(13, 11), (14, 1), (16, 4)], [False, True, True, True], 74, False, [False, False, False, False], 2378, 'West', (17, 4))
Element 14: (0, (17, 4), ['', '', '', ''], [(12, 11), (15, 1), (16, 3)], [False, False, False, False], 72, False, [False, False, False, False], 2387, 'West', (16, 4))
Element 15: (0, (16, 4), ['%', '', '', ''], [(11, 11), (16, 1), (16, 2)], [True, False, False, False], 70, False, [False, False, False, False], 2406, 'North', (16, 5))
Element 16: (0, (16, 5), ['.', '', '', ''], [(11, 12), (17, 1), (17, 2)], [False, False, False, False], 68, False, [True, False, False, False], 2435, 'West', (15, 5))
Element 17: (0, (15, 5), ['.', '%', '', ''], [(11, 13), (18, 1), (17, 3)], [False, True, False, False], 66, False, [True, False, False, False], 2464, 'West', (14, 5))
Element 18: (0, (14, 5), ['.', '.', '', ''], [(12, 13), (17, 1), (17, 4)], [False, False, False, False], 64, False, [True, True, False, False], 2483, 'South', (14, 4))
Element 19: (0, (14, 4), ['.', '', '', '%'], [(13, 13), (16, 1), (18, 4)], [False, False, False, True], 62, False, [True, False, False, False], 2502, 'West', (13, 4))
Element 20: (0, (13, 4), ['.', '', '.', ''], [(14, 13), (15, 1), (17, 4)], [False, False, False, False], 60, False, [True, False, True, False], 2521, 'North', (13, 5))
Element 21: (0, (13, 5), ['%', '', '', ''], [(14, 12), (15, 2), (17, 3)], [True, False, False, False], 58, False, [False, False, False, False], 2550, 'North', (13, 6))
Element 22: (0, (13, 6), ['', '', '.', ''], [(15, 12), (16, 2), (17, 2)], [False, False, False, False], 56, False, [False, False, True, False], 2559, 'North', (13, 7))
Element 23: (0, (13, 7), ['.', '', '.', '.'], [(16, 12), (16, 3), (17, 1)], [False, False, False, False], 54, False, [True, False, True, True], 2578, 'East', (14, 7))
Element 24: (0, (14, 7), ['', '', '%', '.'], [(17, 12), (17, 3), (18, 1)], [False, False, True, False], 52, False, [False, False, False, True], 2597, 'East', (15, 7))
Element 25: (0, (15, 7), ['', '', '%', '.'], [(18, 12), (17, 4), (17, 1)], [False, False, True, False], 50, False, [False, False, False, True], 2616, 'East', (16, 7))
Element 26: (0, (16, 7), ['', '', '%', '%'], [(18, 13), (18, 4), (16, 1)], [False, False, True, True], 48, False, [False, False, False, False], 2635, 'South', (16, 6))
Element 27: (0, (16, 6), ['', '', '', ''], [(17, 13), (17, 4), (15, 1)], [False, False, False, False], 46, False, [False, False, False, False], 2644, 'East', (17, 6))
Element 28: (0, (17, 6), ['', 'G', '%', ''], [(16, 13), (17, 5), (15, 2)], [False, False, True, False], 44, False, [False, False, False, False], 2653, 'East', (18, 6))
Element 29: (0, (18, 6), ['G', '%', '%', '%'], [(17, 13), (17, 6), (15, 3)], [False, True, True, True], 42, False, [False, False, False, False], 2652, 'Stop', (18, 6))
Element 30: (0, (18, 6), ['', '%', '%', '%'], [(18, 13), (16, 6), (14, 3)], [False, True, True, True], 40, False, [False, False, False, False], 2651, 'West', (17, 6))
Element 31: (0, (17, 6), ['', '', '%', ''], [(18, 12), (16, 7), (14, 4)], [False, False, True, False], 38, False, [False, False, False, False], 2650, 'West', (16, 6))
Element 32: (0, (16, 6), ['', '', '', ''], [(18, 11), (15, 7), (14, 5)], [False, False, False, False], 36, False, [False, False, False, False], 2659, 'Stop', (16, 6))
