Element 1: (0, (11, 6), ['.', '%', '.', 'F'], [(9, 8), (15, 3), (17, 8)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (12, 6))
Element 2: (0, (12, 6), ['', '%', '.', '.'], [(10, 8), (16, 3), (18, 8)], [False, True, False, False], 96, False, [False, False, True, True], 1029, 'East', (13, 6))
Element 3: (0, (13, 6), ['', '.', '.', '.'], [(9, 8), (17, 3), (18, 9)], [False, False, False, False], 94, False, [False, True, True, True], 1058, 'East', (14, 6))
Element 4: (0, (14, 6), ['', '.', '.', '.'], [(8, 8), (17, 4), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 1097, 'East', (15, 6))
Element 5: (0, (15, 6), ['', '.', '.', '.'], [(8, 7), (18, 4), (18, 11)], [False, False, False, False], 90, False, [False, True, True, True], 2126, 'East', (16, 6))
Element 6: (0, (16, 6), ['', '.', '.', '.'], [(8, 6), (17, 4), (18, 12)], [False, False, False, False], 88, False, [False, True, True, True], 2155, 'East', (17, 6))
Element 7: (0, (17, 6), ['', 'G', '%', '.'], [(9, 6), (17, 5), (18, 13)], [False, False, True, False], 86, False, [False, False, False, True], 2194, 'East', (18, 6))
Element 8: (0, (18, 6), ['', '%', '%', '%'], [(10, 6), (16, 5), (17, 13)], [False, True, True, True], 84, False, [False, False, False, False], 2233, 'West', (17, 6))
Element 9: (0, (17, 6), ['', '', '%', ''], [(10, 5), (16, 4), (17, 12)], [False, False, True, False], 82, False, [False, False, False, False], 2262, 'West', (16, 6))
Element 10: (0, (16, 6), ['', 'G', '.', ''], [(10, 4), (16, 5), (17, 11)], [False, False, False, False], 80, False, [False, False, True, False], 2281, 'North', (16, 7))
Element 11: (0, (16, 7), ['.', '', '%', '%'], [(11, 4), (15, 5), (17, 10)], [False, False, True, True], 78, False, [True, False, False, False], 2320, 'West', (15, 7))
Element 12: (0, (15, 7), ['.', '', '%', ''], [(12, 4), (14, 5), (17, 9)], [False, False, True, False], 76, False, [True, False, False, False], 2359, 'West', (14, 7))
Element 13: (0, (14, 7), ['.', '', '%', ''], [(13, 4), (14, 4), (16, 9)], [False, False, True, False], 74, False, [True, False, False, False], 2398, 'West', (13, 7))
Element 14: (0, (13, 7), ['.', '', '.', ''], [(13, 5), (14, 3), (16, 10)], [False, False, False, False], 72, False, [True, False, True, False], 2437, 'North', (13, 8))
Element 15: (0, (13, 8), ['.', '', '.', '%'], [(14, 5), (13, 3), (16, 11)], [False, False, False, True], 70, False, [True, False, True, False], 2466, 'North', (13, 9))
Element 16: (0, (13, 9), ['.', '', '%', '.'], [(15, 5), (12, 3), (16, 12)], [False, False, True, False], 68, False, [True, False, False, True], 2495, 'East', (14, 9))
