Element 1: (0, (15, 9), ['G', '%', '.', '.'], [(11, 13), (14, 9), (16, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'East', (16, 9))
Element 2: (0, (16, 9), ['', '%', '.', '.'], [(12, 13), (13, 9), (17, 12)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (17, 9))
Element 3: (0, (17, 9), ['', '.', '.', '.'], [(13, 13), (13, 8), (18, 12)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (18, 9))
Element 4: (0, (18, 9), ['', '.', '.', '%'], [(14, 13), (13, 7), (18, 13)], [False, False, False, True], 92, False, [False, True, True, False], 117, 'North', (18, 10))
Element 5: (0, (18, 10), ['.', '', '.', '%'], [(14, 12), (14, 7), (17, 13)], [False, False, False, True], 90, False, [True, False, True, False], 156, 'North', (18, 11))
Element 6: (0, (18, 11), ['.', '', '', '%'], [(15, 12), (15, 7), (16, 13)], [False, False, False, True], 88, False, [True, False, False, False], 195, 'West', (17, 11))
Element 7: (0, (17, 11), ['.', '.', '', ''], [(15, 11), (16, 7), (17, 13)], [False, False, False, False], 86, False, [True, True, False, False], 224, 'South', (17, 10))
Element 8: (0, (17, 10), ['.', '', '', ''], [(16, 11), (16, 6), (18, 13)], [False, False, False, False], 84, False, [True, False, False, False], 253, 'West', (16, 10))
Element 9: (0, (16, 10), ['.', '', '', ''], [(17, 11), (17, 6), (18, 12)], [False, False, False, False], 82, False, [True, False, False, False], 272, 'West', (15, 10))
Element 10: (0, (15, 10), ['%', '', '', ''], [(18, 11), (18, 6), (17, 12)], [True, False, False, False], 80, False, [False, False, False, False], 291, 'North', (15, 11))
Element 11: (0, (15, 11), ['%', '', '', ''], [(18, 12), (17, 6), (16, 12)], [True, False, False, False], 78, False, [False, False, False, False], 290, 'East', (16, 11))
Element 12: (0, (16, 11), ['', '', '', ''], [(18, 13), (17, 5), (17, 12)], [False, False, False, False], 76, False, [False, False, False, False], 299, 'North', (16, 12))
Element 13: (0, (16, 12), ['', '', '', ''], [(17, 13), (17, 4), (17, 11)], [False, False, False, False], 74, False, [False, False, False, False], 308, 'East', (17, 12))
Element 14: (0, (17, 12), ['', '', '', ''], [(16, 13), (18, 4), (18, 11)], [False, False, False, False], 72, False, [False, False, False, False], 317, 'East', (18, 12))
Element 15: (0, (18, 12), ['', '', '', '%'], [(16, 12), (17, 4), (18, 10)], [False, False, False, True], 70, False, [False, False, False, False], 316, 'North', (18, 13))
