Element 1: (0, (15, 9), ['G', '%', '.', '.'], [(11, 13), (14, 9), (16, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'East', (16, 9))
Element 16: (0, (18, 13), ['', '', '%', '%'], [(17, 12), (17, 3), (18, 9)], [False, False, True, True], 68, False, [False, False, False, False], 325, 'West', (17, 13))
Element 17: (0, (17, 13), ['', '', '%', ''], [(16, 12), (17, 2), (18, 8)], [False, False, True, False], 66, False, [False, False, False, False], 344, 'West', (16, 13))
Element 18: (0, (16, 13), ['%', '', '%', ''], [(15, 12), (17, 1), (17, 8)], [True, False, True, False], 64, False, [False, False, False, False], 363, 'East', (17, 13))
Element 19: (0, (17, 13), ['', '', '%', ''], [(14, 12), (18, 1), (17, 9)], [False, False, True, False], 62, False, [False, False, False, False], 372, 'East', (18, 13))
Element 20: (0, (18, 13), ['', '', '%', '%'], [(14, 13), (17, 1), (17, 10)], [False, False, True, True], 60, False, [False, False, False, False], 371, 'South', (18, 12))
Element 21: (0, (18, 12), ['', '', '', '%'], [(13, 13), (16, 1), (16, 10)], [False, False, False, True], 58, False, [False, False, False, False], 380, 'West', (17, 12))
Element 22: (0, (17, 12), ['', '', '', ''], [(12, 13), (16, 2), (16, 11)], [False, False, False, False], 56, False, [False, False, False, False], 389, 'North', (17, 13))
Element 23: (0, (17, 13), ['', '', '%', ''], [(12, 13), (16, 3), (15, 11)], [False, False, True, False], 54, False, [False, False, False, False], 398, 'South', (17, 12))
Element 24: (0, (17, 12), ['', '', '', ''], [(12, 13), (16, 4), (15, 12)], [False, False, False, False], 52, False, [False, False, False, False], 407, 'West', (16, 12))
Element 25: (0, (16, 12), ['', '', '', ''], [(12, 13), (16, 5), (14, 12)], [False, False, False, False], 50, False, [False, False, False, False], 416, 'North', (16, 13))
Element 26: (0, (16, 13), ['%', '', '%', ''], [(12, 13), (15, 5), (14, 13)], [True, False, True, False], 48, False, [False, False, False, False], 425, 'South', (16, 12))
Element 27: (0, (16, 12), ['', '', '', ''], [(12, 13), (15, 6), (13, 13)], [False, False, False, False], 46, False, [False, False, False, False], 434, 'West', (15, 12))
Element 28: (0, (15, 12), ['', '', '%', ''], [(12, 13), (14, 6), (14, 13)], [False, False, True, False], 44, False, [False, False, False, False], 443, 'West', (14, 12))
Element 29: (0, (14, 12), ['%', '%', '', ''], [(12, 13), (14, 5), (13, 13)], [True, True, False, False], 42, False, [False, False, False, False], 452, 'North', (14, 13))
Element 30: (0, (14, 13), ['G', '', '%', '%'], [(12, 13), (14, 4), (13, 13)], [False, False, True, True], 40, False, [False, False, False, False], 461, 'South', (14, 12))
Element 31: (0, (14, 12), ['%', '%', '', ''], [(12, 13), (14, 3), (13, 13)], [True, True, False, False], 38, False, [False, False, False, False], 470, 'East', (15, 12))
Element 32: (0, (15, 12), ['', '', '%', ''], [(12, 13), (15, 3), (13, 13)], [False, False, True, False], 36, False, [False, False, False, False], 479, 'East', (16, 12))
Element 33: (0, (16, 12), ['', '', '', ''], [(11, 13), (15, 2), (13, 13)], [False, False, False, False], 34, False, [False, False, False, False], 488, 'South', (16, 11))
Element 34: (0, (16, 11), ['', '', '', ''], [(12, 13), (15, 1), (14, 13)], [False, False, False, False], 32, False, [False, False, False, False], 497, 'West', (15, 11))
Element 35: (0, (15, 11), ['%', '', '', ''], [(11, 13), (14, 1), (14, 12)], [True, False, False, False], 30, False, [False, False, False, False], 506, 'North', (15, 12))
Element 36: (0, (15, 12), ['G', '', '%', ''], [(11, 12), (13, 1), (14, 12)], [False, False, True, False], 28, False, [False, False, False, False], 525, 'South', (15, 11))
Element 37: (0, (15, 11), ['%', '', '', ''], [(11, 11), (12, 1), (14, 12)], [True, False, False, False], 26, False, [False, False, False, False], 544, 'South', (15, 10))
Element 38: (0, (15, 10), ['%', '', '', ''], [(12, 11), (11, 1), (14, 13)], [True, False, False, False], 24, False, [False, False, False, False], 563, 'East', (16, 10))
Element 39: (0, (16, 10), ['', '', '', ''], [(13, 11), (10, 1), (13, 13)], [False, False, False, False], 22, False, [False, False, False, False], 1572, 'North', (16, 11))
Element 40: (0, (16, 11), ['', '', '', ''], [(12, 11), (10, 2), (13, 13)], [False, False, False, False], 20, False, [False, False, False, False], 1581, 'South', (16, 10))
Element 41: (0, (16, 10), ['', '', '', ''], [(11, 11), (11, 2), (13, 13)], [False, False, False, False], 18, False, [False, False, False, False], 1590, 'East', (17, 10))
Element 42: (0, (17, 10), ['', '', '', ''], [(10, 11), (11, 3), (13, 13)], [False, False, False, False], 16, False, [False, False, False, False], 1609, 'North', (17, 11))
Element 43: (0, (17, 11), ['', '', '', ''], [(10, 12), (12, 3), (13, 13)], [False, False, False, False], 14, False, [False, False, False, False], 1628, 'West', (16, 11))
Element 44: (0, (16, 11), ['', '', '', ''], [(9, 12), (13, 3), (13, 13)], [False, False, False, False], 12, False, [False, False, False, False], 1647, 'East', (17, 11))
Element 45: (0, (17, 11), ['', '', '', ''], [(9, 13), (13, 4), (13, 13)], [False, False, False, False], 10, False, [False, False, False, False], 1666, 'North', (17, 12))
Element 46: (0, (17, 12), ['', '', '', ''], [(9, 12), (13, 5), (13, 13)], [False, False, False, False], 8, False, [False, False, False, False], 1675, 'South', (17, 11))
Element 47: (0, (17, 11), ['', '', '', ''], [(9, 11), (13, 6), (13, 13)], [False, False, False, False], 6, False, [False, False, False, False], 1694, 'East', (18, 11))
Element 48: (0, (18, 11), ['', '', '', '%'], [(9, 10), (12, 6), (13, 13)], [False, False, False, True], 4, False, [False, False, False, False], 2703, 'North', (18, 12))
Element 49: (0, (18, 12), ['', '', '', '%'], [(8, 10), (12, 7), (13, 13)], [False, False, False, True], 2, False, [False, False, False, False], 2722, 'South', (18, 11))
Element 50: (0, (18, 11), ['', '', '', '%'], [(7, 10), (12, 8), (13, 13)], [False, False, False, True], 0, False, [False, False, False, False], 2741, 'Stop', (18, 11))
Element 51: #0#
