Element 1: (2, (8, 6), ['.', '.', 'F', '.'], [(12, 6), (4, 8), (12, 4)], [False, False, False, False], 98, False, [True, True, False, True], 1009, 'North', (8, 7))
Element 2: (2, (8, 7), ['.', '', '.', '%'], [(13, 6), (5, 8), (13, 4)], [False, False, False, True], 96, False, [True, False, True, False], 2038, 'North', (8, 8))
Element 3: (2, (8, 8), ['%', '', '%', '.'], [(14, 6), (5, 7), (14, 4)], [True, False, True, False], 94, False, [False, False, False, True], 2077, 'East', (9, 8))
Element 4: (2, (9, 8), ['', '%', '%', '.'], [(15, 6), (6, 7), (14, 5)], [False, True, True, False], 92, False, [False, False, False, True], 2116, 'East', (10, 8))
Element 5: (2, (10, 8), ['', '%', '%', '%'], [(16, 6), (7, 7), (15, 5)], [False, True, True, True], 90, False, [False, False, False, False], 2155, 'West', (9, 8))
Element 6: (2, (9, 8), ['', '%', '%', ''], [(17, 6), (7, 6), (16, 5)], [False, True, True, False], 88, False, [False, False, False, False], 2184, 'West', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', ''], [(18, 6), (7, 5), (17, 5)], [True, False, True, False], 86, False, [False, False, False, False], 2213, 'South', (8, 7))
Element 8: (2, (8, 7), ['', '', '', '%'], [(17, 6), (6, 5), (17, 4)], [False, False, False, True], 84, False, [False, False, False, False], 3222, 'West', (7, 7))
Element 9: (2, (7, 7), ['', '', '%', ''], [(16, 6), (6, 6), (18, 4)], [False, False, True, False], 82, False, [False, False, False, False], 3241, 'South', (7, 6))
Element 10: (2, (7, 6), ['', '', '', ''], [(16, 7), (6, 5), (17, 4)], [False, False, False, False], 80, False, [False, False, False, False], 3250, 'South', (7, 5))
Element 11: (2, (7, 5), ['', '.', '', '.'], [(15, 7), (6, 4), (17, 3)], [False, False, False, False], 78, False, [False, True, False, True], 3279, 'East', (8, 5))
Element 12: (2, (8, 5), ['', '.', '', '.'], [(14, 7), (7, 4), (17, 2)], [False, False, False, False], 76, False, [False, True, False, True], 3318, 'East', (9, 5))
Element 13: (2, (9, 5), ['', '.', '.', '.'], [(13, 7), (8, 4), (17, 1)], [False, False, False, False], 74, False, [False, True, True, True], 3357, 'East', (10, 5))
Element 14: (2, (10, 5), ['', '.', '.', '%'], [(13, 8), (9, 4), (18, 1)], [False, False, False, True], 72, False, [False, True, True, False], 3396, 'North', (10, 6))
Element 15: (2, (10, 6), ['.', '', '%', ''], [(13, 9), (10, 4), (17, 1)], [False, False, True, False], 70, False, [True, False, False, False], 3425, 'West', (9, 6))
Element 16: (2, (9, 6), ['', '', '%', ''], [(14, 9), (11, 4), (16, 1)], [False, False, True, False], 68, False, [False, False, False, False], 3464, 'East', (10, 6))
Element 17: (2, (10, 6), ['', '', '%', ''], [(15, 9), (11, 3), (16, 2)], [False, False, True, False], 66, False, [False, False, False, False], 3493, 'East', (11, 6))
Element 18: (2, (11, 6), ['', '%', '.', ''], [(16, 9), (12, 3), (16, 3)], [False, True, False, False], 64, False, [False, False, True, False], 3522, 'North', (11, 7))
Element 19: (2, (11, 7), ['%', '', '%', '.'], [(17, 9), (13, 3), (16, 4)], [True, False, True, False], 62, False, [False, False, False, True], 3561, 'East', (12, 7))
Element 20: (2, (12, 7), ['', '', '.', ''], [(18, 9), (14, 3), (16, 3)], [False, False, False, False], 60, False, [False, False, True, False], 3590, 'North', (12, 8))
Element 21: (2, (12, 8), ['%', '', '.', ''], [(18, 10), (14, 4), (15, 3)], [True, False, False, False], 58, False, [False, False, True, False], 3619, 'North', (12, 9))
Element 22: (2, (12, 9), ['.', '', '%', ''], [(18, 11), (14, 5), (15, 2)], [False, False, True, False], 56, False, [True, False, False, False], 3648, 'West', (11, 9))
Element 23: (2, (11, 9), ['%', '%', '%', ''], [(18, 12), (13, 5), (15, 1)], [True, True, True, False], 54, False, [False, False, False, False], 3687, 'East', (12, 9))
Element 24: (2, (12, 9), ['', '', '%', ''], [(18, 13), (13, 6), (14, 1)], [False, False, True, False], 52, False, [False, False, False, False], 3706, 'East', (13, 9))
Element 25: (2, (13, 9), ['', '', '%', ''], [(17, 13), (14, 6), (13, 1)], [False, False, True, False], 50, False, [False, False, False, False], 3725, 'East', (14, 9))
Element 26: (2, (14, 9), ['', '%', '%', ''], [(17, 12), (15, 6), (12, 1)], [False, True, True, False], 48, False, [False, False, False, False], 3744, 'East', (15, 9))
Element 27: (2, (15, 9), ['', '%', '.', ''], [(17, 11), (16, 6), (11, 1)], [False, True, False, False], 46, False, [False, False, True, False], 3763, 'North', (15, 10))
Element 28: #1#
