Element 1: (1, (11, 6), ['.', '%', '.', 'F'], [(17, 12), (11, 13), (16, 2)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (12, 6))
Element 2: (1, (12, 6), ['', '%', '.', '.'], [(18, 12), (12, 13), (17, 2)], [False, True, False, False], 96, False, [False, False, True, True], 1038, 'East', (13, 6))
Element 3: (1, (13, 6), ['', '.', '.', '.'], [(18, 13), (13, 13), (17, 3)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (14, 6))
Element 4: (1, (14, 6), ['', '.', '.', '.'], [(17, 13), (14, 13), (17, 4)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (15, 6))
Element 5: (1, (15, 6), ['', '.', '.', '.'], [(16, 13), (14, 12), (18, 4)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (16, 6))
Element 6: (1, (16, 6), ['', '.', '.', '.'], [(17, 13), (15, 12), (17, 4)], [False, False, False, False], 88, False, [False, True, True, True], 1174, 'East', (17, 6))
Element 7: (1, (17, 6), ['', 'G', '%', '.'], [(18, 13), (15, 11), (17, 5)], [False, False, True, False], 86, False, [False, False, False, True], 1203, 'East', (18, 6))
Element 8: (1, (18, 6), ['', '%', '%', '%'], [(18, 12), (16, 11), (16, 5)], [False, True, True, True], 84, False, [False, False, False, False], 1232, 'West', (17, 6))
Element 9: (1, (17, 6), ['', '', '%', ''], [(18, 11), (17, 11), (16, 4)], [False, False, True, False], 82, False, [False, False, False, False], 1261, 'West', (16, 6))
Element 10: (1, (16, 6), ['', '', '.', ''], [(18, 10), (17, 10), (16, 3)], [False, False, False, False], 80, False, [False, False, True, False], 1290, 'North', (16, 7))
Element 11: (1, (16, 7), ['.', '', '%', '%'], [(18, 9), (17, 9), (15, 3)], [False, False, True, True], 78, False, [True, False, False, False], 1329, 'West', (15, 7))
Element 12: (1, (15, 7), ['.', '', '%', ''], [(18, 8), (17, 8), (15, 2)], [False, False, True, False], 76, False, [True, False, False, False], 1368, 'West', (14, 7))
Element 13: (1, (14, 7), ['.', '', '%', ''], [(17, 8), (17, 9), (15, 1)], [False, False, True, False], 74, False, [True, False, False, False], 1387, 'West', (13, 7))
Element 14: (1, (13, 7), ['.', '', '.', ''], [(17, 9), (16, 9), (16, 1)], [False, False, False, False], 72, False, [True, False, True, False], 1416, 'North', (13, 8))
Element 15: (1, (13, 8), ['.', '', '.', '%'], [(17, 10), (16, 10), (17, 1)], [False, False, False, True], 70, False, [True, False, True, False], 1445, 'North', (13, 9))
Element 16: (1, (13, 9), ['.', '', '%', '.'], [(17, 11), (15, 10), (18, 1)], [False, False, True, False], 68, False, [True, False, False, True], 1474, 'East', (14, 9))
Element 17: (1, (14, 9), ['', '%', '%', 'G'], [(16, 11), (15, 9), (17, 1)], [False, True, True, False], 66, False, [False, False, False, False], 1493, 'West', (13, 9))
Element 18: (1, (13, 9), ['.', '', '%', 'G'], [(16, 10), (14, 9), (16, 1)], [False, False, True, False], 64, False, [True, False, False, False], 1492, 'West', (12, 9))
Element 19: (1, (12, 9), ['.', '.', '%', 'G'], [(16, 9), (13, 9), (15, 1)], [False, False, True, False], 62, False, [True, True, False, False], 1501, 'South', (12, 8))
Element 20: (1, (12, 8), ['%', '.', '', 'G'], [(15, 9), (13, 8), (14, 1)], [True, False, False, False], 60, False, [False, True, False, False], 1520, 'South', (12, 7))
Element 21: (1, (12, 7), ['.', '', '', 'G'], [(15, 10), (13, 7), (13, 1)], [False, False, False, False], 58, False, [True, False, False, False], 1539, 'West', (11, 7))
Element 22: (1, (11, 7), ['%', '', '%', ''], [(15, 11), (14, 7), (12, 1)], [True, False, True, False], 56, False, [False, False, False, False], 1558, 'East', (12, 7))
Element 23: (1, (12, 7), ['', '', '', ''], [(15, 12), (15, 7), (11, 1)], [False, False, False, False], 54, False, [False, False, False, False], 1567, 'North', (12, 8))
Element 24: (1, (12, 8), ['%', '', '', ''], [(14, 12), (16, 7), (10, 1)], [True, False, False, False], 52, False, [False, False, False, False], 2566, 'North', (12, 9))
Element 25: (1, (12, 9), ['.', '', '%', ''], [(14, 13), (16, 6), (10, 2)], [False, False, True, False], 50, False, [True, False, False, False], 2575, 'West', (11, 9))
Element 26: (1, (11, 9), ['%', '%', '%', ''], [(13, 13), (17, 6), (11, 2)], [True, True, True, False], 48, False, [False, False, False, False], 2594, 'East', (12, 9))
Element 27: (1, (12, 9), ['', '', '%', ''], [(12, 13), (18, 6), (11, 3)], [False, False, True, False], 46, False, [False, False, False, False], 2603, 'East', (13, 9))
Element 28: (1, (13, 9), ['', '', '%', ''], [(11, 13), (17, 6), (12, 3)], [False, False, True, False], 44, False, [False, False, False, False], 2612, 'South', (13, 8))
Element 29: (1, (13, 8), ['', '', '', '%'], [(11, 12), (17, 5), (13, 3)], [False, False, False, True], 42, False, [False, False, False, False], 2631, 'West', (12, 8))
Element 30: (1, (12, 8), ['%', '', '', ''], [(11, 11), (17, 4), (14, 3)], [True, False, False, False], 40, False, [False, False, False, False], 2650, 'East', (13, 8))
