Element 1: (2, (16, 3), ['.', '.', '.', 'G'], [(7, 13), (13, 8), (17, 3)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (16, 4))
Element 2: (2, (16, 4), ['%', '', '.', 'G'], [(6, 13), (13, 9), (17, 4)], [True, False, False, False], 96, False, [False, False, True, False], 48, 'North', (16, 5))
Element 3: (2, (16, 5), ['.', '', '.', '.'], [(6, 12), (14, 9), (18, 4)], [False, False, False, False], 94, False, [True, False, True, True], 87, 'East', (17, 5))
Element 4: (2, (17, 5), ['', 'G', '.', '%'], [(6, 11), (15, 9), (17, 4)], [False, False, False, True], 92, False, [False, False, True, False], 116, 'North', (17, 6))
Element 5: (2, (17, 6), ['.', 'G', '%', '.'], [(7, 11), (16, 9), (17, 5)], [False, False, True, False], 90, False, [True, False, False, True], 145, 'East', (18, 6))
Element 6: (2, (18, 6), ['G', '%', '%', '%'], [(7, 10), (17, 9), (17, 6)], [False, True, True, True], 88, False, [False, False, False, False], 174, 'Stop', (18, 6))
Element 7: (2, (18, 6), ['', '%', '%', '%'], [(8, 10), (18, 9), (16, 6)], [False, True, True, True], 86, False, [False, False, False, False], 203, 'West', (17, 6))
Element 8: (2, (17, 6), ['', '', '%', ''], [(9, 10), (18, 10), (16, 7)], [False, False, True, False], 84, False, [False, False, False, False], 232, 'Stop', (17, 6))
Element 9: (2, (17, 6), ['', '', '%', ''], [(9, 11), (18, 11), (15, 7)], [False, False, True, False], 82, False, [False, False, False, False], 261, 'South', (17, 5))
Element 10: (2, (17, 5), ['', '', '', '%'], [(10, 11), (18, 12), (15, 6)], [False, False, False, True], 80, False, [False, False, False, False], 290, 'West', (16, 5))
Element 11: (2, (16, 5), ['G', '', '', ''], [(11, 11), (18, 13), (15, 5)], [False, False, False, False], 78, False, [False, False, False, False], 319, 'North', (16, 6))
Element 12: (2, (16, 6), ['', '', '', ''], [(12, 11), (17, 13), (14, 5)], [False, False, False, False], 76, False, [False, False, False, False], 348, 'North', (16, 7))
Element 13: (2, (16, 7), ['', '', '%', '%'], [(13, 11), (17, 12), (14, 6)], [False, False, True, True], 74, False, [False, False, False, False], 377, 'West', (15, 7))
Element 14: (2, (15, 7), ['G', '', '%', ''], [(12, 11), (17, 11), (14, 7)], [False, False, True, False], 72, False, [False, False, False, False], 396, 'South', (15, 6))
Element 15: (2, (15, 6), ['', '', '', ''], [(11, 11), (17, 10), (13, 7)], [False, False, False, False], 70, False, [False, False, False, False], 415, 'South', (15, 5))
Element 16: (2, (15, 5), ['', '%', '', ''], [(11, 12), (16, 10), (13, 6)], [False, True, False, False], 68, False, [False, False, False, False], 444, 'West', (14, 5))
Element 17: (2, (14, 5), ['.', '.', '', ''], [(11, 13), (16, 11), (12, 6)], [False, False, False, False], 66, False, [True, True, False, False], 1463, 'South', (14, 4))
Element 18: (2, (14, 4), ['.', '.', '', '%'], [(12, 13), (16, 12), (12, 7)], [False, False, False, True], 64, False, [True, True, False, False], 1502, 'South', (14, 3))
Element 19: (2, (14, 3), ['.', '%', '', '.'], [(13, 13), (16, 13), (11, 7)], [False, True, False, False], 62, False, [True, False, False, True], 1541, 'East', (15, 3))
Element 20: (2, (15, 3), ['', '.', '%', ''], [(14, 13), (16, 12), (11, 6)], [False, False, True, False], 60, False, [False, True, False, False], 1570, 'South', (15, 2))
Element 21: (2, (15, 2), ['%', '.', '', '.'], [(14, 12), (15, 12), (10, 6)], [True, False, False, False], 58, False, [False, True, False, True], 1609, 'East', (16, 2))
Element 22: (2, (16, 2), ['', '.', '', '.'], [(14, 13), (15, 11), (10, 5)], [False, False, False, False], 56, False, [False, True, False, True], 1638, 'East', (17, 2))
Element 23: (2, (17, 2), ['', '.', '', '%'], [(13, 13), (15, 10), (10, 4)], [False, False, False, True], 54, False, [False, True, False, False], 1667, 'South', (17, 1))
Element 24: (2, (17, 1), ['.', '%', '', '.'], [(12, 13), (15, 11), (11, 4)], [False, True, False, False], 52, False, [True, False, False, True], 1686, 'East', (18, 1))
Element 25: (2, (18, 1), ['', '%', '%', '%'], [(11, 13), (15, 12), (12, 4)], [False, True, True, True], 50, False, [False, False, False, False], 1705, 'West', (17, 1))
Element 26: (2, (17, 1), ['.', '%', '', ''], [(11, 12), (14, 12), (13, 4)], [False, True, False, False], 48, False, [True, False, False, False], 1714, 'West', (16, 1))
Element 27: (2, (16, 1), ['.', '%', '', ''], [(10, 12), (14, 13), (13, 5)], [False, True, False, False], 46, False, [True, False, False, False], 1743, 'West', (15, 1))
Element 28: (2, (15, 1), ['.', '%', '', ''], [(9, 12), (13, 13), (13, 4)], [False, True, False, False], 44, False, [True, False, False, False], 1762, 'West', (14, 1))
Element 29: (2, (14, 1), ['.', '%', '%', ''], [(9, 13), (12, 13), (13, 3)], [False, True, True, False], 42, False, [True, False, False, False], 1791, 'West', (13, 1))
Element 30: (2, (13, 1), ['.', '%', '%', ''], [(9, 12), (11, 13), (12, 3)], [False, True, True, False], 40, False, [True, False, False, False], 1810, 'West', (12, 1))
Element 31: (2, (12, 1), ['.', '%', '%', ''], [(8, 12), (11, 12), (11, 3)], [False, True, True, False], 38, False, [True, False, False, False], 1839, 'West', (11, 1))
Element 32: (2, (11, 1), ['F', '%', 'G', ''], [(9, 12), (11, 11), (11, 2)], [False, True, False, False], 36, False, [False, False, False, False], 1858, 'West', (10, 1))
Element 33: (2, (10, 1), ['.', '%', 'G', ''], [(10, 12), (12, 11), (10, 2)], [False, True, False, False], 34, False, [True, False, False, False], 2867, 'West', (9, 1))
