Element 1: (2, (16, 11), ['.', '.', 'G', '.'], [(4, 10), (3, 1), (16, 12)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (17, 11))
Element 2: (2, (17, 11), ['', '.', 'G', '.'], [(5, 10), (4, 1), (17, 12)], [False, False, False, False], 96, False, [False, True, False, True], 58, 'East', (18, 11))
Element 3: (2, (18, 11), ['', '.', 'G', '%'], [(6, 10), (4, 2), (18, 12)], [False, False, False, True], 94, False, [False, True, False, False], 97, 'South', (18, 10))
Element 4: (2, (18, 10), ['.', '.', '', '%'], [(7, 10), (5, 2), (18, 13)], [False, False, False, True], 92, False, [True, True, False, False], 136, 'South', (18, 9))
Element 5: (2, (18, 9), ['.', '.', '', '%'], [(8, 10), (4, 2), (17, 13)], [False, False, False, True], 90, False, [True, True, False, False], 165, 'South', (18, 8))
Element 6: (2, (18, 8), ['.', '%', '', '%'], [(9, 10), (3, 2), (16, 13)], [False, True, False, True], 88, False, [True, False, False, False], 204, 'West', (17, 8))
Element 7: (2, (17, 8), ['%', '%', '.', ''], [(9, 11), (2, 2), (17, 13)], [True, True, False, False], 86, False, [False, False, True, False], 233, 'North', (17, 9))
Element 8: (2, (17, 9), ['.', '', '.', ''], [(10, 11), (1, 2), (18, 13)], [False, False, False, False], 84, False, [True, False, True, False], 262, 'North', (17, 10))
Element 9: (2, (17, 10), ['.', '', '', ''], [(11, 11), (1, 1), (18, 12)], [False, False, False, False], 82, False, [True, False, False, False], 291, 'West', (16, 10))
Element 10: (2, (16, 10), ['.', '.', '', ''], [(12, 11), (1, 2), (18, 11)], [False, False, False, False], 80, False, [True, True, False, False], 310, 'South', (16, 9))
Element 11: (2, (16, 9), ['.', '%', '', ''], [(13, 11), (2, 2), (18, 10)], [False, True, False, False], 78, False, [True, False, False, False], 329, 'West', (15, 9))
