Element 1: (0, (7, 7), ['.', '.', '%', 'F'], [(7, 5), (10, 6), (16, 13)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 7))
Element 2: (0, (8, 7), ['', '.', '.', '%'], [(6, 5), (11, 6), (17, 13)], [False, False, False, True], 96, False, [False, True, True, False], 2019, 'North', (8, 8))
Element 3: (0, (8, 8), ['%', '', '%', '.'], [(6, 6), (12, 6), (18, 13)], [True, False, True, False], 94, False, [False, False, False, True], 3048, 'East', (9, 8))
Element 4: (0, (9, 8), ['', '%', '%', '.'], [(7, 6), (13, 6), (18, 12)], [False, True, True, False], 92, False, [False, False, False, True], 3087, 'East', (10, 8))
Element 5: (0, (10, 8), ['', '%', '%', '%'], [(8, 6), (14, 6), (18, 11)], [False, True, True, True], 90, False, [False, False, False, False], 3126, 'West', (9, 8))
Element 6: (0, (9, 8), ['', '%', '%', ''], [(9, 6), (15, 6), (18, 10)], [False, True, True, False], 88, False, [False, False, False, False], 3155, 'West', (8, 8))
Element 7: (0, (8, 8), ['%', '', '%', ''], [(9, 5), (16, 6), (18, 9)], [True, False, True, False], 86, False, [False, False, False, False], 3184, 'South', (8, 7))
Element 8: (0, (8, 7), ['', '', '', '%'], [(10, 5), (17, 6), (18, 8)], [False, False, False, True], 84, False, [False, False, False, False], 3213, 'South', (8, 6))
Element 9: (0, (8, 6), ['', '.', '', ''], [(10, 4), (18, 6), (17, 8)], [False, False, False, False], 82, False, [False, True, False, False], 3242, 'South', (8, 5))
Element 10: (0, (8, 5), ['', '.', '', ''], [(11, 4), (17, 6), (17, 9)], [False, False, False, False], 80, False, [False, True, False, False], 3271, 'South', (8, 4))
Element 11: (0, (8, 4), ['.', '.', '', '.'], [(12, 4), (17, 5), (17, 10)], [False, False, False, False], 78, False, [True, True, False, True], 3310, 'East', (9, 4))
Element 12: (0, (9, 4), ['', '.', '', ''], [(13, 4), (17, 4), (17, 11)], [False, False, False, False], 76, False, [False, True, False, False], 3349, 'South', (9, 3))
Element 13: (0, (9, 3), ['.', '%', '', '%'], [(14, 4), (18, 4), (17, 12)], [False, True, False, True], 74, False, [True, False, False, False], 3388, 'West', (8, 3))
Element 14: (0, (8, 3), ['.', '%', '', ''], [(14, 5), (17, 4), (16, 12)], [False, True, False, False], 72, False, [True, False, False, False], 3417, 'West', (7, 3))
Element 15: (0, (7, 3), ['.', '%', '.', ''], [(15, 5), (17, 3), (16, 11)], [False, True, False, False], 70, False, [True, False, True, False], 3456, 'North', (7, 4))
Element 16: (0, (7, 4), ['.', '', '', ''], [(16, 5), (17, 2), (16, 10)], [False, False, False, False], 68, False, [True, False, False, False], 3495, 'West', (6, 4))
Element 17: (0, (6, 4), ['%', '.', '', ''], [(16, 4), (17, 1), (16, 9)], [True, False, False, False], 66, False, [False, True, False, False], 3534, 'South', (6, 3))
Element 18: (0, (6, 3), ['%', '%', '', ''], [(16, 3), (18, 1), (15, 9)], [True, True, False, False], 64, False, [False, False, False, False], 3573, 'North', (6, 4))
Element 19: (0, (6, 4), ['%', '', '', ''], [(16, 2), (17, 1), (15, 10)], [True, False, False, False], 62, False, [False, False, False, False], 3592, 'North', (6, 5))
Element 20: (0, (6, 5), ['%', '', '', ''], [(16, 1), (17, 2), (15, 11)], [True, False, False, False], 60, False, [False, False, False, False], 3611, 'East', (7, 5))
Element 21: (0, (7, 5), ['', '', '', ''], [(15, 1), (17, 1), (15, 12)], [False, False, False, False], 58, False, [False, False, False, False], 3630, 'North', (7, 6))
Element 22: (0, (7, 6), ['', '', '', ''], [(15, 2), (17, 2), (14, 12)], [False, False, False, False], 56, False, [False, False, False, False], 3649, 'West', (6, 6))
Element 23: (0, (6, 6), ['%', '', '.', ''], [(15, 3), (16, 2), (14, 13)], [True, False, False, False], 54, False, [False, False, True, False], 3668, 'North', (6, 7))
Element 24: (0, (6, 7), ['.', '', '%', ''], [(14, 3), (16, 3), (13, 13)], [False, False, True, False], 52, False, [True, False, False, False], 3697, 'West', (5, 7))
Element 25: (0, (5, 7), ['.', '%', '.', ''], [(13, 3), (16, 4), (12, 13)], [False, True, False, False], 50, False, [True, False, True, False], 3726, 'North', (5, 8))
Element 26: (0, (5, 8), ['.', '', '%', '%'], [(12, 3), (16, 5), (11, 13)], [False, False, True, True], 48, False, [True, False, False, False], 3755, 'West', (4, 8))
Element 27: (0, (4, 8), ['.', '.', '%', ''], [(11, 3), (15, 5), (11, 12)], [False, False, True, False], 46, False, [True, True, False, False], 3784, 'South', (4, 7))
Element 28: (0, (4, 7), ['%', '%', '', ''], [(11, 2), (14, 5), (11, 11)], [True, True, False, False], 44, False, [False, False, False, False], 3813, 'North', (4, 8))
Element 29: (0, (4, 8), ['.', '', '%', ''], [(11, 1), (13, 5), (12, 11)], [False, False, True, False], 42, False, [True, False, False, False], 3842, 'West', (3, 8))
Element 30: #1#
