Element 1: (2, (18, 1), ['.', '%', '%', '%'], [(12, 11), (15, 7), (18, 4)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (17, 1))
Element 2: (2, (17, 1), ['.', '%', '.', ''], [(13, 11), (16, 7), (17, 4)], [False, True, False, False], 96, False, [True, False, True, False], 58, 'North', (17, 2))
Element 3: (2, (17, 2), ['.', '', '.', '%'], [(12, 11), (16, 6), (17, 5)], [False, False, False, True], 94, False, [True, False, True, False], 87, 'North', (17, 3))
Element 4: (2, (17, 3), ['.', '', '', '%'], [(11, 11), (16, 5), (17, 6)], [False, False, False, True], 92, False, [True, False, False, False], 116, 'West', (16, 3))
Element 5: (2, (16, 3), ['.', '.', 'G', ''], [(11, 12), (16, 4), (18, 6)], [False, False, False, False], 90, False, [True, True, False, False], 155, 'South', (16, 2))
Element 6: (2, (16, 2), ['.', '.', '', ''], [(11, 13), (17, 4), (17, 6)], [False, False, False, False], 88, False, [True, True, False, False], 174, 'South', (16, 1))
Element 7: (2, (16, 1), ['.', '%', '', ''], [(12, 13), (18, 4), (16, 6)], [False, True, False, False], 86, False, [True, False, False, False], 193, 'West', (15, 1))
Element 8: (2, (15, 1), ['.', '%', '.', ''], [(13, 13), (17, 4), (15, 6)], [False, True, False, False], 84, False, [True, False, True, False], 222, 'North', (15, 2))
Element 9: (2, (15, 2), ['%', '', '.', ''], [(14, 13), (17, 5), (15, 5)], [True, False, False, False], 82, False, [False, False, True, False], 251, 'North', (15, 3))
Element 10: (2, (15, 3), ['.', '', '%', ''], [(14, 12), (17, 6), (14, 5)], [False, False, True, False], 80, False, [True, False, False, False], 280, 'West', (14, 3))
Element 11: (2, (14, 3), ['.', '%', '.', ''], [(15, 12), (18, 6), (14, 6)], [False, True, False, False], 78, False, [True, False, True, False], 309, 'North', (14, 4))
Element 12: (2, (14, 4), ['.', '', '', '%'], [(16, 12), (17, 6), (13, 6)], [False, False, False, True], 76, False, [True, False, False, False], 338, 'West', (13, 4))
Element 13: (2, (13, 4), ['.', '.', '.', ''], [(17, 12), (17, 5), (12, 6)], [False, False, False, False], 74, False, [True, True, True, False], 1357, 'North', (13, 5))
Element 14: (2, (13, 5), ['%', '', '', ''], [(18, 12), (17, 4), (12, 7)], [True, False, False, False], 72, False, [False, False, False, False], 1386, 'East', (14, 5))
Element 15: (2, (14, 5), ['', '', '', ''], [(18, 13), (17, 3), (13, 7)], [False, False, False, False], 70, False, [False, False, False, False], 1405, 'East', (15, 5))
Element 16: (2, (15, 5), ['', '%', '', ''], [(17, 13), (17, 2), (13, 8)], [False, True, False, False], 68, False, [False, False, False, False], 1424, 'East', (16, 5))
Element 17: (2, (16, 5), ['', '', '', ''], [(16, 13), (17, 1), (13, 9)], [False, False, False, False], 66, False, [False, False, False, False], 1443, 'East', (17, 5))
Element 18: (2, (17, 5), ['', '', '', '%'], [(17, 13), (18, 1), (14, 9)], [False, False, False, True], 64, False, [False, False, False, False], 1452, 'North', (17, 6))
Element 19: (2, (17, 6), ['', '', '%', ''], [(18, 13), (17, 1), (15, 9)], [False, False, True, False], 62, False, [False, False, False, False], 1461, 'East', (18, 6))
Element 20: (2, (18, 6), ['', '%', '%', '%'], [(18, 12), (16, 1), (16, 9)], [False, True, True, True], 60, False, [False, False, False, False], 1470, 'West', (17, 6))
Element 21: (2, (17, 6), ['', '', '%', ''], [(18, 11), (16, 2), (17, 9)], [False, False, True, False], 58, False, [False, False, False, False], 1489, 'West', (16, 6))
Element 22: (2, (16, 6), ['', '', '', ''], [(18, 10), (16, 3), (18, 9)], [False, False, False, False], 56, False, [False, False, False, False], 1508, 'North', (16, 7))
Element 23: (2, (16, 7), ['', '', '%', '%'], [(17, 10), (15, 3), (18, 8)], [False, False, True, True], 54, False, [False, False, False, False], 1527, 'West', (15, 7))
Element 24: (2, (15, 7), ['', '', '%', ''], [(17, 11), (15, 2), (17, 8)], [False, False, True, False], 52, False, [False, False, False, False], 1546, 'South', (15, 6))
Element 25: (2, (15, 6), ['', '', '', ''], [(16, 11), (15, 1), (18, 8)], [False, False, False, False], 50, False, [False, False, False, False], 1555, 'West', (14, 6))
Element 26: (2, (14, 6), ['', '', '', ''], [(16, 10), (14, 1), (18, 9)], [False, False, False, False], 48, False, [False, False, False, False], 1574, 'North', (14, 7))
Element 27: (2, (14, 7), ['', '', '%', ''], [(15, 10), (13, 1), (17, 9)], [False, False, True, False], 46, False, [False, False, False, False], 1593, 'West', (13, 7))
Element 28: (2, (13, 7), ['', '', '', ''], [(15, 11), (12, 1), (17, 10)], [False, False, False, False], 44, False, [False, False, False, False], 1612, 'North', (13, 8))
Element 29: (2, (13, 8), ['.', '', '', '%'], [(15, 10), (11, 1), (18, 10)], [False, False, False, True], 42, False, [True, False, False, False], 1621, 'West', (12, 8))
Element 30: (2, (12, 8), ['%', '', '.', ''], [(15, 9), (10, 1), (18, 11)], [True, False, False, False], 40, False, [False, False, True, False], 2630, 'North', (12, 9))
Element 31: (2, (12, 9), ['.', '', '%', ''], [(16, 9), (10, 2), (18, 12)], [False, False, True, False], 38, False, [True, False, False, False], 2649, 'West', (11, 9))
Element 32: (2, (11, 9), ['%', '%', '%', ''], [(17, 9), (11, 2), (18, 13)], [True, True, True, False], 36, False, [False, False, False, False], 2668, 'East', (12, 9))
Element 33: (2, (12, 9), ['', '', '%', ''], [(18, 9), (11, 3), (17, 13)], [False, False, True, False], 34, False, [False, False, False, False], 2677, 'East', (13, 9))
Element 34: (2, (13, 9), ['', '', '%', ''], [(18, 8), (12, 3), (17, 12)], [False, False, True, False], 32, False, [False, False, False, False], 2686, 'East', (14, 9))
Element 35: (2, (14, 9), ['', '%', '%', ''], [(17, 8), (13, 3), (17, 11)], [False, True, True, False], 30, False, [False, False, False, False], 2695, 'East', (15, 9))
Element 36: (2, (15, 9), ['', '%', '', ''], [(18, 8), (14, 3), (16, 11)], [False, True, False, False], 28, False, [False, False, False, False], 2694, 'East', (16, 9))
Element 37: (2, (16, 9), ['', '%', '', ''], [(18, 9), (14, 4), (16, 12)], [False, True, False, False], 26, False, [False, False, False, False], 2693, 'East', (17, 9))
Element 38: (2, (17, 9), ['', '', '', ''], [(18, 8), (14, 5), (16, 13)], [False, False, False, False], 24, False, [False, False, False, False], 2692, 'East', (18, 9))
Element 39: (2, (18, 9), ['', '', '', '%'], [(17, 8), (15, 5), (16, 12)], [False, False, False, True], 22, False, [False, False, False, False], 2691, 'North', (18, 10))
Element 40: (2, (18, 10), ['', '', '', '%'], [(17, 9), (15, 6), (15, 12)], [False, False, False, True], 20, False, [False, False, False, False], 2690, 'North', (18, 11))
Element 41: (2, (18, 11), ['', '', '', '%'], [(16, 9), (14, 6), (15, 11)], [False, False, False, True], 18, False, [False, False, False, False], 2689, 'North', (18, 12))
Element 42: (2, (18, 12), ['', '', '', '%'], [(15, 9), (13, 6), (15, 10)], [False, False, False, True], 16, False, [False, False, False, False], 2688, 'North', (18, 13))
Element 43: (2, (18, 13), ['', '', '%', '%'], [(14, 9), (13, 7), (16, 10)], [False, False, True, True], 14, False, [False, False, False, False], 2687, 'West', (17, 13))
Element 44: (2, (17, 13), ['', '', '%', ''], [(13, 9), (13, 8), (15, 10)], [False, False, True, False], 12, False, [False, False, False, False], 2686, 'South', (17, 12))
Element 45: (2, (17, 12), ['', '', '', ''], [(12, 9), (13, 9), (15, 11)], [False, False, False, False], 10, False, [False, False, False, False], 2685, 'South', (17, 11))
