Element 1: (0, (8, 1), ['.', '%', '%', '.'], [(1, 13), (15, 2), (17, 5)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (9, 1))
Element 2: (0, (9, 1), ['', '%', '%', 'F'], [(2, 13), (16, 2), (17, 6)], [False, True, True, False], 96, False, [False, False, False, False], 39, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', '.'], [(3, 13), (17, 2), (18, 6)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (11, 1))
Element 4: (0, (11, 1), ['', '%', '.', '.'], [(3, 12), (17, 3), (17, 6)], [False, True, False, False], 92, False, [False, False, True, True], 1097, 'East', (12, 1))
Element 5: (0, (12, 1), ['', '%', '%', '.'], [(4, 12), (17, 4), (16, 6)], [False, True, True, False], 90, False, [False, False, False, True], 1136, 'East', (13, 1))
Element 6: (0, (13, 1), ['', '%', '%', '.'], [(5, 12), (18, 4), (16, 7)], [False, True, True, False], 88, False, [False, False, False, True], 1175, 'East', (14, 1))
Element 7: (0, (14, 1), ['', '%', '%', '.'], [(6, 12), (17, 4), (15, 7)], [False, True, True, False], 86, False, [False, False, False, True], 1204, 'East', (15, 1))
Element 8: (0, (15, 1), ['', '%', '', '.'], [(6, 13), (16, 4), (15, 6)], [False, True, False, False], 84, False, [False, False, False, True], 1243, 'East', (16, 1))
Element 9: (0, (16, 1), ['', '%', '', '.'], [(7, 13), (16, 5), (15, 5)], [False, True, False, False], 82, False, [False, False, False, True], 1282, 'East', (17, 1))
Element 10: (0, (17, 1), ['', '%', '', '.'], [(6, 13), (17, 5), (14, 5)], [False, True, False, False], 80, False, [False, False, False, True], 1301, 'East', (18, 1))
Element 11: (0, (18, 1), ['', '%', '%', '%'], [(5, 13), (17, 6), (14, 6)], [False, True, True, True], 78, False, [False, False, False, False], 1330, 'West', (17, 1))
Element 12: (0, (17, 1), ['', '%', '', ''], [(6, 13), (18, 6), (14, 7)], [False, True, False, False], 76, False, [False, False, False, False], 1339, 'North', (17, 2))
Element 13: (0, (17, 2), ['', '', '', '%'], [(6, 12), (17, 6), (13, 7)], [False, False, False, True], 74, False, [False, False, False, False], 1348, 'North', (17, 3))
Element 14: (0, (17, 3), ['.', '', '', '%'], [(6, 11), (16, 6), (13, 8)], [False, False, False, True], 72, False, [True, False, False, False], 1367, 'West', (16, 3))
Element 15: (0, (16, 3), ['.', '', '', ''], [(7, 11), (16, 7), (13, 9)], [False, False, False, False], 70, False, [True, False, False, False], 1396, 'West', (15, 3))
Element 16: (0, (15, 3), ['.', '', '%', ''], [(7, 10), (15, 7), (14, 9)], [False, False, True, False], 68, False, [True, False, False, False], 1425, 'West', (14, 3))
Element 17: (0, (14, 3), ['.', '%', '.', ''], [(8, 10), (15, 6), (15, 9)], [False, True, False, False], 66, False, [True, False, True, False], 1454, 'North', (14, 4))
Element 18: (0, (14, 4), ['.', '', '', '%'], [(9, 10), (15, 5), (16, 9)], [False, False, False, True], 64, False, [True, False, False, False], 1483, 'West', (13, 4))
Element 19: (0, (13, 4), ['.', '.', '.', ''], [(9, 11), (14, 5), (17, 9)], [False, False, False, False], 62, False, [True, True, True, False], 1512, 'North', (13, 5))
Element 20: (0, (13, 5), ['%', '', '.', ''], [(10, 11), (14, 6), (18, 9)], [True, False, False, False], 60, False, [False, False, True, False], 1541, 'North', (13, 6))
Element 21: (0, (13, 6), ['F', '', '', ''], [(11, 11), (14, 7), (18, 10)], [False, False, False, False], 58, False, [False, False, False, False], 1570, 'West', (12, 6))
Element 22: (0, (12, 6), ['.', '%', '.', ''], [(12, 11), (13, 7), (18, 11)], [False, True, False, False], 56, False, [True, False, True, False], 2589, 'North', (12, 7))
Element 23: (0, (12, 7), ['.', '', '.', ''], [(13, 11), (13, 8), (18, 12)], [False, False, False, False], 54, False, [True, False, True, False], 2618, 'North', (12, 8))
Element 24: (0, (12, 8), ['%', '', '.', ''], [(12, 11), (13, 9), (18, 13)], [True, False, False, False], 52, False, [False, False, True, False], 2637, 'North', (12, 9))
Element 25: (0, (12, 9), ['.', '', '%', ''], [(11, 11), (14, 9), (17, 13)], [False, False, True, False], 50, False, [True, False, False, False], 2656, 'West', (11, 9))
Element 26: (0, (11, 9), ['%', '%', '%', ''], [(11, 12), (15, 9), (17, 12)], [True, True, True, False], 48, False, [False, False, False, False], 2685, 'East', (12, 9))
Element 27: (0, (12, 9), ['', '', '%', ''], [(11, 13), (15, 10), (17, 11)], [False, False, True, False], 46, False, [False, False, False, False], 2714, 'East', (13, 9))
Element 28: (0, (13, 9), ['', '', '%', ''], [(12, 13), (16, 10), (17, 10)], [False, False, True, False], 44, False, [False, False, False, False], 2743, 'East', (14, 9))
Element 29: (0, (14, 9), ['', '%', '%', ''], [(13, 13), (16, 11), (16, 10)], [False, True, True, False], 42, False, [False, False, False, False], 2762, 'East', (15, 9))
Element 30: (0, (15, 9), ['', '%', '', ''], [(14, 13), (16, 12), (16, 11)], [False, True, False, False], 40, False, [False, False, False, False], 2781, 'East', (16, 9))
Element 31: (0, (16, 9), ['', '%', '', ''], [(14, 12), (16, 13), (15, 11)], [False, True, False, False], 38, False, [False, False, False, False], 2810, 'East', (17, 9))
Element 32: (0, (17, 9), ['', '.', '', ''], [(15, 12), (17, 13), (15, 10)], [False, False, False, False], 36, False, [False, True, False, False], 2819, 'South', (17, 8))
Element 33: (0, (17, 8), ['%', '%', '', '.'], [(16, 12), (18, 13), (15, 11)], [True, True, False, False], 34, False, [False, False, False, True], 2828, 'East', (18, 8))
Element 34: (0, (18, 8), ['', '%', '', '%'], [(17, 12), (18, 12), (16, 11)], [False, True, False, True], 32, False, [False, False, False, False], 2837, 'North', (18, 9))
Element 35: (0, (18, 9), ['', '', '', '%'], [(17, 13), (18, 11), (16, 12)], [False, False, False, True], 30, False, [False, False, False, False], 2836, 'North', (18, 10))
Element 36: (0, (18, 10), ['', '', '', '%'], [(18, 13), (17, 11), (16, 13)], [False, False, False, True], 28, False, [False, False, False, False], 2835, 'North', (18, 11))
Element 37: (0, (18, 11), ['', '', 'G', '%'], [(18, 12), (17, 12), (16, 12)], [False, False, False, True], 26, False, [False, False, False, False], 2834, 'West', (17, 11))
Element 38: (0, (17, 11), ['', '', '', 'G'], [(18, 11), (17, 13), (15, 12)], [False, False, False, False], 24, False, [False, False, False, False], 2833, 'North', (17, 12))
Element 39: (0, (17, 12), ['', '', '', ''], [(18, 10), (17, 12), (14, 12)], [False, False, False, False], 22, False, [False, False, False, False], 2832, 'East', (18, 12))
Element 40: (0, (18, 12), ['', '', '', '%'], [(18, 9), (17, 11), (14, 13)], [False, False, False, True], 20, False, [False, False, False, False], 2831, 'North', (18, 13))
Element 41: (0, (18, 13), ['', '', '%', '%'], [(18, 8), (18, 11), (13, 13)], [False, False, True, True], 18, False, [False, False, False, False], 2830, 'West', (17, 13))
