Element 1: (0, (1, 11), ['%', '%', '%', '.'], [(4, 8), (16, 7), (16, 10)], [True, True, True, False], 98, False, [False, False, False, True], 0, 'East', (2, 11))
Element 2: (0, (2, 11), ['', '%', '%', '%'], [(5, 8), (16, 6), (17, 10)], [False, True, True, True], 96, False, [False, False, False, False], 39, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '%', '%', ''], [(5, 7), (17, 6), (18, 10)], [True, True, True, False], 94, False, [False, False, False, False], 68, 'Stop', (1, 11))
Element 4: (0, (1, 11), ['%', '%', '%', ''], [(6, 7), (18, 6), (18, 11)], [True, True, True, False], 92, False, [False, False, False, False], 97, 'East', (2, 11))
Element 5: (0, (2, 11), ['', '%', '%', '%'], [(7, 7), (17, 6), (18, 12)], [False, True, True, True], 90, False, [False, False, False, False], 116, 'West', (1, 11))
Element 6: (0, (1, 11), ['%', '%', '%', ''], [(8, 7), (17, 5), (18, 13)], [True, True, True, False], 88, False, [False, False, False, False], 1135, 'Stop', (1, 11))
Element 7: (0, (1, 11), ['%', '%', '%', ''], [(8, 8), (17, 4), (17, 13)], [True, True, True, False], 86, False, [False, False, False, False], 1164, 'East', (2, 11))
Element 8: (0, (2, 11), ['', '%', '%', '%'], [(9, 8), (18, 4), (17, 12)], [False, True, True, True], 84, False, [False, False, False, False], 1193, 'West', (1, 11))
Element 9: (0, (1, 11), ['%', '%', '%', ''], [(10, 8), (17, 4), (17, 11)], [True, True, True, False], 82, False, [False, False, False, False], 1212, 'Stop', (1, 11))
Element 10: (0, (1, 11), ['%', '%', '%', ''], [(9, 8), (17, 3), (16, 11)], [True, True, True, False], 80, False, [False, False, False, False], 1231, 'East', (2, 11))
Element 11: (0, (2, 11), ['', '%', '%', '%'], [(8, 8), (17, 2), (16, 12)], [False, True, True, True], 78, False, [False, False, False, False], 1250, 'West', (1, 11))
Element 12: (0, (1, 11), ['%', '%', '%', ''], [(8, 7), (17, 1), (16, 13)], [True, True, True, False], 76, False, [False, False, False, False], 1269, 'Stop', (1, 11))
Element 13: (0, (1, 11), ['%', '%', '%', ''], [(8, 6), (18, 1), (16, 12)], [True, True, True, False], 74, False, [False, False, False, False], 1288, 'East', (2, 11))
Element 14: (0, (2, 11), ['', '%', '%', '%'], [(9, 6), (17, 1), (15, 12)], [False, True, True, True], 72, False, [False, False, False, False], 1307, 'West', (1, 11))
Element 15: (0, (1, 11), ['%', '%', '%', ''], [(10, 6), (16, 1), (15, 11)], [True, True, True, False], 70, False, [False, False, False, False], 1336, 'Stop', (1, 11))
Element 16: (0, (1, 11), ['%', '%', '%', ''], [(11, 6), (16, 2), (15, 10)], [True, True, True, False], 68, False, [False, False, False, False], 1365, 'East', (2, 11))
Element 17: (0, (2, 11), ['', '%', '%', '%'], [(12, 6), (16, 3), (15, 9)], [False, True, True, True], 66, False, [False, False, False, False], 2384, 'West', (1, 11))
Element 18: (0, (1, 11), ['%', '%', '%', ''], [(13, 6), (16, 4), (16, 9)], [True, True, True, False], 64, False, [False, False, False, False], 2413, 'Stop', (1, 11))
Element 19: (0, (1, 11), ['%', '%', '%', ''], [(14, 6), (16, 5), (17, 9)], [True, True, True, False], 62, False, [False, False, False, False], 2442, 'East', (2, 11))
Element 20: (0, (2, 11), ['', '%', '%', '%'], [(15, 6), (15, 5), (18, 9)], [False, True, True, True], 60, False, [False, False, False, False], 2471, 'West', (1, 11))
Element 21: (0, (1, 11), ['%', '%', '%', ''], [(15, 7), (14, 5), (18, 8)], [True, True, True, False], 58, False, [False, False, False, False], 2500, 'Stop', (1, 11))
Element 22: (0, (1, 11), ['%', '%', '%', ''], [(14, 7), (14, 4), (17, 8)], [True, True, True, False], 56, False, [False, False, False, False], 2529, 'East', (2, 11))
Element 23: (0, (2, 11), ['', '%', '%', '%'], [(13, 7), (14, 3), (18, 8)], [False, True, True, True], 54, False, [False, False, False, False], 2548, 'West', (1, 11))
Element 24: (0, (1, 11), ['%', '%', '%', ''], [(13, 8), (15, 3), (18, 9)], [True, True, True, False], 52, False, [False, False, False, False], 2567, 'Stop', (1, 11))
Element 25: (0, (1, 11), ['%', '%', '%', ''], [(13, 9), (15, 2), (17, 9)], [True, True, True, False], 50, False, [False, False, False, False], 2586, 'East', (2, 11))
Element 26: (0, (2, 11), ['', '%', '%', '%'], [(14, 9), (15, 1), (17, 8)], [False, True, True, True], 48, False, [False, False, False, False], 2605, 'West', (1, 11))
Element 27: (0, (1, 11), ['%', '%', '%', ''], [(15, 9), (14, 1), (17, 9)], [True, True, True, False], 46, False, [False, False, False, False], 2614, 'Stop', (1, 11))
Element 28: (0, (1, 11), ['%', '%', '%', ''], [(16, 9), (13, 1), (17, 8)], [True, True, True, False], 44, False, [False, False, False, False], 2623, 'East', (2, 11))
