Element 1: (1, (1, 9), ['%', '%', '%', '.'], [(2, 1), (3, 12), (12, 4)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 9))
Element 2: (1, (2, 9), ['', '.', '%', '%'], [(3, 1), (4, 12), (13, 4)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (2, 8))
Element 3: (1, (2, 8), ['%', '%', '', '.'], [(4, 1), (5, 12), (14, 4)], [True, True, False, False], 94, False, [False, False, False, True], 87, 'East', (3, 8))
Element 4: (1, (3, 8), ['', '%', '%', '.'], [(4, 2), (6, 12), (14, 5)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (4, 8))
Element 5: (1, (4, 8), ['', '.', '%', '.'], [(5, 2), (6, 13), (15, 5)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (5, 8))
Element 6: (1, (5, 8), ['', '.', '%', '%'], [(4, 2), (7, 13), (16, 5)], [False, False, True, True], 88, False, [False, True, False, False], 194, 'South', (5, 7))
Element 7: (1, (5, 7), ['.', '%', '', '.'], [(3, 2), (6, 13), (17, 5)], [False, True, False, False], 86, False, [True, False, False, True], 223, 'East', (6, 7))
Element 8: (1, (6, 7), ['', '.', '%', '.'], [(2, 2), (5, 13), (17, 6)], [False, False, True, False], 84, False, [False, True, False, True], 262, 'East', (7, 7))
Element 9: (1, (7, 7), ['', '.', '%', 'F'], [(1, 2), (6, 13), (18, 6)], [False, False, True, False], 82, False, [False, True, False, False], 291, 'East', (8, 7))
Element 10: (1, (8, 7), ['', '.', '.', '%'], [(2, 2), (6, 12), (17, 6)], [False, False, False, True], 80, False, [False, True, True, False], 1290, 'North', (8, 8))
Element 11: (1, (8, 8), ['%', '', '%', '.'], [(3, 2), (6, 11), (16, 6)], [True, False, True, False], 78, False, [False, False, False, True], 1319, 'East', (9, 8))
Element 12: (1, (9, 8), ['', '%', '%', '.'], [(4, 2), (7, 11), (16, 7)], [False, True, True, False], 76, False, [False, False, False, True], 1348, 'East', (10, 8))
Element 13: (1, (10, 8), ['', '%', '%', '%'], [(4, 1), (7, 10), (15, 7)], [False, True, True, True], 74, False, [False, False, False, False], 1377, 'West', (9, 8))
Element 14: (1, (9, 8), ['', '%', '%', ''], [(3, 1), (8, 10), (15, 6)], [False, True, True, False], 72, False, [False, False, False, False], 1396, 'West', (8, 8))
Element 15: (1, (8, 8), ['%', '', '%', ''], [(3, 2), (9, 10), (14, 6)], [True, False, True, False], 70, False, [False, False, False, False], 1415, 'South', (8, 7))
Element 16: (1, (8, 7), ['', '.', '', '%'], [(3, 1), (9, 11), (14, 7)], [False, False, False, True], 68, False, [False, True, False, False], 1434, 'South', (8, 6))
