Element 1: (1, (3, 10), ['%', '%', '%', '.'], [(16, 10), (8, 8), (15, 11)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (4, 10))
Element 2: (1, (4, 10), ['', '%', '%', '.'], [(17, 10), (8, 7), (16, 11)], [False, True, True, False], 96, False, [False, False, False, True], 1038, 'East', (5, 10))
Element 3: (1, (5, 10), ['', '%', '.', '.'], [(18, 10), (8, 6), (17, 11)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (6, 10))
Element 4: (1, (6, 10), ['', '%', '.', '.'], [(18, 9), (9, 6), (18, 11)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (7, 10))
Element 5: (1, (7, 10), ['', '%', '.', '.'], [(18, 8), (10, 6), (18, 12)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (8, 10))
Element 6: (1, (8, 10), ['', '%', '%', '.'], [(17, 8), (11, 6), (18, 13)], [False, True, True, False], 88, False, [False, False, False, True], 1194, 'East', (9, 10))
Element 7: (1, (9, 10), ['', '%', '.', '%'], [(17, 9), (12, 6), (17, 13)], [False, True, False, True], 86, False, [False, False, True, False], 2223, 'North', (9, 11))
Element 8: (1, (9, 11), ['%', '', '.', '.'], [(16, 9), (13, 6), (17, 12)], [True, False, False, False], 84, False, [False, False, True, True], 2262, 'East', (10, 11))
Element 9: (1, (10, 11), ['', '%', '.', '.'], [(15, 9), (14, 6), (16, 12)], [False, True, False, False], 82, False, [False, False, True, True], 2301, 'East', (11, 11))
Element 10: (1, (11, 11), ['', '%', '.', '.'], [(14, 9), (15, 6), (16, 13)], [False, True, False, False], 80, False, [False, False, True, True], 2340, 'East', (12, 11))
Element 11: (1, (12, 11), ['', '%', '%', '.'], [(13, 9), (16, 6), (16, 12)], [False, True, True, False], 78, False, [False, False, False, True], 2369, 'East', (13, 11))
Element 12: (1, (13, 11), ['', '%', '%', '%'], [(13, 8), (17, 6), (15, 12)], [False, True, True, True], 76, False, [False, False, False, False], 2408, 'West', (12, 11))
Element 13: (1, (12, 11), ['', '%', '%', ''], [(13, 7), (18, 6), (14, 12)], [False, True, True, False], 74, False, [False, False, False, False], 2437, 'West', (11, 11))
Element 14: (1, (11, 11), ['', '%', '.', ''], [(14, 7), (17, 6), (14, 13)], [False, True, False, False], 72, False, [False, False, True, False], 2456, 'North', (11, 12))
