Element 1: (2, (5, 12), ['.', '', '.', '.'], [(18, 11), (6, 11), (8, 3)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (6, 12))
Element 2: (2, (6, 12), ['', '', '.', '%'], [(18, 12), (7, 11), (9, 3)], [False, False, False, True], 96, False, [False, False, True, False], 58, 'North', (6, 13))
Element 3: (2, (6, 13), ['.', '', '%', '.'], [(18, 13), (7, 10), (9, 4)], [False, False, True, False], 94, False, [True, False, False, True], 97, 'East', (7, 13))
Element 4: (2, (7, 13), ['', '%', '%', '%'], [(17, 13), (8, 10), (10, 4)], [False, True, True, True], 92, False, [False, False, False, False], 136, 'West', (6, 13))
Element 5: (2, (6, 13), ['.', '', '%', ''], [(17, 12), (9, 10), (11, 4)], [False, False, True, False], 90, False, [True, False, False, False], 165, 'West', (5, 13))
Element 6: (2, (5, 13), ['%', '', '%', ''], [(17, 11), (9, 11), (12, 4)], [True, False, True, False], 88, False, [False, False, False, False], 204, 'East', (6, 13))
Element 7: (2, (6, 13), ['', '', '%', ''], [(17, 10), (10, 11), (13, 4)], [False, False, True, False], 86, False, [False, False, False, False], 233, 'South', (6, 12))
Element 8: (2, (6, 12), ['', '', '', '%'], [(17, 9), (11, 11), (14, 4)], [False, False, False, True], 84, False, [False, False, False, False], 262, 'South', (6, 11))
Element 9: (2, (6, 11), ['', '.', '', ''], [(18, 9), (12, 11), (14, 5)], [False, False, False, False], 82, False, [False, True, False, False], 291, 'South', (6, 10))
Element 10: (2, (6, 10), ['.', '%', '', ''], [(18, 8), (13, 11), (15, 5)], [False, True, False, False], 80, False, [True, False, False, False], 330, 'West', (5, 10))
Element 11: (2, (5, 10), ['.', '%', '', ''], [(17, 8), (12, 11), (16, 5)], [False, True, False, False], 78, False, [True, False, False, False], 359, 'West', (4, 10))
Element 12: (2, (4, 10), ['.', '%', '%', ''], [(18, 8), (11, 11), (17, 5)], [False, True, True, False], 76, False, [True, False, False, False], 378, 'West', (3, 10))
Element 13: (2, (3, 10), ['%', '%', '%', ''], [(18, 9), (11, 12), (17, 6)], [True, True, True, False], 74, False, [False, False, False, False], 407, 'East', (4, 10))
