Element 1: (2, (5, 12), ['.', '', '.', '.'], [(18, 11), (6, 11), (8, 3)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (6, 12))
Element 14: (2, (4, 10), ['', '%', '%', ''], [(17, 9), (11, 13), (18, 6)], [False, True, True, False], 72, False, [False, False, False, False], 426, 'East', (5, 10))
Element 15: (2, (5, 10), ['', '%', '', ''], [(17, 8), (12, 13), (17, 6)], [False, True, False, False], 70, False, [False, False, False, False], 435, 'North', (5, 11))
Element 16: (2, (5, 11), ['%', '', '', ''], [(17, 9), (13, 13), (16, 6)], [True, False, False, False], 68, False, [False, False, False, False], 454, 'South', (5, 10))
Element 17: (2, (5, 10), ['', '%', '', ''], [(16, 9), (14, 13), (16, 7)], [False, True, False, False], 66, False, [False, False, False, False], 483, 'East', (6, 10))
Element 18: (2, (6, 10), ['', '%', '', ''], [(16, 10), (14, 12), (15, 7)], [False, True, False, False], 64, False, [False, False, False, False], 512, 'East', (7, 10))
Element 19: (2, (7, 10), ['', '%', '', ''], [(16, 11), (15, 12), (15, 6)], [False, True, False, False], 62, False, [False, False, False, False], 541, 'East', (8, 10))
Element 20: (2, (8, 10), ['', '%', '%', ''], [(16, 12), (15, 11), (14, 6)], [False, True, True, False], 60, False, [False, False, False, False], 570, 'East', (9, 10))
Element 21: (2, (9, 10), ['', '%', '', '%'], [(16, 13), (15, 10), (14, 7)], [False, True, False, True], 58, False, [False, False, False, False], 599, 'North', (9, 11))
Element 22: (2, (9, 11), ['%', '', '.', ''], [(16, 12), (15, 9), (13, 7)], [True, False, False, False], 56, False, [False, False, True, False], 618, 'North', (9, 12))
Element 23: (2, (9, 12), ['.', '', '.', '.'], [(15, 12), (14, 9), (13, 8)], [False, False, False, False], 54, False, [True, False, True, True], 647, 'East', (10, 12))
Element 24: (2, (10, 12), ['', '', '%', ''], [(15, 11), (15, 9), (13, 9)], [False, False, True, False], 52, False, [False, False, False, False], 666, 'East', (11, 12))
Element 25: (2, (11, 12), ['', '', '', '%'], [(15, 10), (16, 9), (12, 9)], [False, False, False, True], 50, False, [False, False, False, False], 675, 'North', (11, 13))
Element 26: (2, (11, 13), ['%', '', '%', ''], [(15, 9), (17, 9), (12, 8)], [True, False, True, False], 48, False, [False, False, False, False], 684, 'East', (12, 13))
Element 27: (2, (12, 13), ['', '%', '%', ''], [(14, 9), (18, 9), (12, 7)], [False, True, True, False], 46, False, [False, False, False, False], 693, 'East', (13, 13))
Element 28: (2, (13, 13), ['', '%', '%', ''], [(13, 9), (18, 10), (12, 6)], [False, True, True, False], 44, False, [False, False, False, False], 1692, 'East', (14, 13))
Element 29: (2, (14, 13), ['', '', '%', '%'], [(13, 8), (18, 11), (13, 6)], [False, False, True, True], 42, False, [False, False, False, False], 1701, 'South', (14, 12))
Element 30: (2, (14, 12), ['%', '%', '', ''], [(13, 7), (18, 12), (13, 5)], [True, True, False, False], 40, False, [False, False, False, False], 1710, 'East', (15, 12))
Element 31: (2, (15, 12), ['', '', '%', ''], [(14, 7), (18, 13), (13, 6)], [False, False, True, False], 38, False, [False, False, False, False], 1709, 'East', (16, 12))
Element 32: (2, (16, 12), ['', '', '', ''], [(15, 7), (17, 13), (12, 6)], [False, False, False, False], 36, False, [False, False, False, False], 1708, 'East', (17, 12))
Element 33: (2, (17, 12), ['', '', '', ''], [(16, 7), (16, 13), (11, 6)], [False, False, False, False], 34, False, [False, False, False, False], 1717, 'East', (18, 12))
Element 34: (2, (18, 12), ['', '', '', '%'], [(16, 6), (16, 12), (11, 7)], [False, False, False, True], 32, False, [False, False, False, False], 1726, 'North', (18, 13))
Element 35: (2, (18, 13), ['', '', '%', '%'], [(17, 6), (17, 12), (11, 6)], [False, False, True, True], 30, False, [False, False, False, False], 1725, 'West', (17, 13))
Element 36: (2, (17, 13), ['', '', '%', ''], [(18, 6), (17, 11), (10, 6)], [False, False, True, False], 28, False, [False, False, False, False], 1734, 'West', (16, 13))
Element 37: (2, (16, 13), ['%', '', '%', ''], [(17, 6), (17, 10), (10, 5)], [True, False, True, False], 26, False, [False, False, False, False], 1743, 'East', (17, 13))
Element 38: (2, (17, 13), ['', '', '%', ''], [(17, 5), (16, 10), (9, 5)], [False, False, True, False], 24, False, [False, False, False, False], 1752, 'East', (18, 13))
Element 39: (2, (18, 13), ['', '', '%', '%'], [(17, 4), (16, 11), (9, 6)], [False, False, True, True], 22, False, [False, False, False, False], 1771, 'South', (18, 12))
Element 40: (2, (18, 12), ['', '', '', '%'], [(18, 4), (16, 10), (8, 6)], [False, False, False, True], 20, False, [False, False, False, False], 1790, 'South', (18, 11))
Element 41: (2, (18, 11), ['', '', '', '%'], [(17, 4), (17, 10), (8, 7)], [False, False, False, True], 18, False, [False, False, False, False], 2789, 'South', (18, 10))
Element 42: (2, (18, 10), ['', '', '', '%'], [(17, 3), (17, 11), (8, 8)], [False, False, False, True], 16, False, [False, False, False, False], 2808, 'South', (18, 9))
Element 43: (2, (18, 9), ['', '', '', '%'], [(17, 2), (16, 11), (9, 8)], [False, False, False, True], 14, False, [False, False, False, False], 2827, 'South', (18, 8))
Element 44: (2, (18, 8), ['', '%', '', '%'], [(17, 1), (17, 11), (10, 8)], [False, True, False, True], 12, False, [False, False, False, False], 2846, 'West', (17, 8))
Element 45: (2, (17, 8), ['%', '%', '', ''], [(18, 1), (17, 12), (9, 8)], [True, True, False, False], 10, False, [False, False, False, False], 2855, 'North', (17, 9))
Element 46: (2, (17, 9), ['', '', '', ''], [(17, 1), (16, 12), (8, 8)], [False, False, False, False], 8, False, [False, False, False, False], 2854, 'North', (17, 10))
Element 47: (2, (17, 10), ['', '', '', ''], [(16, 1), (16, 11), (8, 7)], [False, False, False, False], 6, False, [False, False, False, False], 2863, 'North', (17, 11))
Element 48: (2, (17, 11), ['', '', '', ''], [(16, 2), (16, 12), (7, 7)], [False, False, False, False], 4, False, [False, False, False, False], 2882, 'West', (16, 11))
Element 49: (2, (16, 11), ['', '', '', ''], [(16, 3), (16, 13), (7, 6)], [False, False, False, False], 2, False, [False, False, False, False], 2901, 'South', (16, 10))
Element 50: (2, (16, 10), ['', '', '', ''], [(16, 3), (16, 13), (7, 5)], [False, False, False, False], 0, False, [False, False, False, False], 2910, 'Stop', (16, 10))
Element 51: #0#
