Element 1: (3, (11, 1), ['G', '%', '.', '.'], [(6, 7), (9, 12), (10, 1)], [False, True, False, False], 98, False, [False, False, True, True], 1019, 'East', (12, 1))
Element 24: (3, (13, 5), ['%', '', '', ''], [(15, 9), (17, 9), (12, 4)], [True, False, False, False], 52, False, [False, False, False, False], 3716, 'North', (13, 6))
Element 25: (3, (13, 6), ['', '', '', ''], [(16, 9), (17, 10), (11, 4)], [False, False, False, False], 50, False, [False, False, False, False], 3745, 'East', (14, 6))
Element 26: (3, (14, 6), ['', '', '', ''], [(16, 10), (17, 11), (10, 4)], [False, False, False, False], 48, False, [False, False, False, False], 3774, 'North', (14, 7))
Element 27: (3, (14, 7), ['', '', '%', ''], [(16, 11), (17, 10), (10, 5)], [False, False, True, False], 46, False, [False, False, False, False], 3793, 'West', (13, 7))
Element 28: (3, (13, 7), ['.', '', '', ''], [(15, 11), (17, 9), (9, 5)], [False, False, False, False], 44, False, [True, False, False, False], 3812, 'West', (12, 7))
Element 29: (3, (12, 7), ['.', '', '.', ''], [(15, 10), (17, 8), (9, 4)], [False, False, False, False], 42, False, [True, False, True, False], 3841, 'North', (12, 8))
Element 30: (3, (12, 8), ['%', '', '.', ''], [(15, 11), (18, 8), (9, 3)], [True, False, False, False], 40, False, [False, False, True, False], 3860, 'North', (12, 9))
Element 31: (3, (12, 9), ['.', '', '%', ''], [(15, 12), (18, 9), (8, 3)], [False, False, True, False], 38, False, [True, False, False, False], 3879, 'West', (11, 9))
Element 32: (3, (11, 9), ['%', '%', '%', ''], [(16, 12), (17, 9), (8, 4)], [True, True, True, False], 36, False, [False, False, False, False], 3898, 'East', (12, 9))
Element 33: (3, (12, 9), ['', '', '%', ''], [(17, 12), (18, 9), (8, 5)], [False, False, True, False], 34, False, [False, False, False, False], 3907, 'East', (13, 9))
Element 34: (3, (13, 9), ['', '', '%', ''], [(18, 12), (18, 10), (7, 5)], [False, False, True, False], 32, False, [False, False, False, False], 3916, 'East', (14, 9))
Element 35: #1#
