Element 1: (1, (9, 13), ['%', '.', '%', '%'], [(12, 6), (16, 3), (16, 6)], [True, False, True, True], 98, False, [False, True, False, False], 999, 'South', (9, 12))
Element 26: (1, (17, 10), ['.', '', '.', ''], [(14, 5), (14, 6), (13, 8)], [False, False, False, False], 48, False, [True, False, True, False], 1504, 'North', (17, 11))
Element 27: (1, (17, 11), ['.', '', '', ''], [(14, 4), (15, 6), (13, 9)], [False, False, False, False], 46, False, [True, False, False, False], 1523, 'West', (16, 11))
Element 28: (1, (16, 11), ['.', '.', '', ''], [(14, 3), (16, 6), (14, 9)], [False, False, False, False], 44, False, [True, True, False, False], 1542, 'South', (16, 10))
Element 29: (1, (16, 10), ['.', '.', '', ''], [(15, 3), (17, 6), (15, 9)], [False, False, False, False], 42, False, [True, True, False, False], 1561, 'South', (16, 9))
Element 30: (1, (16, 9), ['', '%', '', ''], [(15, 2), (18, 6), (15, 10)], [False, True, False, False], 40, False, [False, False, False, False], 1580, 'West', (15, 9))
Element 31: (1, (15, 9), ['', '%', '', ''], [(15, 1), (17, 6), (15, 11)], [False, True, False, False], 38, False, [False, False, False, False], 1589, 'North', (15, 10))
Element 32: (1, (15, 10), ['%', '', '', ''], [(14, 1), (17, 5), (16, 11)], [True, False, False, False], 36, False, [False, False, False, False], 1598, 'North', (15, 11))
Element 33: (1, (15, 11), ['%', '', '', ''], [(13, 1), (16, 5), (17, 11)], [True, False, False, False], 34, False, [False, False, False, False], 1607, 'South', (15, 10))
Element 34: (1, (15, 10), ['%', '', '', ''], [(12, 1), (16, 4), (18, 11)], [True, False, False, False], 32, False, [False, False, False, False], 1616, 'South', (15, 9))
Element 35: (1, (15, 9), ['', '%', '', ''], [(11, 1), (16, 5), (18, 12)], [False, True, False, False], 30, False, [False, False, False, False], 1625, 'West', (14, 9))
Element 36: (1, (14, 9), ['', '%', '%', ''], [(10, 1), (15, 5), (18, 13)], [False, True, True, False], 28, False, [False, False, False, False], 2624, 'West', (13, 9))
Element 37: (1, (13, 9), ['.', '', '%', ''], [(10, 2), (16, 5), (17, 13)], [False, False, True, False], 26, False, [True, False, False, False], 2633, 'West', (12, 9))
Element 38: (1, (12, 9), ['.', '.', '%', ''], [(11, 2), (17, 5), (17, 12)], [False, False, True, False], 24, False, [True, True, False, False], 2652, 'South', (12, 8))
Element 39: (1, (12, 8), ['%', '.', '', ''], [(11, 3), (17, 6), (16, 12)], [True, False, False, False], 22, False, [False, True, False, False], 2671, 'South', (12, 7))
Element 40: (1, (12, 7), ['.', '', '', ''], [(12, 3), (16, 6), (16, 13)], [False, False, False, False], 20, False, [True, False, False, False], 2690, 'West', (11, 7))
Element 41: (1, (11, 7), ['%', '', '%', ''], [(12, 4), (16, 7), (16, 12)], [True, False, True, False], 18, False, [False, False, False, False], 2709, 'South', (11, 6))
Element 42: (1, (11, 6), ['.', '%', '', ''], [(11, 4), (15, 7), (15, 12)], [False, True, False, False], 16, False, [True, False, False, False], 2718, 'West', (10, 6))
Element 43: (1, (10, 6), ['.', '.', '%', ''], [(10, 4), (14, 7), (14, 12)], [False, False, True, False], 14, False, [True, True, False, False], 2737, 'South', (10, 5))
Element 44: (1, (10, 5), ['.', '', '', '%'], [(9, 4), (13, 7), (14, 13)], [False, False, False, True], 12, False, [True, False, False, False], 2756, 'West', (9, 5))
Element 45: (1, (9, 5), ['.', '', '.', ''], [(9, 3), (13, 8), (13, 13)], [False, False, False, False], 10, False, [True, False, True, False], 2775, 'North', (9, 6))
Element 46: (1, (9, 6), ['.', '', '%', ''], [(8, 3), (13, 9), (12, 13)], [False, False, True, False], 8, False, [True, False, False, False], 2794, 'West', (8, 6))
Element 47: (1, (8, 6), ['.', '.', 'F', ''], [(8, 4), (14, 9), (11, 13)], [False, False, False, False], 6, False, [True, True, False, False], 2813, 'North', (8, 7))
Element 48: (1, (8, 7), ['.', '', '.', '%'], [(8, 5), (15, 9), (11, 12)], [False, False, False, True], 4, False, [True, False, True, False], 3822, 'North', (8, 8))
Element 49: (1, (8, 8), ['%', '', '%', '.'], [(7, 5), (16, 9), (11, 11)], [True, False, True, False], 2, False, [False, False, False, True], 3851, 'East', (9, 8))
Element 50: (1, (9, 8), ['', '%', '%', '.'], [(7, 5), (17, 9), (12, 11)], [False, True, True, False], 0, False, [False, False, False, True], 3870, 'Stop', (9, 8))
Element 51: #0#
