Element 1: (1, (9, 13), ['%', '.', '%', '%'], [(12, 6), (16, 3), (16, 6)], [True, False, True, True], 98, False, [False, True, False, False], 999, 'South', (9, 12))
Element 2: (1, (9, 12), ['.', '.', '', '.'], [(13, 6), (17, 3), (17, 6)], [False, False, False, False], 96, False, [True, True, False, True], 1038, 'East', (10, 12))
Element 3: (1, (10, 12), ['', '.', '%', '.'], [(14, 6), (17, 4), (18, 6)], [False, False, True, False], 94, False, [False, True, False, True], 1077, 'East', (11, 12))
Element 4: (1, (11, 12), ['', '.', '.', '%'], [(15, 6), (18, 4), (17, 6)], [False, False, False, True], 92, False, [False, True, True, False], 1106, 'North', (11, 13))
Element 5: (1, (11, 13), ['%', '', '%', '.'], [(15, 7), (17, 4), (17, 5)], [True, False, True, False], 90, False, [False, False, False, True], 1135, 'East', (12, 13))
Element 6: (1, (12, 13), ['', '%', '%', '.'], [(16, 7), (17, 3), (16, 5)], [False, True, True, False], 88, False, [False, False, False, True], 1164, 'East', (13, 13))
Element 7: (1, (13, 13), ['', '%', '%', '.'], [(16, 6), (17, 4), (16, 4)], [False, True, True, False], 86, False, [False, False, False, True], 1183, 'East', (14, 13))
Element 8: (1, (14, 13), ['', '.', '%', '%'], [(17, 6), (17, 3), (17, 4)], [False, False, True, True], 84, False, [False, True, False, False], 1192, 'South', (14, 12))
Element 9: (1, (14, 12), ['%', '%', '', '.'], [(18, 6), (16, 3), (18, 4)], [True, True, False, False], 82, False, [False, False, False, True], 1201, 'East', (15, 12))
Element 10: (1, (15, 12), ['', '.', '%', '.'], [(17, 6), (17, 3), (17, 4)], [False, False, True, False], 80, False, [False, True, False, True], 1210, 'East', (16, 12))
Element 11: (1, (16, 12), ['', '.', '.', '.'], [(17, 5), (17, 2), (17, 3)], [False, False, False, False], 78, False, [False, True, True, True], 1229, 'East', (17, 12))
Element 12: (1, (17, 12), ['', '.', '.', '.'], [(17, 4), (17, 1), (17, 2)], [False, False, False, False], 76, False, [False, True, True, True], 1248, 'East', (18, 12))
Element 13: (1, (18, 12), ['', '.', '.', '%'], [(18, 4), (18, 1), (16, 2)], [False, False, False, True], 74, False, [False, True, True, False], 1277, 'North', (18, 13))
Element 14: (1, (18, 13), ['.', '', '%', '%'], [(17, 4), (17, 1), (16, 1)], [False, False, True, True], 72, False, [True, False, False, False], 1296, 'West', (17, 13))
Element 15: (1, (17, 13), ['.', '', '%', ''], [(17, 3), (17, 2), (15, 1)], [False, False, True, False], 70, False, [True, False, False, False], 1315, 'West', (16, 13))
Element 16: (1, (16, 13), ['%', '', '%', ''], [(17, 2), (17, 1), (15, 2)], [True, False, True, False], 68, False, [False, False, False, False], 1334, 'East', (17, 13))
Element 17: (1, (17, 13), ['', '', '%', ''], [(17, 1), (16, 1), (15, 3)], [False, False, True, False], 66, False, [False, False, False, False], 1343, 'East', (18, 13))
Element 18: (1, (18, 13), ['', '', '%', '%'], [(18, 1), (16, 2), (14, 3)], [False, False, True, True], 64, False, [False, False, False, False], 1352, 'South', (18, 12))
Element 19: (1, (18, 12), ['', '.', '', '%'], [(17, 1), (15, 2), (14, 4)], [False, False, False, True], 62, False, [False, True, False, False], 1361, 'South', (18, 11))
Element 20: (1, (18, 11), ['.', '.', '', '%'], [(16, 1), (15, 3), (14, 5)], [False, False, False, True], 60, False, [True, True, False, False], 1380, 'South', (18, 10))
Element 21: (1, (18, 10), ['.', '.', '', '%'], [(16, 2), (14, 3), (15, 5)], [False, False, False, True], 58, False, [True, True, False, False], 1399, 'South', (18, 9))
Element 22: (1, (18, 9), ['.', '.', '', '%'], [(16, 3), (13, 3), (15, 6)], [False, False, False, True], 56, False, [True, True, False, False], 1418, 'South', (18, 8))
Element 23: (1, (18, 8), ['.', '%', '', '%'], [(16, 4), (13, 4), (15, 7)], [False, True, False, True], 54, False, [True, False, False, False], 1437, 'West', (17, 8))
Element 24: (1, (17, 8), ['%', '%', '.', ''], [(16, 5), (13, 5), (14, 7)], [True, True, False, False], 52, False, [False, False, True, False], 1466, 'North', (17, 9))
Element 25: (1, (17, 9), ['.', '', '.', ''], [(15, 5), (14, 5), (13, 7)], [False, False, False, False], 50, False, [True, False, True, False], 1485, 'North', (17, 10))
