Element 1: (1, (1, 2), ['%', '.', '%', '.'], [(16, 12), (2, 11), (11, 1)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (2, 2))
Element 2: (1, (2, 2), ['', '.', '%', '.'], [(17, 12), (1, 11), (10, 1)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (3, 2))
Element 3: (1, (3, 2), ['', '.', '%', '.'], [(18, 12), (2, 11), (10, 2)], [False, False, True, False], 94, False, [False, True, False, True], 1067, 'East', (4, 2))
Element 4: (1, (4, 2), ['', '.', '%', '.'], [(18, 13), (2, 11), (11, 2)], [False, False, True, False], 92, False, [False, True, False, True], 1096, 'East', (5, 2))
Element 5: (1, (5, 2), ['', '%', '%', '%'], [(17, 13), (1, 11), (11, 3)], [False, True, True, True], 90, False, [False, False, False, False], 1125, 'West', (4, 2))
Element 6: (1, (4, 2), ['', '.', '%', ''], [(16, 13), (2, 11), (12, 3)], [False, False, True, False], 88, False, [False, True, False, False], 1144, 'South', (4, 1))
Element 7: (1, (4, 1), ['.', '%', '', '%'], [(17, 13), (2, 11), (13, 3)], [False, True, False, True], 86, False, [True, False, False, False], 1163, 'West', (3, 1))
Element 8: (1, (3, 1), ['.', '%', '', ''], [(18, 13), (1, 11), (14, 3)], [False, True, False, False], 84, False, [True, False, False, False], 1182, 'West', (2, 1))
Element 9: (1, (2, 1), ['.', '%', '', ''], [(18, 12), (2, 11), (15, 3)], [False, True, False, False], 82, False, [True, False, False, False], 1201, 'West', (1, 1))
Element 10: (1, (1, 1), ['%', '%', '', ''], [(18, 11), (2, 11), (16, 3)], [True, True, False, False], 80, False, [False, False, False, False], 1230, 'East', (2, 1))
Element 11: (1, (2, 1), ['', '%', '', ''], [(18, 10), (1, 11), (17, 3)], [False, True, False, False], 78, False, [False, False, False, False], 1249, 'East', (3, 1))
Element 12: (1, (3, 1), ['', '%', '', ''], [(18, 9), (2, 11), (17, 4)], [False, True, False, False], 76, False, [False, False, False, False], 1268, 'East', (4, 1))
Element 13: (1, (4, 1), ['', '%', '', '%'], [(18, 8), (2, 11), (18, 4)], [False, True, False, True], 74, False, [False, False, False, False], 1287, 'North', (4, 2))
Element 14: (1, (4, 2), ['', '', '%', ''], [(17, 8), (1, 11), (17, 4)], [False, False, True, False], 72, False, [False, False, False, False], 1296, 'West', (3, 2))
Element 15: (1, (3, 2), ['', '', '%', ''], [(17, 9), (2, 11), (17, 5)], [False, False, True, False], 70, False, [False, False, False, False], 1315, 'South', (3, 1))
Element 16: (1, (3, 1), ['', '%', '', ''], [(17, 10), (2, 11), (17, 6)], [False, True, False, False], 68, False, [False, False, False, False], 1334, 'North', (3, 2))
Element 17: (1, (3, 2), ['', '', '%', ''], [(17, 11), (1, 11), (18, 6)], [False, False, True, False], 66, False, [False, False, False, False], 1353, 'West', (2, 2))
Element 18: (1, (2, 2), ['', '', '%', ''], [(16, 11), (2, 11), (17, 6)], [False, False, True, False], 64, False, [False, False, False, False], 1362, 'South', (2, 1))
Element 19: (1, (2, 1), ['', '%', '', ''], [(16, 10), (2, 11), (16, 6)], [False, True, False, False], 62, False, [False, False, False, False], 1381, 'North', (2, 2))
Element 20: (1, (2, 2), ['', '', '%', ''], [(16, 9), (1, 11), (16, 7)], [False, False, True, False], 60, False, [False, False, False, False], 1400, 'West', (1, 2))
Element 21: (1, (1, 2), ['%', '', '%', ''], [(15, 9), (2, 11), (15, 7)], [True, False, True, False], 58, False, [False, False, False, False], 1419, 'South', (1, 1))
Element 22: (1, (1, 1), ['%', '%', '', ''], [(15, 10), (2, 11), (15, 6)], [True, True, False, False], 56, False, [False, False, False, False], 1438, 'North', (1, 2))
Element 23: (1, (1, 2), ['%', '', '%', ''], [(15, 11), (1, 11), (15, 5)], [True, False, True, False], 54, False, [False, False, False, False], 1457, 'Stop', (1, 2))
Element 24: (1, (1, 2), ['%', '', '%', ''], [(15, 10), (2, 11), (16, 5)], [True, False, True, False], 52, False, [False, False, False, False], 1466, 'East', (2, 2))
Element 25: (1, (2, 2), ['', '', '%', ''], [(15, 9), (2, 11), (16, 4)], [False, False, True, False], 50, False, [False, False, False, False], 1475, 'East', (3, 2))
Element 26: (1, (3, 2), ['', '', '%', ''], [(14, 9), (1, 11), (16, 5)], [False, False, True, False], 48, False, [False, False, False, False], 1484, 'East', (4, 2))
