Element 1: (0, (3, 10), ['%', '%', '%', '.'], [(2, 1), (16, 11), (16, 12)], [True, True, True, False], 98, False, [False, False, False, True], 0, 'East', (4, 10))
Element 2: (0, (4, 10), ['', '%', '%', '.'], [(3, 1), (17, 11), (17, 12)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (5, 10))
Element 3: (0, (5, 10), ['', '%', '.', '.'], [(4, 1), (18, 11), (18, 12)], [False, True, False, False], 94, False, [False, False, True, True], 78, 'East', (6, 10))
Element 4: (0, (6, 10), ['', '%', '.', '.'], [(4, 2), (18, 10), (18, 13)], [False, True, False, False], 92, False, [False, False, True, True], 117, 'East', (7, 10))
Element 5: (0, (7, 10), ['', '%', '.', '.'], [(5, 2), (18, 9), (17, 13)], [False, True, False, False], 90, False, [False, False, True, True], 156, 'East', (8, 10))
Element 6: (0, (8, 10), ['', '%', '%', '.'], [(4, 2), (18, 8), (16, 13)], [False, True, True, False], 88, False, [False, False, False, True], 185, 'East', (9, 10))
Element 7: (0, (9, 10), ['', '%', '.', '%'], [(3, 2), (17, 8), (17, 13)], [False, True, False, True], 86, False, [False, False, True, False], 214, 'North', (9, 11))
Element 8: (0, (9, 11), ['%', '', '.', '.'], [(2, 2), (17, 9), (18, 13)], [True, False, False, False], 84, False, [False, False, True, True], 243, 'East', (10, 11))
Element 9: (0, (10, 11), ['', '%', '.', '.'], [(1, 2), (17, 10), (18, 12)], [False, True, False, False], 82, False, [False, False, True, True], 272, 'East', (11, 11))
Element 10: (0, (11, 11), ['', '%', '.', '.'], [(1, 1), (16, 10), (18, 11)], [False, True, False, False], 80, False, [False, False, True, True], 301, 'East', (12, 11))
Element 11: (0, (12, 11), ['', '%', '%', '.'], [(1, 2), (16, 9), (18, 10)], [False, True, True, False], 78, False, [False, False, False, True], 320, 'East', (13, 11))
Element 12: (0, (13, 11), ['', '%', '%', '%'], [(2, 2), (15, 9), (18, 9)], [False, True, True, True], 76, False, [False, False, False, False], 339, 'West', (12, 11))
Element 13: (0, (12, 11), ['', '%', '%', ''], [(3, 2), (15, 10), (18, 8)], [False, True, True, False], 74, False, [False, False, False, False], 348, 'West', (11, 11))
Element 14: (0, (11, 11), ['', '%', '.', ''], [(4, 2), (15, 11), (17, 8)], [False, True, False, False], 72, False, [False, False, True, False], 357, 'North', (11, 12))
Element 15: (0, (11, 12), ['.', '', '.', '%'], [(4, 1), (15, 12), (17, 9)], [False, False, False, True], 70, False, [True, False, True, False], 376, 'North', (11, 13))
Element 16: (0, (11, 13), ['%', '', '%', '.'], [(3, 1), (14, 12), (17, 10)], [True, False, True, False], 68, False, [False, False, False, True], 395, 'East', (12, 13))
Element 17: (0, (12, 13), ['', '%', '%', '.'], [(3, 2), (14, 13), (17, 11)], [False, True, True, False], 66, False, [False, False, False, True], 414, 'East', (13, 13))
Element 18: (0, (13, 13), ['', '%', '%', ''], [(3, 1), (14, 12), (16, 11)], [False, True, True, False], 64, False, [False, False, False, False], 423, 'East', (14, 13))
Element 19: (0, (14, 13), ['', '', '%', '%'], [(2, 1), (15, 12), (16, 10)], [False, False, True, True], 62, False, [False, False, False, False], 422, 'South', (14, 12))
Element 20: (0, (14, 12), ['%', '%', '', ''], [(2, 2), (16, 12), (16, 9)], [True, True, False, False], 60, False, [False, False, False, False], 421, 'East', (15, 12))
Element 21: (0, (15, 12), ['', '', '%', ''], [(2, 1), (17, 12), (15, 9)], [False, False, True, False], 58, False, [False, False, False, False], 420, 'East', (16, 12))
Element 22: (0, (16, 12), ['', '', '', ''], [(1, 1), (18, 12), (14, 9)], [False, False, False, False], 56, False, [False, False, False, False], 429, 'East', (17, 12))
Element 23: (0, (17, 12), ['', '', '', ''], [(2, 1), (18, 13), (13, 9)], [False, False, False, False], 54, False, [False, False, False, False], 438, 'East', (18, 12))
Element 24: (0, (18, 12), ['', '', '', '%'], [(2, 1), (17, 13), (13, 8)], [False, False, False, True], 52, False, [False, False, False, False], 447, 'North', (18, 13))
Element 25: (0, (18, 13), ['', '', '%', '%'], [(3, 1), (16, 13), (13, 7)], [False, False, True, True], 50, False, [False, False, False, False], 456, 'West', (17, 13))
Element 26: (0, (17, 13), ['', '', '%', ''], [(4, 1), (16, 12), (14, 7)], [False, False, True, False], 48, False, [False, False, False, False], 465, 'West', (16, 13))
