Element 1: (0, (12, 7), ['.', 'F', '.', '.'], [(2, 13), (9, 3), (11, 2)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (12, 6))
Element 2: (0, (12, 6), ['.', '%', '', '.'], [(3, 13), (9, 4), (11, 3)], [False, True, False, False], 96, False, [True, False, False, True], 1029, 'East', (13, 6))
Element 3: (0, (13, 6), ['', '.', '.', '.'], [(3, 12), (10, 4), (12, 3)], [False, False, False, False], 94, False, [False, True, True, True], 1068, 'East', (14, 6))
Element 4: (0, (14, 6), ['', '.', '.', '.'], [(4, 12), (11, 4), (13, 3)], [False, False, False, False], 92, False, [False, True, True, True], 1107, 'East', (15, 6))
Element 5: (0, (15, 6), ['', '.', '.', '.'], [(5, 12), (12, 4), (14, 3)], [False, False, False, False], 90, False, [False, True, True, True], 1146, 'East', (16, 6))
Element 6: (0, (16, 6), ['', '.', '.', '.'], [(6, 12), (13, 4), (15, 3)], [False, False, False, False], 88, False, [False, True, True, True], 1185, 'East', (17, 6))
Element 7: (0, (17, 6), ['', '.', '%', '.'], [(6, 13), (14, 4), (16, 3)], [False, False, True, False], 86, False, [False, True, False, True], 1224, 'East', (18, 6))
Element 8: (0, (18, 6), ['', '%', '%', '%'], [(7, 13), (14, 5), (17, 3)], [False, True, True, True], 84, False, [False, False, False, False], 1263, 'West', (17, 6))
Element 9: (0, (17, 6), ['', '.', '%', ''], [(6, 13), (15, 5), (17, 4)], [False, False, True, False], 82, False, [False, True, False, False], 1282, 'South', (17, 5))
Element 10: (0, (17, 5), ['G', '', '', '%'], [(5, 13), (16, 5), (18, 4)], [False, False, False, True], 80, False, [False, False, False, False], 1321, 'South', (17, 4))
Element 11: (0, (17, 4), ['G', '', '', 'G'], [(6, 13), (16, 4), (18, 4)], [False, False, False, False], 78, False, [False, False, False, False], 1330, 'South', (17, 3))
Element 12: (0, (17, 3), ['', '.', 'G', '%'], [(6, 12), (17, 4), (17, 4)], [False, False, False, True], 76, False, [False, True, False, False], 1329, 'South', (17, 2))
Element 13: (0, (17, 2), ['.', '.', '', '%'], [(6, 11), (18, 4), (17, 4)], [False, False, False, True], 74, False, [True, True, False, False], 1348, 'South', (17, 1))
Element 14: (0, (17, 1), ['.', '%', '', '.'], [(7, 11), (18, 4), (17, 3)], [False, True, False, False], 72, False, [True, False, False, True], 1367, 'East', (18, 1))
Element 15: (0, (18, 1), ['', '%', '%', '%'], [(7, 10), (18, 4), (17, 2)], [False, True, True, True], 70, False, [False, False, False, False], 1386, 'West', (17, 1))
Element 16: (0, (17, 1), ['.', '%', '', ''], [(8, 10), (17, 4), (16, 2)], [False, True, False, False], 68, False, [True, False, False, False], 1405, 'West', (16, 1))
Element 17: (0, (16, 1), ['.', '%', '', ''], [(9, 10), (17, 3), (15, 2)], [False, True, False, False], 66, False, [True, False, False, False], 1434, 'West', (15, 1))
Element 18: (0, (15, 1), ['.', '%', '', ''], [(9, 11), (17, 2), (16, 2)], [False, True, False, False], 64, False, [True, False, False, False], 1453, 'West', (14, 1))
Element 19: (0, (14, 1), ['.', '%', '%', ''], [(10, 11), (17, 1), (17, 2)], [False, True, True, False], 62, False, [True, False, False, False], 1472, 'West', (13, 1))
Element 20: (0, (13, 1), ['.', '%', '%', ''], [(11, 11), (18, 1), (17, 3)], [False, True, True, False], 60, False, [True, False, False, False], 1491, 'West', (12, 1))
Element 21: (0, (12, 1), ['.', '%', '%', ''], [(12, 11), (17, 1), (16, 3)], [False, True, True, False], 58, False, [True, False, False, False], 1510, 'West', (11, 1))
Element 22: (0, (11, 1), ['F', '%', '', ''], [(13, 11), (16, 1), (16, 4)], [False, True, False, False], 56, False, [False, False, False, False], 1529, 'West', (10, 1))
Element 23: (0, (10, 1), ['.', '%', '.', ''], [(12, 11), (16, 2), (16, 5)], [False, True, False, False], 54, False, [True, False, True, False], 2528, 'North', (10, 2))
Element 24: (0, (10, 2), ['%', '', '%', ''], [(11, 11), (16, 3), (17, 5)], [True, False, True, False], 52, False, [False, False, False, False], 2537, 'East', (11, 2))
Element 25: (0, (11, 2), ['', '', '', '%'], [(11, 12), (15, 3), (17, 6)], [False, False, False, True], 50, False, [False, False, False, False], 2546, 'North', (11, 3))
Element 26: (0, (11, 3), ['%', '', '', ''], [(11, 13), (15, 2), (18, 6)], [True, False, False, False], 48, False, [False, False, False, False], 2555, 'East', (12, 3))
Element 27: (0, (12, 3), ['', '%', '', ''], [(12, 13), (15, 1), (17, 6)], [False, True, False, False], 46, False, [False, False, False, False], 2564, 'East', (13, 3))
Element 28: (0, (13, 3), ['', '%', '', ''], [(13, 13), (14, 1), (16, 6)], [False, True, False, False], 44, False, [False, False, False, False], 2573, 'East', (14, 3))
Element 29: (0, (14, 3), ['', '%', '', ''], [(14, 13), (13, 1), (16, 7)], [False, True, False, False], 42, False, [False, False, False, False], 2592, 'East', (15, 3))
Element 30: (0, (15, 3), ['', '', '%', ''], [(14, 12), (12, 1), (15, 7)], [False, False, True, False], 40, False, [False, False, False, False], 2611, 'East', (16, 3))
Element 31: (0, (16, 3), ['', '', '', ''], [(15, 12), (11, 1), (14, 7)], [False, False, False, False], 38, False, [False, False, False, False], 2630, 'North', (16, 4))
Element 32: (0, (16, 4), ['%', '', '', ''], [(16, 12), (11, 2), (13, 7)], [True, False, False, False], 36, False, [False, False, False, False], 2649, 'North', (16, 5))
Element 33: (0, (16, 5), ['', '', '', ''], [(17, 12), (11, 3), (13, 8)], [False, False, False, False], 34, False, [False, False, False, False], 2668, 'West', (15, 5))
Element 34: (0, (15, 5), ['', '%', '', ''], [(18, 12), (12, 3), (13, 9)], [False, True, False, False], 32, False, [False, False, False, False], 2687, 'West', (14, 5))
Element 35: (0, (14, 5), ['.', '', '', ''], [(18, 13), (13, 3), (14, 9)], [False, False, False, False], 30, False, [True, False, False, False], 2706, 'West', (13, 5))
Element 36: (0, (13, 5), ['%', '', '', ''], [(17, 13), (14, 3), (15, 9)], [True, False, False, False], 28, False, [False, False, False, False], 2735, 'South', (13, 4))
Element 37: (0, (13, 4), ['', 'G', '', ''], [(16, 13), (13, 3), (16, 9)], [False, False, False, False], 26, False, [False, False, False, False], 2754, 'East', (14, 4))
Element 38: (0, (14, 4), ['', '', '', '%'], [(17, 13), (12, 3), (17, 9)], [False, False, False, True], 24, False, [False, False, False, False], 2763, 'West', (13, 4))
Element 39: (0, (13, 4), ['', '', '', ''], [(18, 13), (11, 3), (18, 9)], [False, False, False, False], 22, False, [False, False, False, False], 2772, 'West', (12, 4))
Element 40: (0, (12, 4), ['', '', '%', ''], [(18, 12), (11, 2), (18, 10)], [False, False, True, False], 20, False, [False, False, False, False], 2781, 'West', (11, 4))
Element 41: (0, (11, 4), ['', '', '%', ''], [(18, 11), (10, 2), (17, 10)], [False, False, True, False], 18, False, [False, False, False, False], 2800, 'West', (10, 4))
Element 42: (0, (10, 4), ['', '%', '.', ''], [(17, 11), (10, 1), (16, 10)], [False, True, False, False], 16, False, [False, False, True, False], 2819, 'North', (10, 5))
Element 43: (0, (10, 5), ['.', '', '.', '%'], [(16, 11), (9, 1), (15, 10)], [False, False, False, True], 14, False, [True, False, True, False], 2858, 'North', (10, 6))
