Element 1: (2, (9, 4), ['.', '.', 'G', '.'], [(10, 1), (8, 3), (9, 5)], [False, False, False, False], 98, False, [True, True, False, True], 1009, 'East', (10, 4))
Element 2: (2, (10, 4), ['', '%', 'G', '.'], [(11, 1), (9, 3), (10, 5)], [False, True, False, False], 96, False, [False, False, False, True], 1048, 'East', (11, 4))
Element 3: (2, (11, 4), ['', '.', '%', '.'], [(12, 1), (9, 4), (10, 6)], [False, False, True, False], 94, False, [False, True, False, True], 1077, 'East', (12, 4))
Element 4: (2, (12, 4), ['', '.', '%', '.'], [(13, 1), (8, 4), (11, 6)], [False, False, True, False], 92, False, [False, True, False, True], 1116, 'East', (13, 4))
Element 5: (2, (13, 4), ['', '.', '.', '.'], [(14, 1), (8, 5), (12, 6)], [False, False, False, False], 90, False, [False, True, True, True], 2145, 'East', (14, 4))
Element 6: (2, (14, 4), ['', '.', '.', '%'], [(15, 1), (8, 6), (13, 6)], [False, False, False, True], 88, False, [False, True, True, False], 2184, 'North', (14, 5))
Element 7: (2, (14, 5), ['.', '', 'G', '.'], [(16, 1), (8, 7), (14, 6)], [False, False, False, False], 86, False, [True, False, False, True], 3213, 'East', (15, 5))
Element 8: (2, (15, 5), ['', '%', 'G', '.'], [(17, 1), (8, 8), (15, 6)], [False, True, False, False], 84, False, [False, False, False, True], 3252, 'East', (16, 5))
Element 9: (2, (16, 5), ['', '.', 'G', '.'], [(18, 1), (9, 8), (16, 6)], [False, False, False, False], 82, False, [False, True, False, True], 3291, 'East', (17, 5))
Element 10: (2, (17, 5), ['', '.', 'G', '%'], [(17, 1), (10, 8), (17, 6)], [False, False, False, True], 80, False, [False, True, False, False], 3320, 'South', (17, 4))
Element 11: (2, (17, 4), ['.', '.', '', '.'], [(17, 2), (9, 8), (18, 6)], [False, False, False, False], 78, False, [True, True, False, True], 3349, 'East', (18, 4))
Element 12: (2, (18, 4), ['', '%', '%', '%'], [(17, 3), (8, 8), (17, 6)], [False, True, True, True], 76, False, [False, False, False, False], 3368, 'West', (17, 4))
Element 13: (2, (17, 4), ['.', '', 'G', ''], [(16, 3), (8, 7), (17, 5)], [False, False, False, False], 74, False, [True, False, False, False], 3377, 'South', (17, 3))
Element 14: (2, (17, 3), ['', '', 'G', '%'], [(16, 4), (7, 7), (17, 4)], [False, False, False, True], 72, False, [False, False, False, False], 3396, 'South', (17, 2))
Element 15: (2, (17, 2), ['.', '', '', '%'], [(17, 4), (7, 6), (18, 4)], [False, False, False, True], 70, False, [True, False, False, False], 3405, 'West', (16, 2))
Element 16: (2, (16, 2), ['.', '', '', ''], [(17, 5), (7, 5), (18, 4)], [False, False, False, False], 68, False, [True, False, False, False], 3424, 'West', (15, 2))
Element 17: #1#
