Element 1: (1, (4, 10), ['.', '%', '%', '.'], [(7, 1), (6, 3), (12, 13)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (5, 10))
Element 2: (1, (5, 10), ['', '%', '.', '.'], [(8, 1), (7, 3), (13, 13)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (6, 10))
Element 3: (1, (6, 10), ['', '%', '.', '.'], [(9, 1), (8, 3), (14, 13)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (7, 10))
Element 4: (1, (7, 10), ['', '%', '.', '.'], [(10, 1), (9, 3), (14, 12)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (8, 10))
Element 5: (1, (8, 10), ['', '%', '%', '.'], [(11, 1), (9, 4), (15, 12)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (9, 10))
Element 6: (1, (9, 10), ['', '%', '.', '%'], [(12, 1), (10, 4), (16, 12)], [False, True, False, True], 88, False, [False, False, True, False], 1194, 'North', (9, 11))
Element 7: (1, (9, 11), ['%', '', '.', '.'], [(13, 1), (11, 4), (17, 12)], [True, False, False, False], 86, False, [False, False, True, True], 1233, 'East', (10, 11))
Element 8: (1, (10, 11), ['', '%', '.', '.'], [(14, 1), (12, 4), (18, 12)], [False, True, False, False], 84, False, [False, False, True, True], 1272, 'East', (11, 11))
Element 9: (1, (11, 11), ['', '%', '.', '.'], [(15, 1), (13, 4), (18, 13)], [False, True, False, False], 82, False, [False, False, True, True], 1311, 'East', (12, 11))
Element 10: (1, (12, 11), ['', '%', '%', '.'], [(16, 1), (14, 4), (17, 13)], [False, True, True, False], 80, False, [False, False, False, True], 1350, 'East', (13, 11))
Element 11: (1, (13, 11), ['', '%', '%', '%'], [(17, 1), (14, 5), (16, 13)], [False, True, True, True], 78, False, [False, False, False, False], 1389, 'West', (12, 11))
Element 12: (1, (12, 11), ['', '%', '%', ''], [(18, 1), (15, 5), (17, 13)], [False, True, True, False], 76, False, [False, False, False, False], 1408, 'West', (11, 11))
Element 13: (1, (11, 11), ['', '%', '.', ''], [(17, 1), (16, 5), (18, 13)], [False, True, False, False], 74, False, [False, False, True, False], 1417, 'North', (11, 12))
Element 14: (1, (11, 12), ['.', '', '.', '%'], [(17, 2), (17, 5), (18, 12)], [False, False, False, True], 72, False, [True, False, True, False], 1446, 'North', (11, 13))
Element 15: (1, (11, 13), ['%', '', '%', ''], [(17, 3), (17, 6), (18, 11)], [True, False, True, False], 70, False, [False, False, False, False], 1485, 'East', (12, 13))
Element 16: (1, (12, 13), ['', '%', '%', ''], [(17, 4), (18, 6), (18, 10)], [False, True, True, False], 68, False, [False, False, False, False], 1514, 'East', (13, 13))
Element 17: (1, (13, 13), ['', '%', '%', ''], [(18, 4), (17, 6), (18, 9)], [False, True, True, False], 66, False, [False, False, False, False], 1533, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '', '%', '%'], [(17, 4), (16, 6), (18, 8)], [False, False, True, True], 64, False, [False, False, False, False], 1552, 'South', (14, 12))
Element 19: (1, (14, 12), ['%', '%', '', ''], [(16, 4), (16, 7), (17, 8)], [True, True, False, False], 62, False, [False, False, False, False], 1581, 'East', (15, 12))
Element 20: (1, (15, 12), ['', '.', '%', ''], [(16, 3), (15, 7), (17, 9)], [False, False, True, False], 60, False, [False, True, False, False], 1610, 'South', (15, 11))
Element 21: (1, (15, 11), ['%', '.', '', '.'], [(16, 2), (15, 6), (17, 10)], [True, False, False, False], 58, False, [False, True, False, True], 1649, 'East', (16, 11))
Element 22: (1, (16, 11), ['', '.', '', 'G'], [(15, 2), (14, 6), (17, 11)], [False, False, False, False], 56, False, [False, True, False, False], 1688, 'South', (16, 10))
Element 23: (1, (16, 10), ['.', '.', 'G', ''], [(15, 3), (14, 7), (16, 11)], [False, False, False, False], 54, False, [True, True, False, False], 1717, 'South', (16, 9))
Element 24: (1, (16, 9), ['.', '%', 'G', ''], [(14, 3), (13, 7), (16, 10)], [False, True, False, False], 52, False, [True, False, False, False], 1746, 'West', (15, 9))
Element 25: (1, (15, 9), ['.', '%', 'G', ''], [(13, 3), (13, 8), (15, 10)], [False, True, False, False], 50, False, [True, False, False, False], 1785, 'West', (14, 9))
Element 26: (1, (14, 9), ['G', '%', '%', ''], [(12, 3), (13, 9), (15, 11)], [False, True, True, False], 48, False, [False, False, False, False], 1814, 'East', (15, 9))
Element 27: (1, (15, 9), ['', '%', 'G', ''], [(11, 3), (12, 9), (15, 10)], [False, True, False, False], 46, False, [False, False, False, False], 1833, 'East', (16, 9))
Element 28: (1, (16, 9), ['G', '%', '', ''], [(11, 2), (12, 8), (15, 9)], [False, True, False, False], 44, False, [False, False, False, False], 1852, 'East', (17, 9))
Element 29: (1, (17, 9), ['G', '', '', ''], [(10, 2), (12, 7), (16, 9)], [False, False, False, False], 42, False, [False, False, False, False], 1871, 'East', (18, 9))
Element 30: (1, (18, 9), ['', '', '', '%'], [(11, 2), (12, 6), (15, 9)], [False, False, False, True], 40, False, [False, False, False, False], 2870, 'North', (18, 10))
Element 31: (1, (18, 10), ['', '', '', '%'], [(11, 3), (13, 6), (14, 9)], [False, False, False, True], 38, False, [False, False, False, False], 2879, 'North', (18, 11))
Element 32: (1, (18, 11), ['', '', '', '%'], [(11, 4), (13, 5), (13, 9)], [False, False, False, True], 36, False, [False, False, False, False], 2888, 'North', (18, 12))
Element 33: (1, (18, 12), ['', '', '', '%'], [(12, 4), (13, 6), (13, 8)], [False, False, False, True], 34, False, [False, False, False, False], 2887, 'North', (18, 13))
Element 34: (1, (18, 13), ['', '', '%', '%'], [(13, 4), (12, 6), (13, 7)], [False, False, True, True], 32, False, [False, False, False, False], 2886, 'West', (17, 13))
Element 35: (1, (17, 13), ['', '', '%', ''], [(14, 4), (11, 6), (14, 7)], [False, False, True, False], 30, False, [False, False, False, False], 2895, 'South', (17, 12))
Element 36: (1, (17, 12), ['', '', '', ''], [(14, 5), (11, 7), (15, 7)], [False, False, False, False], 28, False, [False, False, False, False], 2904, 'South', (17, 11))
Element 37: (1, (17, 11), ['', '', '', ''], [(15, 5), (11, 6), (16, 7)], [False, False, False, False], 26, False, [False, False, False, False], 2903, 'South', (17, 10))
Element 38: (1, (17, 10), ['', '', '', ''], [(16, 5), (10, 6), (16, 6)], [False, False, False, False], 24, False, [False, False, False, False], 2912, 'North', (17, 11))
Element 39: (1, (17, 11), ['', '', '', ''], [(17, 5), (10, 5), (17, 6)], [False, False, False, False], 22, False, [False, False, False, False], 2921, 'North', (17, 12))
Element 40: (1, (17, 12), ['', '', '', ''], [(17, 6), (9, 5), (18, 6)], [False, False, False, False], 20, False, [False, False, False, False], 2930, 'West', (16, 12))
Element 41: (1, (16, 12), ['', '', '', ''], [(16, 6), (9, 6), (18, 6)], [False, False, False, False], 18, False, [False, False, False, False], 2939, 'North', (16, 13))
Element 42: (1, (16, 13), ['%', '', '%', ''], [(16, 7), (8, 6), (17, 6)], [True, False, True, False], 16, False, [False, False, False, False], 2948, 'South', (16, 12))
Element 43: (1, (16, 12), ['', '', '', ''], [(15, 7), (8, 7), (16, 6)], [False, False, False, False], 14, False, [False, False, False, False], 3947, 'East', (17, 12))
Element 44: (1, (17, 12), ['', '', '', ''], [(15, 6), (8, 8), (16, 6)], [False, False, False, False], 12, False, [False, False, False, False], 3956, 'North', (17, 13))
Element 45: (1, (17, 13), ['', '', '%', ''], [(14, 6), (9, 8), (16, 7)], [False, False, True, False], 10, False, [False, False, False, False], 3965, 'West', (16, 13))
Element 46: (1, (16, 13), ['%', '', '%', ''], [(14, 7), (10, 8), (15, 7)], [True, False, True, False], 8, False, [False, False, False, False], 3974, 'East', (17, 13))
Element 47: (1, (17, 13), ['', '', '%', ''], [(13, 7), (9, 8), (15, 6)], [False, False, True, False], 6, False, [False, False, False, False], 3973, 'East', (18, 13))
Element 48: (1, (18, 13), ['', '', '%', '%'], [(13, 8), (8, 8), (15, 5)], [False, False, True, True], 4, False, [False, False, False, False], 3972, 'South', (18, 12))
Element 49: (1, (18, 12), ['', '', '', '%'], [(13, 9), (8, 7), (16, 5)], [False, False, False, True], 2, False, [False, False, False, False], 3971, 'West', (17, 12))
Element 50: (1, (17, 12), ['', '', '', ''], [(13, 9), (7, 7), (17, 5)], [False, False, False, False], 0, False, [False, False, False, False], 3980, 'Stop', (17, 12))
Element 51: #0#
