Element 1: (2, (11, 13), ['%', '.', '%', '.'], [(9, 5), (4, 2), (15, 11)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (12, 13))
Element 2: (2, (12, 13), ['', '%', '%', '.'], [(10, 5), (4, 1), (16, 11)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (13, 13))
Element 3: (2, (13, 13), ['', '%', '%', '.'], [(10, 6), (3, 1), (17, 11)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (14, 13))
Element 4: (2, (14, 13), ['', '.', '%', '%'], [(11, 6), (3, 2), (18, 11)], [False, False, True, True], 92, False, [False, True, False, False], 136, 'South', (14, 12))
Element 5: (2, (14, 12), ['%', '%', '', '.'], [(12, 6), (2, 2), (18, 12)], [True, True, False, False], 90, False, [False, False, False, True], 1165, 'East', (15, 12))
Element 6: (2, (15, 12), ['', '', '%', '.'], [(13, 6), (2, 1), (18, 13)], [False, False, True, False], 88, False, [False, False, False, True], 1204, 'East', (16, 12))
Element 7: (2, (16, 12), ['', '', '.', '.'], [(14, 6), (1, 1), (17, 13)], [False, False, False, False], 86, False, [False, False, True, True], 1243, 'East', (17, 12))
Element 8: (2, (17, 12), ['', '', '', ''], [(15, 6), (1, 2), (16, 13)], [False, False, False, False], 84, False, [False, False, False, False], 1282, 'East', (18, 12))
Element 9: (2, (18, 12), ['', '', '', '%'], [(16, 6), (1, 1), (16, 12)], [False, False, False, True], 82, False, [False, False, False, False], 1291, 'North', (18, 13))
Element 10: (2, (18, 13), ['', '', '%', '%'], [(17, 6), (2, 1), (17, 12)], [False, False, True, True], 80, False, [False, False, False, False], 1300, 'West', (17, 13))
Element 11: (2, (17, 13), ['', '', '%', ''], [(18, 6), (2, 2), (16, 12)], [False, False, True, False], 78, False, [False, False, False, False], 1309, 'West', (16, 13))
Element 12: (2, (16, 13), ['%', '', '%', ''], [(17, 6), (1, 2), (15, 12)], [True, False, True, False], 76, False, [False, False, False, False], 1308, 'East', (17, 13))
Element 13: (2, (17, 13), ['', '', '%', ''], [(17, 5), (2, 2), (14, 12)], [False, False, True, False], 74, False, [False, False, False, False], 1317, 'East', (18, 13))
