Element 1: (0, (11, 1), ['F', '%', '.', '.'], [(10, 8), (12, 9), (18, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (10, 1))
Element 2: (0, (10, 1), ['.', '%', '.', ''], [(9, 8), (13, 9), (18, 13)], [False, True, False, False], 96, False, [True, False, True, False], 1029, 'North', (10, 2))
Element 3: (0, (10, 2), ['%', '', '%', '.'], [(8, 8), (14, 9), (17, 13)], [True, False, True, False], 94, False, [False, False, False, True], 1068, 'East', (11, 2))
Element 4: (0, (11, 2), ['', '', '.', '%'], [(8, 7), (15, 9), (17, 12)], [False, False, False, True], 92, False, [False, False, True, False], 2097, 'North', (11, 3))
Element 5: (0, (11, 3), ['%', '', '.', '.'], [(8, 6), (16, 9), (17, 11)], [True, False, False, False], 90, False, [False, False, True, True], 2136, 'East', (12, 3))
Element 6: (0, (12, 3), ['', '%', '.', '.'], [(9, 6), (17, 9), (18, 11)], [False, True, False, False], 88, False, [False, False, True, True], 2175, 'East', (13, 3))
Element 7: (0, (13, 3), ['', '%', '.', '.'], [(10, 6), (18, 9), (18, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2214, 'East', (14, 3))
Element 8: (0, (14, 3), ['', '%', '.', '.'], [(11, 6), (18, 8), (17, 10)], [False, True, False, False], 84, False, [False, False, True, True], 2253, 'East', (15, 3))
Element 9: (0, (15, 3), ['', '.', '%', '.'], [(12, 6), (17, 8), (16, 10)], [False, False, True, False], 82, False, [False, True, False, True], 3282, 'East', (16, 3))
Element 10: (0, (16, 3), ['', '.', '.', '.'], [(13, 6), (18, 8), (16, 11)], [False, False, False, False], 80, False, [False, True, True, True], 3311, 'East', (17, 3))
Element 11: (0, (17, 3), ['', '.', '.', '%'], [(14, 6), (18, 9), (16, 12)], [False, False, False, True], 78, False, [False, True, True, False], 3340, 'North', (17, 4))
Element 12: (0, (17, 4), ['.', '', '.', '.'], [(15, 6), (17, 9), (16, 13)], [False, False, False, False], 76, False, [True, False, True, True], 3369, 'East', (18, 4))
Element 13: (0, (18, 4), ['', '%', '%', '%'], [(16, 6), (17, 10), (16, 12)], [False, True, True, True], 74, False, [False, False, False, False], 3388, 'West', (17, 4))
Element 14: (0, (17, 4), ['.', '', '.', ''], [(17, 6), (18, 10), (15, 12)], [False, False, False, False], 72, False, [True, False, True, False], 3407, 'North', (17, 5))
Element 15: (0, (17, 5), ['.', '', '', '%'], [(18, 6), (18, 11), (15, 11)], [False, False, False, True], 70, False, [True, False, False, False], 3436, 'West', (16, 5))
Element 16: (0, (16, 5), ['.', '.', '', ''], [(17, 6), (18, 12), (15, 10)], [False, False, False, False], 68, False, [True, True, False, False], 3455, 'South', (16, 4))
Element 17: (0, (16, 4), ['%', '', '', ''], [(16, 6), (18, 13), (15, 9)], [True, False, False, False], 66, False, [False, False, False, False], 3464, 'North', (16, 5))
Element 18: (0, (16, 5), ['.', '', '', ''], [(16, 7), (17, 13), (16, 9)], [False, False, False, False], 64, False, [True, False, False, False], 3473, 'West', (15, 5))
Element 19: (0, (15, 5), ['.', '%', '', ''], [(15, 7), (17, 12), (17, 9)], [False, True, False, False], 62, False, [True, False, False, False], 3492, 'West', (14, 5))
Element 20: (0, (14, 5), ['.', '.', '', ''], [(14, 7), (17, 11), (18, 9)], [False, False, False, False], 60, False, [True, True, False, False], 3511, 'South', (14, 4))
Element 21: (0, (14, 4), ['.', '', '', '%'], [(13, 7), (16, 11), (18, 8)], [False, False, False, True], 58, False, [True, False, False, False], 3530, 'West', (13, 4))
Element 22: (0, (13, 4), ['.', '', '.', ''], [(13, 8), (16, 12), (17, 8)], [False, False, False, False], 56, False, [True, False, True, False], 3549, 'North', (13, 5))
Element 23: (0, (13, 5), ['%', '', '', ''], [(12, 8), (16, 13), (18, 8)], [True, False, False, False], 54, False, [False, False, False, False], 3568, 'North', (13, 6))
Element 24: (0, (13, 6), ['', '', '', ''], [(12, 7), (16, 12), (18, 9)], [False, False, False, False], 52, False, [False, False, False, False], 3577, 'East', (14, 6))
Element 25: (0, (14, 6), ['', '', '', ''], [(11, 7), (15, 12), (17, 9)], [False, False, False, False], 50, False, [False, False, False, False], 3586, 'East', (15, 6))
Element 26: (0, (15, 6), ['', '', '', ''], [(12, 7), (14, 12), (17, 8)], [False, False, False, False], 48, False, [False, False, False, False], 3595, 'East', (16, 6))
Element 27: (0, (16, 6), ['', '', '', ''], [(12, 8), (14, 13), (17, 9)], [False, False, False, False], 46, False, [False, False, False, False], 3604, 'East', (17, 6))
Element 28: (0, (17, 6), ['', '', '%', ''], [(12, 9), (13, 13), (16, 9)], [False, False, True, False], 44, False, [False, False, False, False], 3613, 'East', (18, 6))
Element 29: (0, (18, 6), ['', '%', '%', '%'], [(11, 9), (12, 13), (15, 9)], [False, True, True, True], 42, False, [False, False, False, False], 3632, 'West', (17, 6))
Element 30: (0, (17, 6), ['', '', '%', ''], [(12, 9), (11, 13), (14, 9)], [False, False, True, False], 40, False, [False, False, False, False], 3641, 'West', (16, 6))
Element 31: (0, (16, 6), ['', '', '', ''], [(13, 9), (11, 12), (15, 9)], [False, False, False, False], 38, False, [False, False, False, False], 3650, 'North', (16, 7))
Element 32: (0, (16, 7), ['', '', '%', '%'], [(14, 9), (11, 11), (15, 10)], [False, False, True, True], 36, False, [False, False, False, False], 3659, 'West', (15, 7))
Element 33: (0, (15, 7), ['', '', '%', ''], [(15, 9), (12, 11), (15, 11)], [False, False, True, False], 34, False, [False, False, False, False], 3668, 'West', (14, 7))
Element 34: (0, (14, 7), ['', '', '%', ''], [(16, 9), (13, 11), (15, 12)], [False, False, True, False], 32, False, [False, False, False, False], 3677, 'West', (13, 7))
Element 35: (0, (13, 7), ['', '', '', ''], [(17, 9), (12, 11), (14, 12)], [False, False, False, False], 30, False, [False, False, False, False], 3676, 'North', (13, 8))
Element 36: (0, (13, 8), ['', '', '', '%'], [(18, 9), (11, 11), (14, 13)], [False, False, False, True], 28, False, [False, False, False, False], 3675, 'North', (13, 9))
Element 37: (0, (13, 9), ['', '', '%', ''], [(18, 10), (10, 11), (13, 13)], [False, False, True, False], 26, False, [False, False, False, False], 3684, 'East', (14, 9))
Element 38: (0, (14, 9), ['', '%', '%', ''], [(18, 11), (10, 12), (12, 13)], [False, True, True, False], 24, False, [False, False, False, False], 3693, 'East', (15, 9))
Element 39: (0, (15, 9), ['', '%', '', ''], [(18, 12), (9, 12), (11, 13)], [False, True, False, False], 22, False, [False, False, False, False], 3702, 'East', (16, 9))
Element 40: (0, (16, 9), ['', '%', '', ''], [(18, 13), (9, 13), (11, 12)], [False, True, False, False], 20, False, [False, False, False, False], 3711, 'East', (17, 9))
Element 41: (0, (17, 9), ['', '', '', ''], [(17, 13), (9, 12), (11, 11)], [False, False, False, False], 18, False, [False, False, False, False], 3710, 'East', (18, 9))
Element 42: (0, (18, 9), ['', '', '', '%'], [(17, 12), (9, 11), (12, 11)], [False, False, False, True], 16, False, [False, False, False, False], 3719, 'North', (18, 10))
Element 43: (0, (18, 10), ['', '', '', '%'], [(17, 11), (9, 10), (13, 11)], [False, False, False, True], 14, False, [False, False, False, False], 3728, 'North', (18, 11))
Element 44: (0, (18, 11), ['', '', '', '%'], [(17, 10), (8, 10), (12, 11)], [False, False, False, True], 12, False, [False, False, False, False], 3737, 'North', (18, 12))
Element 45: (0, (18, 12), ['', '', '', '%'], [(16, 10), (7, 10), (11, 11)], [False, False, False, True], 10, False, [False, False, False, False], 3746, 'North', (18, 13))
Element 46: (0, (18, 13), ['', '', '%', '%'], [(16, 11), (7, 11), (10, 11)], [False, False, True, True], 8, False, [False, False, False, False], 3755, 'West', (17, 13))
Element 47: (0, (17, 13), ['', '', '%', ''], [(16, 12), (6, 11), (10, 12)], [False, False, True, False], 6, False, [False, False, False, False], 3764, 'South', (17, 12))
Element 48: (0, (17, 12), ['', '', '', ''], [(16, 13), (6, 12), (9, 12)], [False, False, False, False], 4, False, [False, False, False, False], 3773, 'South', (17, 11))
Element 49: (0, (17, 11), ['', '', '', ''], [(16, 12), (6, 13), (8, 12)], [False, False, False, False], 2, False, [False, False, False, False], 3792, 'South', (17, 10))
Element 50: (0, (17, 10), ['', '', '', ''], [(15, 12), (7, 13), (9, 12)], [False, False, False, False], 0, False, [False, False, False, False], 3801, 'Stop', (17, 10))
Element 51: #0#
