Element 1: (0, (7, 5), ['F', '.', '.', '.'], [(4, 7), (9, 6), (15, 6)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (6, 5))
Element 2: (0, (6, 5), ['%', '.', '.', ''], [(5, 7), (10, 6), (16, 6)], [True, False, False, False], 96, False, [False, True, True, False], 1029, 'North', (6, 6))
Element 3: (0, (6, 6), ['%', '', 'G', '.'], [(6, 7), (11, 6), (17, 6)], [True, False, False, False], 94, False, [False, False, False, True], 1068, 'East', (7, 6))
Element 4: (0, (7, 6), ['', '', 'G', '.'], [(7, 7), (12, 6), (18, 6)], [False, False, False, False], 92, False, [False, False, False, True], 2097, 'East', (8, 6))
Element 5: (0, (8, 6), ['', '.', 'G', ''], [(8, 7), (13, 6), (17, 6)], [False, False, False, False], 90, False, [False, True, False, False], 3116, 'South', (8, 5))
Element 6: (0, (8, 5), ['', '.', '', '.'], [(8, 8), (14, 6), (17, 5)], [False, False, False, False], 88, False, [False, True, False, True], 3155, 'East', (9, 5))
Element 7: (0, (9, 5), ['', '.', '', '.'], [(9, 8), (14, 7), (17, 4)], [False, False, False, False], 86, False, [False, True, False, True], 3194, 'East', (10, 5))
Element 8: (0, (10, 5), ['', '.', '', '%'], [(10, 8), (15, 7), (18, 4)], [False, False, False, True], 84, False, [False, True, False, False], 3233, 'South', (10, 4))
Element 9: (0, (10, 4), ['.', '%', '', '.'], [(9, 8), (16, 7), (17, 4)], [False, True, False, False], 82, False, [True, False, False, True], 3252, 'East', (11, 4))
Element 10: (0, (11, 4), ['', '.', '%', '.'], [(8, 8), (16, 6), (17, 3)], [False, False, True, False], 80, False, [False, True, False, True], 3271, 'East', (12, 4))
Element 11: (0, (12, 4), ['', '.', '%', '.'], [(8, 7), (16, 5), (17, 2)], [False, False, True, False], 78, False, [False, True, False, True], 3300, 'East', (13, 4))
Element 12: (0, (13, 4), ['', '.', '.', '.'], [(8, 6), (16, 4), (17, 1)], [False, False, False, False], 76, False, [False, True, True, True], 3329, 'East', (14, 4))
Element 13: (0, (14, 4), ['', '.', '.', '%'], [(9, 6), (16, 3), (18, 1)], [False, False, False, True], 74, False, [False, True, True, False], 3358, 'North', (14, 5))
Element 14: (0, (14, 5), ['.', '', '', '.'], [(10, 6), (16, 2), (17, 1)], [False, False, False, False], 72, False, [True, False, False, True], 3377, 'East', (15, 5))
Element 15: (0, (15, 5), ['', '%', '', ''], [(11, 6), (16, 1), (17, 2)], [False, True, False, False], 70, False, [False, False, False, False], 3396, 'East', (16, 5))
Element 16: (0, (16, 5), ['', '', '', ''], [(11, 7), (15, 1), (17, 1)], [False, False, False, False], 68, False, [False, False, False, False], 3415, 'East', (17, 5))
Element 17: (0, (17, 5), ['', '', '', '%'], [(12, 7), (15, 2), (17, 2)], [False, False, False, True], 66, False, [False, False, False, False], 3434, 'North', (17, 6))
Element 18: (0, (17, 6), ['', '', '%', ''], [(13, 7), (15, 3), (16, 2)], [False, False, True, False], 64, False, [False, False, False, False], 3453, 'East', (18, 6))
Element 19: (0, (18, 6), ['', '%', '%', '%'], [(13, 8), (14, 3), (16, 3)], [False, True, True, True], 62, False, [False, False, False, False], 3472, 'West', (17, 6))
Element 20: (0, (17, 6), ['', '', '%', ''], [(13, 9), (13, 3), (16, 4)], [False, False, True, False], 60, False, [False, False, False, False], 3491, 'West', (16, 6))
Element 21: (0, (16, 6), ['', 'G', '', ''], [(14, 9), (12, 3), (16, 5)], [False, False, False, False], 58, False, [False, False, False, False], 3510, 'North', (16, 7))
Element 22: (0, (16, 7), ['', '', '%', '%'], [(15, 9), (11, 3), (15, 5)], [False, False, True, True], 56, False, [False, False, False, False], 3529, 'West', (15, 7))
Element 23: (0, (15, 7), ['', '', '%', ''], [(16, 9), (11, 2), (14, 5)], [False, False, True, False], 54, False, [False, False, False, False], 3548, 'South', (15, 6))
Element 24: (0, (15, 6), ['', '', '', ''], [(17, 9), (11, 1), (13, 5)], [False, False, False, False], 52, False, [False, False, False, False], 3577, 'West', (14, 6))
Element 25: #1#
