Element 1: (1, (6, 4), ['%', '.', 'F', '.'], [(14, 12), (15, 10), (16, 3)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['%', '', '.', '.'], [(15, 12), (16, 10), (17, 3)], [True, False, False, False], 96, False, [False, False, True, True], 1038, 'East', (7, 5))
Element 3: (1, (7, 5), ['', '.', '.', '.'], [(16, 12), (17, 10), (17, 4)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (8, 5))
Element 4: (1, (8, 5), ['', '.', '.', '.'], [(17, 12), (18, 10), (18, 4)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (9, 5))
Element 5: (1, (9, 5), ['', '.', '.', '.'], [(18, 12), (18, 11), (17, 4)], [False, False, False, False], 90, False, [False, True, True, True], 1145, 'East', (10, 5))
Element 6: (1, (10, 5), ['', '.', '.', '%'], [(18, 13), (17, 11), (17, 5)], [False, False, False, True], 88, False, [False, True, True, False], 1184, 'North', (10, 6))
Element 7: (1, (10, 6), ['.', '', '%', '.'], [(17, 13), (16, 11), (17, 6)], [False, False, True, False], 86, False, [True, False, False, True], 1223, 'East', (11, 6))
Element 8: (1, (11, 6), ['', '%', '.', 'F'], [(16, 13), (15, 11), (18, 6)], [False, True, False, False], 84, False, [False, False, True, False], 1262, 'East', (12, 6))
Element 9: (1, (12, 6), ['', '%', '.', '.'], [(17, 13), (15, 12), (17, 6)], [False, True, False, False], 82, False, [False, False, True, True], 2261, 'East', (13, 6))
Element 10: (1, (13, 6), ['', '.', '.', '.'], [(18, 13), (16, 12), (16, 6)], [False, False, False, False], 80, False, [False, True, True, True], 2280, 'East', (14, 6))
Element 11: (1, (14, 6), ['', '.', '.', '.'], [(18, 12), (17, 12), (16, 7)], [False, False, False, False], 78, False, [False, True, True, True], 2299, 'East', (15, 6))
Element 12: (1, (15, 6), ['', '.', 'G', ''], [(18, 11), (17, 13), (15, 7)], [False, False, False, False], 76, False, [False, True, False, False], 2318, 'South', (15, 5))
Element 13: (1, (15, 5), ['.', '%', '', '.'], [(18, 10), (18, 13), (14, 7)], [False, True, False, False], 74, False, [True, False, False, True], 2337, 'East', (16, 5))
Element 14: (1, (16, 5), ['', '.', '', ''], [(18, 9), (18, 12), (13, 7)], [False, False, False, False], 72, False, [False, True, False, False], 2366, 'South', (16, 4))
Element 15: (1, (16, 4), ['%', '', '', ''], [(18, 8), (18, 13), (13, 8)], [True, False, False, False], 70, False, [False, False, False, False], 2395, 'East', (17, 4))
Element 16: (1, (17, 4), ['', '', '', ''], [(17, 8), (17, 13), (13, 9)], [False, False, False, False], 68, False, [False, False, False, False], 2414, 'East', (18, 4))
Element 17: (1, (18, 4), ['', '%', '%', '%'], [(17, 9), (16, 13), (14, 9)], [False, True, True, True], 66, False, [False, False, False, False], 2433, 'West', (17, 4))
Element 18: (1, (17, 4), ['', '', '', ''], [(16, 9), (17, 13), (15, 9)], [False, False, False, False], 64, False, [False, False, False, False], 2452, 'North', (17, 5))
Element 19: (1, (17, 5), ['', '', '', '%'], [(16, 10), (17, 12), (15, 10)], [False, False, False, True], 62, False, [False, False, False, False], 2451, 'North', (17, 6))
Element 20: (1, (17, 6), ['', '', '%', ''], [(17, 10), (16, 12), (15, 11)], [False, False, True, False], 60, False, [False, False, False, False], 2450, 'East', (18, 6))
Element 21: (1, (18, 6), ['', '%', '%', '%'], [(17, 11), (16, 13), (16, 11)], [False, True, True, True], 58, False, [False, False, False, False], 2449, 'West', (17, 6))
Element 22: (1, (17, 6), ['', '', '%', ''], [(16, 11), (16, 12), (16, 10)], [False, False, True, False], 56, False, [False, False, False, False], 2448, 'West', (16, 6))
Element 23: (1, (16, 6), ['', '', '', ''], [(15, 11), (15, 12), (17, 10)], [False, False, False, False], 54, False, [False, False, False, False], 2447, 'North', (16, 7))
Element 24: (1, (16, 7), ['', '', '%', '%'], [(15, 10), (14, 12), (18, 10)], [False, False, True, True], 52, False, [False, False, False, False], 2446, 'West', (15, 7))
Element 25: (1, (15, 7), ['', '', '%', ''], [(15, 9), (14, 13), (18, 11)], [False, False, True, False], 50, False, [False, False, False, False], 2445, 'West', (14, 7))
Element 26: (1, (14, 7), ['', '', '%', ''], [(14, 9), (13, 13), (18, 12)], [False, False, True, False], 48, False, [False, False, False, False], 2454, 'West', (13, 7))
Element 27: (1, (13, 7), ['.', '', '', ''], [(13, 9), (12, 13), (18, 13)], [False, False, False, False], 46, False, [True, False, False, False], 2463, 'West', (12, 7))
Element 28: (1, (12, 7), ['.', '', '.', ''], [(12, 9), (11, 13), (17, 13)], [False, False, False, False], 44, False, [True, False, True, False], 2492, 'North', (12, 8))
Element 29: (1, (12, 8), ['%', '', '', ''], [(11, 9), (11, 12), (17, 12)], [True, False, False, False], 42, False, [False, False, False, False], 2521, 'East', (13, 8))
Element 30: (1, (13, 8), ['', '', '', '%'], [(12, 9), (11, 11), (17, 11)], [False, False, False, True], 40, False, [False, False, False, False], 2530, 'North', (13, 9))
Element 31: (1, (13, 9), ['', '', '%', ''], [(11, 9), (12, 11), (17, 12)], [False, False, True, False], 38, False, [False, False, False, False], 2539, 'East', (14, 9))
Element 32: (1, (14, 9), ['', '%', '%', ''], [(11, 9), (13, 11), (16, 12)], [False, True, True, False], 36, False, [False, False, False, False], 2548, 'East', (15, 9))
Element 33: (1, (15, 9), ['', '%', '', ''], [(12, 9), (12, 11), (16, 13)], [False, True, False, False], 34, False, [False, False, False, False], 2547, 'East', (16, 9))
Element 34: (1, (16, 9), ['', '%', '', ''], [(13, 9), (11, 11), (16, 12)], [False, True, False, False], 32, False, [False, False, False, False], 2546, 'East', (17, 9))
Element 35: (1, (17, 9), ['', '', '', ''], [(14, 9), (10, 11), (15, 12)], [False, False, False, False], 30, False, [False, False, False, False], 2555, 'East', (18, 9))
Element 36: (1, (18, 9), ['', '', '', '%'], [(14, 9), (10, 12), (14, 12)], [False, False, False, True], 28, False, [False, False, False, False], 2564, 'North', (18, 10))
Element 37: (1, (18, 10), ['', '', '', '%'], [(14, 9), (9, 12), (14, 13)], [False, False, False, True], 26, False, [False, False, False, False], 2573, 'North', (18, 11))
Element 38: (1, (18, 11), ['', '', '', '%'], [(14, 9), (9, 13), (13, 13)], [False, False, False, True], 24, False, [False, False, False, False], 2582, 'North', (18, 12))
Element 39: (1, (18, 12), ['', '', '', '%'], [(14, 9), (9, 12), (12, 13)], [False, False, False, True], 22, False, [False, False, False, False], 2581, 'North', (18, 13))
Element 40: (1, (18, 13), ['', '', '%', '%'], [(14, 9), (9, 11), (11, 13)], [False, False, True, True], 20, False, [False, False, False, False], 2590, 'West', (17, 13))
Element 41: (1, (17, 13), ['', '', '%', ''], [(14, 9), (9, 10), (11, 12)], [False, False, True, False], 18, False, [False, False, False, False], 2599, 'South', (17, 12))
Element 42: (1, (17, 12), ['', '', '', ''], [(14, 9), (8, 10), (11, 11)], [False, False, False, False], 16, False, [False, False, False, False], 2608, 'South', (17, 11))
